 Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d], CEPr,  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C                  
 195,    8370,  4:25:50,  94.184606,    9.999511,  78.969472, 1980.7,  0.5,         nan,        nan,  nan, 2081.5,    4.4,  261.3, 259.6,  46.3,  78677.8,  34861,    1.0,   7.9,   288,     0, 1, 2                              
 196,    8490,  4:27:50,  94.185995,    9.975029,  78.968730, 1994.7,  0.5,         nan,        nan,  nan, 2096.9,    4.4,  261.0, 258.4,  43.1,  78526.9,  35077,    1.0,   7.9,   288,     0, 1, 2                              
 197,    8610,  4:29:50,  94.187384,    9.951415,  78.968207, 1998.0,  0.5,         nan,        nan,  nan, 2102.2,    4.2,  263.4, 259.1,  43.5,  78476.0,  35044,    1.0,   7.9,   289,     0, 1, 2                              
 198,    8730,  4:31:50,  94.188773,    9.926621,  78.967493, 1978.1,  0.5,         nan,        nan,  nan, 2078.2,    4.5,  261.5, 258.4,  43.5,  78710.0,  34730,    1.0,   7.8,   289,     0, 1, 2                              
 199,    8850,  4:33:50,  94.190162,    9.901390,  78.966433, 1934.6,  0.5,    9.431450,  78.998510,  6.0, 2038.1,    4.6,  257.6, 257.2,  47.5,  79103.3,  34424,    1.0,   7.8,   289,     0, 1, 2                              
 200,    8970,  4:35:50,  94.191551,    9.877948,  78.965412, 1942.6,  0.6,         nan,        nan,  nan, 2050.0,    4.3,  257.2, 256.8,  51.4,  78986.4,  34720,    2.0,   7.8,   289,     0, 1, 2                              
 201,    9090,  4:37:50,  94.192940,    9.854392,  78.964432, 2017.0,  0.6,         nan,        nan,  nan, 2126.5,    4.3,  257.7, 256.4,  51.4,  78238.7,  35659,    3.0,   7.8,   289,    33, 1, 2                              
 202,    9210,  4:39:50,  94.194329,    9.829469,  78.963368, 2066.7,  0.6,         nan,        nan,  nan, 2183.6,    4.5,  257.4, 258.0,  51.0,  77684.2,  35710,    3.0,   7.8,   289,     8, 1, 2                              
 203,    9330,  4:41:50,  94.195718,    9.804684,  78.962496, 2066.9,  0.5,         nan,        nan,  nan, 2189.7,    4.5,  259.6, 256.9,  49.0,  77624.9,  35834,    3.0,   7.8,   289,     0, 1, 2                              
 204,    9450,  4:43:50,  94.197106,    9.780437,  78.961702, 2070.6,  0.5,         nan,        nan,  nan, 2191.3,    4.4,  260.3, 256.5,  48.6,  77609.6,  36818,    3.0,   7.8,   290,    91, 1, 2                              
 205,    9570,  4:45:50,  94.198495,    9.754845,  78.960913, 2033.0,  0.6,         nan,        nan,  nan, 2145.8,    4.6,  260.9, 256.5,  52.9,  78050.5,  36274,    3.0,   7.8,   290,     8, 1, 2                              
 206,    9690,  4:47:50,  94.199884,    9.727914,  78.960730, 1973.0,  0.6,         nan,        nan,  nan, 2080.6,    4.8,  268.0, 258.1,  51.8,  78686.3,  35547,    4.0,   7.8,   290,     0, 1, 2                              
 207,    9810,  4:49:50,  94.201273,    9.700854,  78.960972, 1954.5,  0.5,         nan,        nan,  nan, 2065.1,    4.8,  272.7, 258.0,  49.0,  78838.9,  35409,    3.0,   7.8,   290,     0, 1, 2                              
 208,    9930,  4:51:50,  94.202662,    9.673155,  78.961224, 2009.1,  0.5,         nan,        nan,  nan, 2122.0,    4.9,  272.7, 258.2,  47.5,  78282.7,  35832,    4.0,   7.8,   291,     0, 1, 2                              
 209,   10050,  4:53:50,  94.204051,    9.644431,  78.961392, 2037.1,  0.5,    9.060580,  79.009820,  9.0, 2149.7,    5.1,  271.8, 257.4,  47.5,  78013.2,  35987,    4.0,   7.8,   291,     0, 1, 2                              
 210,   10170,  4:55:50,  94.205440,    9.617246,  78.961778, 2010.6,  0.5,         nan,        nan,  nan, 2120.0,    4.8,  274.2, 258.0,  47.8,  78301.4,  35527,    4.0,   7.8,   291,     0, 1, 2                              
 211,   10290,  4:57:50,  94.206829,    9.591828,  78.962513, 1997.3,  0.5,         nan,        nan,  nan, 2107.2,    4.6,  278.6, 258.6,  45.1,  78426.9,  35554,    5.0,   7.8,   291,     0, 1, 2                              
 212,   10410,  4:59:50,  94.208218,    9.565632,  78.963251, 2004.1,  0.5,         nan,        nan,  nan, 2118.7,    4.7,  278.4, 258.0,  45.9,  78315.0,  35575,    5.0,   7.8,   291,     0, 1, 2                              
 213,   10530,  5:01:50,  94.209606,    9.538297,  78.963920, 2029.4,  0.5,         nan,        nan,  nan, 2139.0,    4.9,  277.3, 258.0,  44.7,  78116.6,  35731,    6.0,   7.8,   291,     0, 1, 2                              
 214,   10650,  5:03:50,  94.210995,    9.510449,  78.964188, 2033.5,  0.5,         nan,        nan,  nan, 2146.0,    5.0,  272.9, 257.5,  44.3,  78048.8,  35685,    6.0,   7.8,   291,     0, 1, 2                              
 215,   10770,  5:05:50,  94.212384,    9.483577,  78.964307, 2021.3,  0.5,         nan,        nan,  nan, 2128.7,    4.8,  271.3, 258.3,  45.1,  78216.6,  35559,    6.0,   7.8,   291,     0, 1, 2                              
 216,   10890,  5:07:50,  94.213773,    9.456723,  78.964422, 2041.3,  0.5,         nan,        nan,  nan, 2153.3,    4.8,  271.3, 258.5,  43.5,  77977.6,  35752,    6.0,   7.8,   291,     0, 1, 2                              
 217,   11010,  5:09:50,  94.215162,    9.428709,  78.963915, 2074.7,  0.5,         nan,        nan,  nan, 2187.2,    5.0,  264.6, 258.3,  44.7,  77648.6,  35947,    6.0,   7.8,   291,     0, 1, 2                              
 218,   11130,  5:11:50,  94.216551,    9.400858,  78.963279, 2071.0,  0.5,         nan,        nan,  nan, 2182.7,    5.0,  263.2, 258.7,  42.4,  77692.7,  35922,    6.0,   7.7,   292,     0, 1, 2                              
 219,   11250,  5:13:50,  94.217940,    9.375346,  78.963082, 2036.6,  0.5,    9.400780,  78.963810,  3.0, 2144.6,    4.5,  267.7, 258.7,  41.2,  78062.3,  35511,    6.0,   7.7,   292,     0, 1, 2                              
 220,   11370,  5:15:50,  94.219329,    9.352225,  78.963076, 2028.7,  0.5,         nan,        nan,  nan, 2133.5,    4.1,  269.9, 259.0,  42.4,  78170.8,  35337,    7.0,   7.7,   292,     0, 1, 2                              
 221,   11490,  5:17:50,  94.220718,    9.329551,  78.962668, 2051.2,  0.5,         nan,        nan,  nan, 2164.3,    4.0,  264.6, 257.8,  42.7,  77870.7,  35740,    6.0,   7.7,   292,     0, 1, 2                              
 222,   11610,  5:19:50,  94.222106,    9.305287,  78.962204, 2068.5,  0.5,         nan,        nan,  nan, 2179.7,    4.3,  264.3, 258.7,  40.4,  77721.5,  35821,    8.0,   7.7,   292,     0, 1, 2                              
 223,   11730,  5:21:50,  94.223495,    9.279444,  78.961880, 2033.1,  0.5,         nan,        nan,  nan, 2138.2,    4.6,  266.2, 258.2,  42.7,  78125.1,  35246,    9.0,   7.7,   292,     0, 1, 2                              
 224,   11850,  5:23:50,  94.224884,    9.253374,  78.961339, 2007.4,  0.5,         nan,        nan,  nan, 2120.4,    4.7,  263.8, 257.2,  47.1,  78298.0,  35317,    9.0,   7.7,   292,     0, 1, 2                              
 225,   11970,  5:25:50,  94.226273,    9.227606,  78.960358, 2057.4,  0.5,         nan,        nan,  nan, 2164.0,    4.7,  258.8, 256.1,  47.1,  77874.1,  35657,    8.0,   7.7,   292,     0, 1, 2                              
 226,   12090,  5:27:50,  94.227662,    9.202748,  78.958809, 2093.2,  0.5,         nan,        nan,  nan, 2206.5,    4.6,  252.0, 256.4,  49.8,  77462.1,  36359,    9.0,   7.7,   292,    33, 1, 2                              
 227,   12210,  5:29:50,  94.229051,    9.177176,  78.957380, 2133.9,  0.5,         nan,        nan,  nan, 2246.4,    4.7,  253.7, 257.7,  44.7,  77077.3,  37522,    9.0,   7.7,   292,   100, 1, 2                              
 228,   12330,  5:31:50,  94.230440,    9.150957,  78.955677, 2155.6,  0.5,         nan,        nan,  nan, 2270.4,    4.9,  251.3, 255.5,  45.9,  76846.7,  38363,    9.0,   7.7,   293,   100, 1, 2                              
 229,   12450,  5:33:50,  94.231829,    9.123814,  78.953818, 2137.8,  0.6,    9.216020,  78.969500,  4.0, 2247.0,    5.1,  250.3, 255.3,  52.2,  77072.2,  38374,   10.0,   7.7,   293,    58, 1, 2                              
 230,   12570,  5:35:50,  94.233218,    9.096183,  78.952639, 2080.6,  0.6,         nan,        nan,  nan, 2182.7,    5.0,  257.4, 256.3,  51.4,  77692.7,  37952,   12.0,   7.7,   293,     0, 1, 2                              
 231,   12690,  5:37:50,  94.234606,    9.069156,  78.951888, 2035.0,  0.6,         nan,        nan,  nan, 2137.6,    4.9,  261.8, 257.0,  51.0,  78130.2,  37686,    9.0,   7.7,   294,     0, 1, 2                              
 232,   12810,  5:39:50,  94.235995,    9.041501,  78.951135, 2031.2,  0.6,         nan,        nan,  nan, 2132.1,    5.0,  261.9, 256.5,  51.0,  78184.4,  37445,   10.0,   7.7,   294,     0, 1, 2                              
 233,   12930,  5:41:50,  94.237384,    9.012610,  78.950626, 2031.5,  0.6,         nan,        nan,  nan, 2134.0,    5.2,  264.7, 257.5,  51.8,  78165.8,  37471,   11.0,   7.7,   294,     0, 1, 2                              
 234,   13050,  5:43:50,  94.238773,    8.984083,  78.950159, 2018.5,  0.5,         nan,        nan,  nan, 2119.5,    5.1,  265.1, 257.1,  47.1,  78306.5,  37212,   12.0,   7.7,   294,     0, 1, 2                              
 235,   13170,  5:45:50,  94.240162,    8.956496,  78.949658, 1989.0,  0.5,         nan,        nan,  nan, 2088.1,    4.9,  264.6, 258.8,  47.1,  78613.4,  37004,   10.0,   7.7,   294,     0, 1, 2                              
 236,   13290,  5:47:50,  94.241551,    8.930492,  78.949261, 1981.9,  0.5,         nan,        nan,  nan, 2085.2,    4.6,  265.5, 262.1,  39.6,  78642.2,  36945,   12.0,   7.7,   294,     0, 1, 2                              
 237,   13410,  5:49:50,  94.242940,    8.905189,  78.949091, 2010.1,  0.5,         nan,        nan,  nan, 2108.8,    4.5,  268.0, 261.0,  33.3,  78411.6,  37092,   13.0,   7.7,   294,     0, 1, 2                              
 238,   13530,  5:51:50,  94.244329,    8.879326,  78.948987, 2036.9,  0.6,         nan,        nan,  nan, 2138.9,    4.6,  268.8, 261.3,  31.8,  78118.3,  37297,   12.0,   7.7,   294,     0, 1, 2                              
 239,   13650,  5:53:50,  94.245718,    8.854176,  78.948806, 2067.2,  0.5,    8.817200,  78.945780,  6.0, 2170.6,    4.5,  267.8, 258.3,  35.3,  77809.7,  37484,   14.0,   7.7,   294,     0, 1, 2                              
 240,   13770,  5:55:50,  94.247106,    8.829060,  78.948597, 2083.1,  0.5,         nan,        nan,  nan, 2182.3,    4.5,  267.5, 257.5,  43.5,  77696.1,  37475,   15.0,   7.7,   294,     0, 1, 2                              
 241,   13890,  5:57:50,  94.248495,    8.802677,  78.948447, 2059.0,  0.5,         nan,        nan,  nan, 2159.8,    4.7,  268.3, 259.1,  47.1,  77914.8,  37245,   12.0,   7.7,   294,     0, 1, 2                              
 242,   14010,  5:59:50,  94.249884,    8.775042,  78.948336, 2016.9,  0.5,         nan,        nan,  nan, 2113.3,    4.9,  268.8, 259.9,  42.0,  78367.5,  36823,   14.0,   7.7,   294,     0, 1, 2                              
 243,   14130,  6:01:50,  94.251273,    8.748379,  78.948369, 1986.3,  0.5,         nan,        nan,  nan, 2083.4,    4.7,  270.4, 260.8,  39.2,  78659.1,  36646,   13.0,   7.7,   294,     0, 1, 2                              
 244,   14250,  6:03:50,  94.252662,    8.721773,  78.948434, 2007.0,  0.5,         nan,        nan,  nan, 2107.9,    4.7,  270.7, 259.6,  36.1,  78420.1,  36847,   13.0,   7.7,   294,     0, 1, 2                              
 245,   14370,  6:05:50,  94.254051,    8.695149,  78.948083, 2056.2,  0.5,         nan,        nan,  nan, 2153.2,    4.7,  266.1, 258.3,  40.4,  77979.3,  37013,   15.0,   7.7,   294,     0, 1, 2                              
 246,   14490,  6:07:50,  94.255440,    8.668130,  78.947327, 2079.7,  0.5,         nan,        nan,  nan, 2169.9,    4.9,  261.7, 258.8,  39.6,  77816.5,  37031,   15.0,   7.7,   294,     0, 1, 2                              
 247,   14610,  6:09:50,  94.256829,    8.639995,  78.946591, 2087.6,  0.5,         nan,        nan,  nan, 2180.9,    5.1,  262.2, 261.2,  33.3,  77709.7,  37252,   16.0,   7.7,   294,     0, 1, 2                              
 248,   14730,  6:11:50,  94.258218,    8.612000,  78.946027, 2108.4,  0.5,         nan,        nan,  nan, 2200.2,    5.0,  264.0, 257.2,  40.0,  77523.2,  37717,   16.0,   7.6,   295,    33, 1, 2                              
 249,   14850,  6:13:50,  94.259606,    8.584181,  78.945672, 2113.8,  0.5,    8.447530,  78.956340,  4.0, 2204.9,    5.0,  266.2, 255.8,  48.2,  77477.4,  38457,   16.0,   7.6,   295,   100, 1, 2                              
 250,   14970,  6:15:50,  94.260995,    8.558239,  78.945842, 2058.9,  0.6,         nan,        nan,  nan, 2158.4,    4.6,  272.0, 256.9,  52.2,  77928.4,  38075,   15.0,   7.6,   295,     8, 1, 2                              
 251,   15090,  6:17:50,  94.262384,    8.534161,  78.946409, 2022.1,  0.5,         nan,        nan,  nan, 2104.2,    4.3,  277.0, 257.9,  48.6,  78455.7,  37502,   18.0,   7.6,   295,     0, 1, 2                              
 252,   15210,  6:19:50,  94.263773,    8.510639,  78.947087, 1979.7,  0.5,         nan,        nan,  nan, 2073.2,    4.2,  278.6, 260.1,  44.3,  78759.2,  37332,   16.0,   7.6,   295,     0, 1, 2                              
 253,   15330,  6:21:50,  94.265162,    8.487198,  78.947611, 1980.7,  0.5,         nan,        nan,  nan, 2063.3,    4.2,  276.6, 258.9,  40.4,  78855.8,  37128,   15.0,   7.6,   295,     0, 1, 2                              
 254,   15450,  6:23:50,  94.266551,    8.463827,  78.948305, 1983.5,  0.5,         nan,        nan,  nan, 2066.3,    4.2,  278.8, 258.9,  43.5,  78827.0,  37069,   15.0,   7.6,   295,     0, 1, 2                              
 255,   15570,  6:25:50,  94.267940,    8.441050,  78.949226, 1974.8,  0.5,         nan,        nan,  nan, 2058.8,    4.1,  281.9, 258.1,  43.9,  78899.9,  36985,   16.0,   7.6,   295,     0, 1, 2                              
 256,   15690,  6:27:50,  94.269329,    8.418394,  78.950237, 1948.2,  0.5,         nan,        nan,  nan, 2037.1,    4.1,  283.1, 260.9,  42.4,  79113.5,  36821,   16.0,   7.6,   295,     0, 1, 2                              
 257,   15810,  6:29:50,  94.270718,    8.396080,  78.951188, 1963.8,  0.5,         nan,        nan,  nan, 2049.7,    4.1,  282.5, 261.5,  36.5,  78989.7,  36845,   19.0,   7.6,   295,     0, 1, 2                              
 258,   15930,  6:31:50,  94.272106,    8.374009,  78.952095, 1985.0,  0.5,         nan,        nan,  nan, 2064.0,    4.0,  282.1, 261.4,  36.9,  78849.0,  37146,   18.0,   7.6,   295,     0, 1, 2                              
 259,   16050,  6:33:50,  94.273495,    8.351581,  78.952864, 1972.8,  0.5,    8.262420,  78.961450,  3.0, 2060.4,    4.0,  280.1, 261.6,  34.9,  78884.6,  36874,   20.0,   7.6,   295,     0, 1, 2                              
 260,   16170,  6:35:50,  94.274884,    8.329482,  78.953722, 1984.9,  0.5,         nan,        nan,  nan, 2073.0,    4.0,  281.5, 260.6,  36.1,  78760.9,  36960,   18.0,   7.6,   295,     0, 1, 2                              
 261,   16290,  6:37:50,  94.276273,    8.307459,  78.954730, 2007.2,  0.5,         nan,        nan,  nan, 2092.6,    4.0,  283.4, 259.4,  38.4,  78569.3,  36957,   19.0,   7.6,   295,     0, 1, 2                              
 262,   16410,  6:39:50,  94.277662,    8.284968,  78.955714, 2015.3,  0.5,         nan,        nan,  nan, 2104.2,    4.1,  282.9, 258.6,  42.7,  78455.7,  37048,   17.0,   7.6,   295,     0, 1, 2                              
 263,   16530,  6:41:50,  94.279051,    8.261964,  78.956618, 2010.0,  0.5,         nan,        nan,  nan, 2098.5,    4.2,  281.6, 259.6,  43.1,  78511.6,  36877,   18.0,   7.6,   295,     0, 1, 2                              
 264,   16650,  6:43:50,  94.280440,    8.239179,  78.957548, 2006.6,  0.5,         nan,        nan,  nan, 2089.7,    4.1,  282.0, 261.3,  38.0,  78598.1,  36833,   20.0,   7.6,   295,     0, 1, 2                              
 265,   16770,  6:45:50,  94.281829,    8.216491,  78.958631, 2005.9,  0.5,         nan,        nan,  nan, 2088.1,    4.2,  284.0, 261.1,  33.7,  78613.4,  36756,   19.0,   7.6,   295,     0, 1, 2                              
 266,   16890,  6:47:50,  94.283218,    8.192982,  78.959757, 2011.9,  0.5,         nan,        nan,  nan, 2099.2,    4.3,  284.0, 262.1,  34.1,  78504.8,  36911,   17.0,   7.6,   295,     0, 1, 2                              
 267,   17010,  6:49:50,  94.284606,    8.169734,  78.960836, 2054.6,  0.5,         nan,        nan,  nan, 2145.5,    4.2,  283.6, 257.7,  34.5,  78053.9,  37179,   19.0,   7.6,   295,     0, 1, 2                              
 268,   17130,  6:51:50,  94.285995,    8.146780,  78.961748, 2107.3,  0.5,         nan,        nan,  nan, 2194.4,    4.2,  281.7, 256.6,  45.1,  77579.1,  37588,   22.0,   7.6,   295,     8, 1, 2                              
 269,   17250,  6:53:50,  94.287384,    8.124034,  78.961957, 2124.4,  0.5,    8.077150,  78.966450,  3.0, 2213.7,    4.0,  272.8, 258.1,  42.7,  77392.6,  38584,   22.0,   7.6,   295,   100, 1, 2                              
 270,   17370,  6:55:50,  94.288773,    8.100806,  78.962045, 2092.0,  0.5,         nan,        nan,  nan, 2181.1,    4.1,  271.1, 258.0,  40.4,  77708.0,  38532,   22.0,   7.6,   295,    25, 1, 2                              
 271,   17490,  6:57:50,  94.290162,    8.077882,  78.962369, 2057.5,  0.5,         nan,        nan,  nan, 2144.6,    4.1,  274.2, 257.8,  45.5,  78062.3,  38231,   19.0,   7.6,   296,     0, 1, 2                              
 272,   17610,  6:59:50,  94.291551,    8.054957,  78.962996, 2031.9,  0.5,         nan,        nan,  nan, 2115.5,    4.1,  278.1, 259.4,  42.7,  78345.5,  37867,   22.0,   7.6,   296,     0, 1, 2                              
 273,   17730,  7:01:50,  94.292940,    8.032033,  78.963784, 2023.6,  0.5,         nan,        nan,  nan, 2106.5,    4.1,  280.2, 259.6,  37.3,  78433.6,  37733,   22.0,   7.6,   296,     0, 1, 2                              
 274,   17850,  7:03:50,  94.294329,    8.009215,  78.964590, 2032.8,  0.5,         nan,        nan,  nan, 2118.0,    4.1,  280.5, 258.9,  38.4,  78321.7,  37830,   22.0,   7.6,   296,     0, 1, 2                              
 275,   17970,  7:05:50,  94.295718,    7.986156,  78.965381, 2035.7,  0.5,         nan,        nan,  nan, 2122.8,    4.2,  280.2, 259.5,  36.5,  78274.3,  37771,   19.0,   7.6,   296,     0, 1, 2                              
 276,   18090,  7:07:50,  94.297106,    7.963130,  78.966154, 2024.2,  0.5,         nan,        nan,  nan, 2111.2,    4.2,  279.9, 260.0,  37.3,  78387.9,  37577,   23.0,   7.6,   296,     0, 1, 2                              
 277,   18210,  7:09:50,  94.298495,    7.940397,  78.966809, 2014.2,  0.5,         nan,        nan,  nan, 2104.1,    4.1,  278.6, 260.9,  36.9,  78457.4,  37549,   22.0,   7.6,   296,     0, 1, 2                              
 278,   18330,  7:11:50,  94.299884,    7.917488,  78.967499, 2019.9,  0.5,         nan,        nan,  nan, 2103.7,    4.1,  278.9, 260.1,  36.1,  78460.8,  37550,   24.0,   7.6,   296,     0, 1, 2                              
 279,   18450,  7:13:50,  94.301273,    7.894260,  78.968260, 2021.0,  0.5,         nan,        nan, 16.0, 2106.5,    4.2,  279.7, 261.0,  35.3,  78433.6,  37508,   23.0,   7.6,   296,     0, 1, 2                              
 280,   18510,  7:14:50,  94.301968,    7.882648,  78.968648, 2017.2,  0.5,         nan,        nan,  nan, 2108.6,    4.2,  279.9, 259.7,  36.1,  78413.3,  37533,   22.0,   7.6,   296,     0, 1, 3                              
 281,   18570,  7:15:50,  94.302662,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2113.6,    nan,    nan, 260.1,  37.3,  78364.1,  37544,   25.0,   7.6,   296,     0, 1, 3                              
 282,   18630,  7:16:50,  94.303356,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2118.3,    nan,    nan, 258.9,  38.4,  78318.3,  37551,   22.0,   7.6,   296,     0, 1, 3                              
 283,   18690,  7:17:50,  94.304051,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2122.1,    nan,    nan, 260.0,  40.4,  78281.0,  37592,   22.0,   7.6,   296,     0, 1, 3                              
 284,   18750,  7:18:50,  94.304745,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2126.5,    nan,    nan, 260.0,  40.4,  78238.7,  37482,   25.0,   7.6,   296,     0, 1, 3                              
 285,   18810,  7:19:50,  94.305440,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2129.6,    nan,    nan, 261.6,  37.3,  78208.1,  37677,   25.0,   7.6,   296,     0, 1, 3                              
 286,   18870,  7:20:50,  94.306134,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2135.5,    nan,    nan, 262.4,  34.9,  78150.5,  37559,   24.0,   7.6,   296,     0, 1, 3                              
 287,   18930,  7:21:50,  94.306829,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2141.3,    nan,    nan, 261.1,  33.3,  78094.5,  37683,   22.0,   7.6,   296,     0, 1, 3                              
 288,   18990,  7:22:50,  94.307523,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2147.2,    nan,    nan, 262.3,  33.7,  78036.9,  37783,   21.0,   7.6,   296,     0, 1, 3                              
 289,   19050,  7:23:50,  94.308218,         nan,        nan,    nan, 23.2,    7.706090,  78.976110,  5.0, 2155.4,    nan,    nan, 261.6,  32.5,  77957.2,  37748,   23.0,   7.6,   296,     0, 1, 3                              
 290,   19110,  7:24:50,  94.308912,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2166.2,    nan,    nan, 262.3,  31.8,  77852.1,  37861,   25.0,   7.6,   296,     0, 1, 3                              
 291,   19170,  7:25:50,  94.309606,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2175.5,    nan,    nan, 264.5,  29.4,  77762.2,  37947,   25.0,   7.6,   296,     0, 1, 3                              
 292,   19230,  7:26:50,  94.310301,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2185.5,    nan,    nan, 260.5,  28.2,  77665.6,  37792,   25.0,   7.6,   296,     0, 1, 3                              
 293,   19290,  7:27:50,  94.310995,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2190.4,    nan,    nan, 261.6,  29.8,  77618.1,  37733,   26.0,   7.6,   296,     0, 1, 3                              
 294,   19350,  7:28:50,  94.311690,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2185.1,    nan,    nan, 258.6,  33.7,  77669.0,  37747,   23.0,   7.6,   296,     0, 1, 3                              
 295,   19410,  7:29:50,  94.312384,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2182.0,    nan,    nan, 259.4,  38.4,  77699.5,  37666,   25.0,   7.6,   296,     0, 1, 3                              
 296,   19470,  7:30:50,  94.313079,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2177.1,    nan,    nan, 259.5,  41.2,  77747.0,  37737,   26.0,   7.6,   296,     0, 1, 3                              
 297,   19530,  7:31:50,  94.313773,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2175.2,    nan,    nan, 261.9,  38.0,  77765.6,  37738,   25.0,   7.6,   296,     0, 1, 3                              
 298,   19590,  7:32:50,  94.314468,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2173.9,    nan,    nan, 262.4,  32.5,  77777.5,  37749,   25.0,   7.6,   296,     0, 1, 3                              
 299,   19650,  7:33:50,  94.315162,         nan,        nan,    nan, 23.2,    7.520310,  78.980770,  6.0, 2172.9,    nan,    nan, 261.7,  30.6,  77787.7,  37632,   27.0,   7.6,   296,     0, 1, 3                              
 300,   19710,  7:34:50,  94.315856,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2174.5,    nan,    nan, 260.3,  32.2,  77772.4,  37460,   28.0,   7.6,   296,     0, 1, 4                              
 301,   19770,  7:35:50,  94.316551,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2176.9,    nan,    nan, 261.3,  34.5,  77748.7,  37488,   23.0,   7.6,   296,     0, 1, 4                              
 302,   19830,  7:36:50,  94.317245,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2184.6,    nan,    nan, 261.1,  34.5,  77674.1,  37600,   28.0,   7.6,   296,     0, 1, 4                              
 303,   19890,  7:37:50,  94.317940,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2195.1,    nan,    nan, 260.3,  34.5,  77572.3,  37794,   28.0,   7.6,   296,    50, 1, 4                              
 304,   19950,  7:38:50,  94.318634,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2193.5,    nan,    nan, 258.7,  36.9,  77587.6,  38526,   27.0,   7.6,   297,   100, 1, 4                              
 305,   20010,  7:39:50,  94.319329,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2183.9,    nan,    nan, 259.8,  37.6,  77680.9,  38620,   26.0,   7.6,   297,    50, 1, 4                              
 306,   20070,  7:40:50,  94.320023,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2174.3,    nan,    nan, 258.6,  38.4,  77774.1,  38263,   24.0,   7.6,   297,     0, 1, 4                              
 307,   20130,  7:41:50,  94.320718,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2161.0,    nan,    nan, 257.4,  41.6,  77903.0,  38058,   27.0,   7.6,   297,     0, 1, 4                              
 308,   20190,  7:42:50,  94.321412,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2148.4,    nan,    nan, 258.1,  45.1,  78025.0,  38016,   23.0,   7.6,   296,     0, 1, 4                              
 309,   20250,  7:43:50,  94.322106,         nan,        nan,    nan, 23.2,    7.520310,  78.980770,  5.0, 2142.3,    nan,    nan, 258.4,  44.7,  78084.4,  37907,   27.0,   7.6,   296,     0, 1, 4                              
 310,   20310,  7:44:50,  94.322801,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2137.5,    nan,    nan, 260.7,  41.2,  78131.8,  38085,   26.0,   7.6,   296,     0, 1, 4                              
 311,   20370,  7:45:50,  94.323495,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2138.7,    nan,    nan, 262.1,  35.3,  78120.0,  38047,   26.0,   7.6,   297,     0, 1, 4                              
 312,   20430,  7:46:50,  94.324190,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2144.6,    nan,    nan, 262.2,  31.0,  78062.3,  38032,   27.0,   7.6,   297,     0, 1, 4                              
 313,   20490,  7:47:50,  94.324884,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2149.3,    nan,    nan, 260.4,  31.8,  78016.6,  37941,   26.0,   7.6,   297,     0, 1, 4                              
 314,   20550,  7:48:50,  94.325579,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2151.1,    nan,    nan, 260.5,  34.9,  77999.6,  38091,   24.0,   7.6,   297,     0, 1, 4                              
 315,   20610,  7:49:50,  94.326273,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2158.6,    nan,    nan, 262.3,  34.5,  77926.7,  38065,   23.0,   7.6,   297,     0, 1, 4                              
 316,   20670,  7:50:50,  94.326968,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2169.9,    nan,    nan, 260.7,  33.7,  77816.5,  37981,   27.0,   7.6,   297,     0, 1, 4                              
