 Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d], CEPr,  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C                  
 446,   24140,  8:48:40,  94.367130,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2084.6,    nan,    nan, 262.2,  32.5,  78647.3,  37775,   33.0,   7.5,   299,     0, 1, 7                              
 447,   24150,  8:48:50,  94.367245,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2085.5,    nan,    nan, 261.7,  32.9,  78638.8,  37803,   33.0,   7.5,   299,     0, 1, 7                              
 448,   24160,  8:49:00,  94.367361,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.2,    nan,    nan, 261.0,  32.9,  78632.0,  37802,   33.0,   7.5,   299,     0, 1, 7                              
 449,   24170,  8:49:10,  94.367477,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.5,    nan,    nan, 260.3,  33.3,  78628.6,  37790,   35.0,   7.5,   299,     0, 1, 7                              
 450,   24180,  8:49:20,  94.367593,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.5,    nan,    nan, 259.9,  33.3,  78628.6,  37741,   35.0,   7.5,   299,     0, 1, 7                              
 451,   24190,  8:49:30,  94.367708,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.4,    nan,    nan, 259.8,  34.1,  78630.3,  37739,   34.0,   7.5,   299,     0, 1, 7                              
 452,   24200,  8:49:40,  94.367824,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.0,    nan,    nan, 259.8,  34.5,  78633.7,  37758,   31.0,   7.5,   299,     0, 1, 7                              
 453,   24210,  8:49:50,  94.367940,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2085.5,    nan,    nan, 259.6,  34.9,  78638.8,  37776,   28.0,   7.5,   299,     0, 1, 7                              
 454,   24220,  8:50:00,  94.368056,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2084.5,    nan,    nan, 259.7,  35.7,  78649.0,  37777,   28.0,   7.5,   299,     0, 1, 7                              
 455,   24230,  8:50:10,  94.368171,         nan,        nan,    nan, 23.2,    6.775660,  78.998280,  2.0, 2083.1,    nan,    nan, 259.6,  36.1,  78662.5,  37772,   29.0,   7.5,   299,     0, 1, 7                              
 456,   24240,  8:50:20,  94.368287,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2081.9,    nan,    nan, 259.8,  36.1,  78674.4,  37763,   29.0,   7.5,   299,     0, 1, 7                              
 457,   24250,  8:50:30,  94.368403,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2080.8,    nan,    nan, 260.2,  36.5,  78684.6,  37757,   28.0,   7.5,   299,     0, 1, 7                              
 458,   24260,  8:50:40,  94.368519,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2080.0,    nan,    nan, 260.4,  36.5,  78693.0,  37775,   28.0,   7.5,   299,     0, 1, 7                              
 459,   24270,  8:50:50,  94.368634,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2078.9,    nan,    nan, 260.6,  36.5,  78703.2,  37758,   28.0,   7.5,   299,     0, 1, 7                              
 460,   24280,  8:51:00,  94.368750,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2077.9,    nan,    nan, 261.4,  36.1,  78713.4,  37717,   29.0,   7.5,   299,     0, 1, 7                              
 461,   24290,  8:51:10,  94.368866,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2076.7,    nan,    nan, 261.8,  36.1,  78725.3,  37667,   29.0,   7.5,   299,     0, 1, 7                              
 462,   24300,  8:51:20,  94.368981,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2075.1,    nan,    nan, 261.1,  35.7,  78740.5,  37633,   29.0,   7.5,   299,     0, 1, 7                              
 463,   24310,  8:51:30,  94.369097,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2073.4,    nan,    nan, 260.9,  35.7,  78757.5,  37585,   29.0,   7.5,   299,     0, 1, 7                              
 464,   24320,  8:51:40,  94.369213,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2071.3,    nan,    nan, 260.3,  35.3,  78777.8,  37584,   29.0,   7.5,   299,     0, 1, 7                              
 465,   24330,  8:51:50,  94.369329,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2069.4,    nan,    nan, 260.0,  35.3,  78796.5,  37596,   29.0,   7.5,   299,     0, 1, 7                              
 466,   24340,  8:52:00,  94.369444,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2067.7,    nan,    nan, 260.0,  35.3,  78813.4,  37583,   30.0,   7.5,   299,     0, 1, 7                              
 467,   24350,  8:52:10,  94.369560,         nan,        nan,    nan, 23.2,         nan,        nan, 52.0, 2065.9,    nan,    nan, 260.0,  35.3,  78830.4,  37562,   32.0,   7.5,   299,     0, 1, 7                              
 468,   24360,  8:52:20,  94.369676,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2064.4,    nan,    nan, 259.8,  35.3,  78845.6,  37524,   33.0,   7.5,   299,     0, 1, 7                              
 469,   24370,  8:52:30,  94.369792,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2062.6,    nan,    nan, 259.4,  35.7,  78862.6,  37449,   34.0,   7.5,   299,     0, 1, 7                              
 470,   24380,  8:52:40,  94.369907,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2061.3,    nan,    nan, 259.3,  36.1,  78876.2,  37409,   34.0,   7.5,   299,     0, 1, 7                              
 471,   24390,  8:52:50,  94.370023,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2060.1,    nan,    nan, 259.4,  36.5,  78888.0,  37397,   34.0,   7.5,   299,     0, 1, 7                              
 472,   24400,  8:53:00,  94.370139,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2058.7,    nan,    nan, 259.2,  36.9,  78901.6,  37403,   34.0,   7.5,   299,     0, 1, 7                              
 473,   24410,  8:53:10,  94.370255,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2057.8,    nan,    nan, 259.3,  37.6,  78910.1,  37410,   34.0,   7.5,   299,     0, 1, 7                              
 474,   24420,  8:53:20,  94.370370,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2057.3,    nan,    nan, 259.6,  38.0,  78915.1,  37420,   33.0,   7.5,   299,     0, 1, 7                              
 475,   24430,  8:53:30,  94.370486,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2057.1,    nan,    nan, 259.9,  38.4,  78916.8,  37460,   33.0,   7.5,   299,     0, 1, 7                              
 476,   24440,  8:53:40,  94.370602,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2057.3,    nan,    nan, 259.9,  38.4,  78915.1,  37481,   33.0,   7.5,   299,     0, 1, 7                              
 477,   24450,  8:53:50,  94.370718,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2057.6,    nan,    nan, 259.6,  38.4,  78911.8,  37477,   33.0,   7.5,   299,     0, 1, 7                              
 478,   24460,  8:54:00,  94.370833,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2058.2,    nan,    nan, 259.8,  38.4,  78906.7,  37424,   34.0,   7.5,   299,     0, 1, 7                              
 479,   24470,  8:54:10,  94.370949,         nan,        nan,    nan, 23.2,         nan,        nan, 33.0, 2059.0,    nan,    nan, 259.6,  38.4,  78898.2,  37372,   34.0,   7.5,   299,     0, 1, 7                              
 480,   24480,  8:54:20,  94.371065,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2059.4,    nan,    nan, 259.2,  38.4,  78894.8,  37322,   35.0,   7.5,   299,     0, 1, 7                              
 481,   24490,  8:54:30,  94.371181,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2059.4,    nan,    nan, 258.8,  38.4,  78894.8,  37284,   35.0,   7.5,   299,     0, 1, 7                              
 482,   24500,  8:54:40,  94.371296,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2059.5,    nan,    nan, 258.5,  38.8,  78893.1,  37282,   34.0,   7.5,   299,     0, 1, 7                              
 483,   24510,  8:54:50,  94.371412,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2059.4,    nan,    nan, 258.3,  38.8,  78894.8,  37295,   35.0,   7.5,   299,     0, 1, 7                              
 484,   24520,  8:55:00,  94.371528,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2059.0,    nan,    nan, 258.2,  39.6,  78898.2,  37311,   35.0,   7.5,   299,     0, 1, 7                              
 485,   24530,  8:55:10,  94.371644,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2058.7,    nan,    nan, 258.2,  40.0,  78901.6,  37304,   35.0,   7.5,   299,     0, 1, 7                              
 486,   24540,  8:55:20,  94.371759,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2058.7,    nan,    nan, 258.2,  40.4,  78901.6,  37307,   35.0,   7.5,   299,     0, 1, 7                              
 487,   24550,  8:55:30,  94.371875,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2058.3,    nan,    nan, 258.2,  41.2,  78905.0,  37312,   35.0,   7.5,   299,     0, 1, 7                              
 488,   24560,  8:55:40,  94.371991,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2057.6,    nan,    nan, 258.1,  41.6,  78911.8,  37278,   35.0,   7.5,   299,     0, 1, 7                              
 489,   24570,  8:55:50,  94.372106,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2056.8,    nan,    nan, 258.1,  42.0,  78920.2,  37277,   35.0,   7.5,   299,     0, 1, 7                              
 490,   24580,  8:56:00,  94.372222,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2055.7,    nan,    nan, 258.1,  42.4,  78930.4,  37267,   35.0,   7.5,   299,     0, 1, 7                              
 491,   24590,  8:56:10,  94.372338,         nan,        nan,    nan, 23.2,    6.589120,  79.002380,  5.0, 2054.5,    nan,    nan, 258.2,  42.7,  78942.3,  37259,   35.0,   7.5,   299,     0, 1, 7                              
 492,   24600,  8:56:20,  94.372454,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2053.3,    nan,    nan, 258.4,  43.1,  78954.1,  37255,   35.0,   7.5,   299,     0, 1, 7                              
 493,   24610,  8:56:30,  94.372569,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2052.1,    nan,    nan, 258.8,  43.1,  78966.0,  37247,   35.0,   7.5,   299,     0, 1, 7                              
 494,   24620,  8:56:40,  94.372685,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2051.1,    nan,    nan, 259.1,  43.1,  78976.2,  37286,   34.0,   7.5,   299,     0, 1, 7                              
 495,   24630,  8:56:50,  94.372801,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2050.0,    nan,    nan, 259.4,  42.7,  78986.4,  37280,   34.0,   7.5,   299,     0, 1, 7                              
 496,   24640,  8:57:00,  94.372917,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2048.5,    nan,    nan, 259.6,  42.4,  79001.6,  37246,   35.0,   7.5,   299,     0, 1, 7                              
 497,   24650,  8:57:10,  94.373032,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2046.9,    nan,    nan, 260.6,  42.0,  79016.9,  37223,   35.0,   7.5,   299,     0, 1, 7                              
 498,   24660,  8:57:20,  94.373148,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2045.2,    nan,    nan, 260.1,  41.2,  79033.8,  37156,   35.0,   7.5,   299,     0, 1, 7                              
 499,   24670,  8:57:30,  94.373264,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2043.1,    nan,    nan, 259.2,  40.8,  79054.2,  37117,   35.0,   7.5,   299,     0, 1, 7                              
 500,   24680,  8:57:40,  94.373380,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2041.2,    nan,    nan, 258.8,  40.8,  79072.8,  37052,   36.0,   7.5,   299,     0, 1, 7                              
 501,   24690,  8:57:50,  94.373495,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2039.2,    nan,    nan, 258.9,  40.4,  79093.2,  36994,   35.0,   7.5,   299,     0, 1, 7                              
 502,   24700,  8:58:00,  94.373611,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2037.1,    nan,    nan, 258.9,  40.4,  79113.5,  36970,   35.0,   7.5,   299,     0, 1, 7                              
 503,   24710,  8:58:10,  94.373727,         nan,        nan,    nan, 23.2,    6.775660,  78.998280,  3.0, 2035.0,    nan,    nan, 259.2,  40.4,  79133.9,  36953,   35.0,   7.5,   299,     0, 1, 7                              
 504,   24720,  8:58:20,  94.373843,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2032.9,    nan,    nan, 259.0,  40.0,  79154.2,  36925,   35.0,   7.5,   299,     0, 1, 7                              
 505,   24730,  8:58:30,  94.373958,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2031.2,    nan,    nan, 259.3,  40.0,  79171.2,  36920,   36.0,   7.5,   299,     0, 1, 7                              
 506,   24740,  8:58:40,  94.374074,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2029.8,    nan,    nan, 259.1,  40.0,  79184.7,  36891,   36.0,   7.5,   299,     0, 1, 7                              
 507,   24750,  8:58:50,  94.374190,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2028.1,    nan,    nan, 259.2,  40.0,  79201.7,  36881,   35.0,   7.5,   299,     0, 1, 7                              
 508,   24760,  8:59:00,  94.374306,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2026.7,    nan,    nan, 259.4,  39.6,  79215.2,  36914,   35.0,   7.5,   299,     0, 1, 7                              
 509,   24770,  8:59:10,  94.374421,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2025.4,    nan,    nan, 259.6,  39.6,  79228.8,  36950,   35.0,   7.5,   299,     0, 1, 7                              
 510,   24780,  8:59:20,  94.374537,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2024.2,    nan,    nan, 259.7,  39.2,  79240.7,  36980,   35.0,   7.5,   299,     0, 1, 7                              
 511,   24790,  8:59:30,  94.374653,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2023.0,    nan,    nan, 260.1,  38.8,  79252.5,  37002,   35.0,   7.5,   299,     0, 1, 7                              
 512,   24800,  8:59:40,  94.374769,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2022.1,    nan,    nan, 260.4,  38.4,  79261.0,  37028,   35.0,   7.5,   299,     0, 1, 7                              
 513,   24810,  8:59:50,  94.374884,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2021.4,    nan,    nan, 260.6,  37.6,  79267.8,  37048,   35.0,   7.5,   299,     0, 1, 7                              
 514,   24820,  9:00:00,  94.375000,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2020.9,    nan,    nan, 260.6,  36.9,  79272.9,  37062,   35.0,   7.5,   299,     0, 1, 7                              
 515,   24830,  9:00:10,  94.375116,         nan,        nan,    nan, 23.2,    6.775660,  78.998280,  2.0, 2020.4,    nan,    nan, 260.9,  36.5,  79278.0,  37053,   36.0,   7.5,   299,     0, 1, 7                              
 516,   24840,  9:00:20,  94.375231,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2019.9,    nan,    nan, 261.0,  35.7,  79283.1,  37063,   36.0,   7.5,   300,     0, 1, 7                              
 517,   24850,  9:00:30,  94.375347,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2019.5,    nan,    nan, 260.9,  35.3,  79286.5,  37068,   36.0,   7.5,   300,     0, 1, 7                              
 518,   24860,  9:00:40,  94.375463,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2019.2,    nan,    nan, 260.8,  34.9,  79289.8,  37083,   36.0,   7.5,   300,     0, 1, 7                              
 519,   24870,  9:00:50,  94.375579,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2018.5,    nan,    nan, 260.4,  34.5,  79296.6,  37065,   37.0,   7.5,   300,     0, 1, 7                              
 520,   24880,  9:01:00,  94.375694,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2017.8,    nan,    nan, 259.9,  34.1,  79303.4,  37035,   38.0,   7.5,   300,     0, 1, 7                              
 521,   24890,  9:01:10,  94.375810,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2016.9,    nan,    nan, 259.7,  34.5,  79311.9,  36977,   39.0,   7.5,   300,     0, 1, 7                              
 522,   24900,  9:01:20,  94.375926,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2015.9,    nan,    nan, 259.6,  34.5,  79322.1,  36887,   38.0,   7.5,   300,     0, 1, 7                              
 523,   24910,  9:01:30,  94.376042,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2014.5,    nan,    nan, 259.3,  34.9,  79335.6,  36835,   36.0,   7.5,   300,     0, 1, 7                              
 524,   24920,  9:01:40,  94.376157,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2012.6,    nan,    nan, 259.0,  35.3,  79354.3,  36790,   35.0,   7.5,   300,     0, 1, 7                              
 525,   24930,  9:01:50,  94.376273,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2010.7,    nan,    nan, 259.0,  36.1,  79372.9,  36767,   34.0,   7.5,   300,     0, 1, 7                              
 526,   24940,  9:02:00,  94.376389,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2008.7,    nan,    nan, 259.0,  36.5,  79393.3,  36743,   34.0,   7.5,   300,     0, 1, 7                              
 527,   24950,  9:02:10,  94.376505,         nan,        nan,    nan, 23.2,    6.775660,  78.998280,  4.0, 2006.6,    nan,    nan, 259.0,  36.9,  79413.6,  36708,   35.0,   7.5,   300,     0, 1, 7                              
 528,   24960,  9:02:20,  94.376620,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2004.2,    nan,    nan, 258.8,  37.3,  79437.3,  36676,   35.0,   7.5,   300,     0, 1, 7                              
 529,   24970,  9:02:30,  94.376736,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2001.8,    nan,    nan, 258.7,  37.6,  79461.1,  36664,   35.0,   7.5,   300,     0, 1, 7                              
 530,   25170,  9:05:50,  94.379051,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1948.3,    nan,    nan, 259.6,  40.0,  79990.1,  36139,   38.0,   7.5,   300,     0, 1, 8                              
 531,   25410,  9:09:50,  94.381829,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1931.2,    nan,    nan, 259.6,  34.5,  80159.6,  35901,   40.0,   7.5,   300,     0, 1, 8                              
 532,   25650,  9:13:50,  94.384606,         nan,        nan,    nan, 23.2,         nan,        nan, 10.0, 1859.3,    nan,    nan, 259.9,  22.4,  80876.8,  34974,   40.0,   7.5,   300,     0, 1, 8                              
 533,   25890,  9:17:50,  94.387384,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1870.5,    nan,    nan, 263.3,  14.5,  80764.9,  35208,   41.0,   7.5,   300,     0, 1, 8                              
 534,   26130,  9:21:50,  94.390162,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1854.1,    nan,    nan, 262.5,  12.5,  80929.3,  34593,   44.0,   7.5,   300,     0, 1, 8                              
 535,   26370,  9:25:50,  94.392940,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1832.4,    nan,    nan, 264.4,  14.5,  81146.4,  34250,   35.0,   7.5,   300,     0, 1, 8                              
 536,   26610,  9:29:50,  94.395718,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1841.0,    nan,    nan, 264.4,  13.3,  81059.9,  34241,   35.0,   7.5,   300,     0, 1, 8                              
 537,   26850,  9:33:50,  94.398495,         nan,        nan,    nan, 23.2,    6.215640,  79.010220,  3.0, 1787.7,    nan,    nan, 264.4,  13.7,  81595.7,  33061,   35.0,   7.5,   300,     0, 1, 8                              
 538,   27090,  9:37:50,  94.401273,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1942.2,    nan,    nan, 258.3,  34.9,  80051.1,  34922,   37.0,   7.5,   300,    37, 1, 8                              
 539,   27330,  9:41:50,  94.404051,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1945.4,    nan,    nan, 263.2,  34.1,  80018.9,  35183,   39.0,   7.5,   300,     0, 1, 8                              
 540,   27570,  9:45:50,  94.406829,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1979.1,    nan,    nan, 260.9,  30.2,  79684.9,  35269,   36.0,   7.4,   300,     0, 1, 8                              
 541,   27810,  9:49:50,  94.409606,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1963.7,    nan,    nan, 262.9,  20.8,  79837.5,  34945,   39.0,   7.4,   300,     0, 1, 8                              
 542,   28050,  9:53:50,  94.412384,         nan,        nan,    nan, 23.2,    6.028690,  79.013980,  2.0, 1984.4,    nan,    nan, 262.5,  19.6,  79632.3,  35032,   38.0,   7.4,   300,     0, 1, 8                              
 543,   28290,  9:57:50,  94.415162,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1947.1,    nan,    nan, 263.3,  18.8,  80001.9,  34655,   39.0,   7.4,   300,     0, 1, 8                              
 544,   28530, 10:01:50,  94.417940,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2071.8,    nan,    nan, 257.7,  39.2,  78772.7,  35800,   41.0,   7.4,   300,    12, 1, 8                              
 545,   28770, 10:05:50,  94.420718,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2114.5,    nan,    nan, 258.5,  39.2,  78355.6,  35870,   43.0,   7.4,   300,     0, 1, 8                              
 546,   29010, 10:09:50,  94.423495,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2084.6,    nan,    nan, 260.5,  31.4,  78647.3,  36024,   41.0,   7.4,   300,     0, 1, 8                              
 547,   29250, 10:13:50,  94.426273,         nan,        nan,    nan, 23.2,    6.009010,  78.978990,  3.0, 2058.0,    nan,    nan, 262.0,  30.2,  78908.4,  35573,   45.0,   7.4,   300,     0, 1, 8                              
 548,   29490, 10:17:50,  94.429051,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1993.7,    nan,    nan, 263.1,  27.5,  79540.8,  35039,   38.0,   7.4,   300,     0, 1, 8                              
 549,   29730, 10:21:50,  94.431829,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1991.7,    nan,    nan, 264.7,  25.5,  79561.1,  34771,   36.0,   7.4,   300,     0, 1, 8                              
 550,   29970, 10:25:50,  94.434606,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1935.2,    nan,    nan, 264.8,  27.8,  80120.6,  34303,   41.0,   7.4,   300,     0, 1, 8                              
 551,   30210, 10:29:50,  94.437384,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2004.9,    nan,    nan, 264.7,  26.3,  79430.6,  34791,   41.0,   7.4,   300,     0, 1, 8                              
 552,   30450, 10:33:50,  94.440162,         nan,        nan,    nan, 23.2,    5.822540,  78.982610,  6.0, 1946.1,    nan,    nan, 264.2,  27.1,  80012.1,  34103,   38.0,   7.4,   300,     0, 1, 8                              
 553,   30690, 10:37:50,  94.442940,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1942.0,    nan,    nan, 263.9,  24.7,  80052.8,  34146,   41.0,   7.4,   300,     0, 1, 8                              
 554,   30930, 10:41:50,  94.445718,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1960.8,    nan,    nan, 263.3,  28.6,  79866.3,  34157,   39.0,   7.4,   300,     0, 1, 8                              
 555,   31170, 10:45:50,  94.448495,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1987.7,    nan,    nan, 257.6,  38.0,  79600.1,  34511,   40.0,   7.4,   299,     0, 1, 8                              
 556,   31410, 10:49:50,  94.451273,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2114.5,    nan,    nan, 258.5,  38.4,  78355.6,  35607,   39.0,   7.4,   299,    12, 1, 8                              
 557,   31650, 10:53:50,  94.454051,         nan,        nan,    nan, 23.2,         nan,        nan, 10.0, 2106.0,    nan,    nan, 260.3,  31.0,  78438.7,  35817,   41.0,   7.4,   300,     0, 1, 8                              
 558,   31890, 10:57:50,  94.456829,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2108.2,    nan,    nan, 258.6,  34.9,  78416.7,  35538,   41.0,   7.4,   300,     0, 1, 8                              
 559,   32130, 11:01:50,  94.459606,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2049.9,    nan,    nan, 261.8,  30.6,  78988.1,  35005,   34.0,   7.4,   300,     0, 1, 8                              
 560,   32370, 11:05:50,  94.462384,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2064.4,    nan,    nan, 261.1,  33.3,  78845.6,  35094,   39.0,   7.4,   300,     0, 1, 8                              
 561,   32610, 11:09:50,  94.465162,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2043.1,    nan,    nan, 262.1,  28.6,  79054.2,  34687,   36.0,   7.4,   300,     0, 1, 8                              
 562,   32850, 11:13:50,  94.467940,         nan,        nan,    nan, 23.2,    5.449230,  78.989520,  5.0, 2032.9,    nan,    nan, 263.5,  26.3,  79154.2,  34613,   34.0,   7.4,   300,     0, 1, 8                              
 563,   33090, 11:17:50,  94.470718,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2016.1,    nan,    nan, 260.7,  31.8,  79320.4,  34321,   39.0,   7.3,   299,     0, 1, 8                              
 564,   33330, 11:21:50,  94.473495,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2021.1,    nan,    nan, 264.2,  26.3,  79271.2,  34321,   41.0,   7.3,   300,     0, 1, 8                              
 565,   33570, 11:25:50,  94.476273,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2013.8,    nan,    nan, 264.0,  30.6,  79342.4,  34185,   41.0,   7.3,   300,     0, 1, 8                              
 566,   33810, 11:29:50,  94.479051,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1975.0,    nan,    nan, 266.3,  22.4,  79725.6,  33935,   43.0,   7.3,   300,     0, 1, 8                              
 567,   34050, 11:33:50,  94.481829,         nan,        nan,    nan, 23.2,    5.449230,  78.989520,  3.0, 1951.9,    nan,    nan, 264.8,  25.9,  79954.5,  33672,   38.0,   7.2,   300,     0, 1, 8                              
 568,   34070, 11:34:10,  94.482060,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1930.9,    nan,    nan, 265.9,  24.7,  80163.0,  34299,   45.0,   7.2,   300,    75, 1, 9                              
 569,   34312, 11:34:10,  94.484861,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1930.0,    nan,    nan, 259.7,  29.4,  80171.5,  35084,   43.0,   7.1,   300,   100, 1, 9                              
 570,   34433, 11:34:10,  94.486262,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1924.2,    nan,    nan, 258.3,  31.0,  80229.1,  35690,   45.0,   7.1,   300,   100, 1, 9                              
 571,   34554, 11:34:10,  94.487662,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1885.6,    nan,    nan, 258.4,  19.6,  80614.0,  36129,   38.0,   7.0,   300,   100, 1, 9                              
 572,   34675, 11:34:10,  94.489063,         nan,        nan,    nan,  nan,    5.245240,  78.957770,  3.0, 1854.4,    nan,    nan, 258.6,  22.0,  80926.0,  36260,   41.0,   7.0,   301,   100, 1, 9                              
 573,   34794, 11:34:10,  94.490440,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1811.6,    nan,    nan, 258.9,  31.8,  81354.9,  36678,   46.0,   6.9,   301,   100, 1, 9                              
