, Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d],  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C,potential_temperature,specific_humidity,temperature,altitude,lon_filled,lat_filled,lat_all,lon_all,temp_at_interp,temp_at_coords
0,3,0, 14:58:50,76.62419,         nan,        nan,    nan,23.2,         nan,        nan,-13.1,    nan,    nan,258.5,38.8,101457.9,24027,20.0,8.3,271,100,1,0,257.4326874323373,0.4690983713130143,258.5,17.4,24.181618,70.52776,78.94859,11.85978,258.5,nan
1,4,10, 14:59:00,76.624306,         nan,        nan,    nan,23.2,         nan,        nan,5.9,    nan,    nan,258.5,39.6,101229.0,24347,20.0,8.3,271,100,1,0,257.5989530216706,0.4798531032005344,258.5,34.23787335262188,24.181618,70.52776,78.94859,11.85978,258.5,nan
2,5,20, 14:59:10,76.624421,         nan,        nan,    nan,23.2,   11.859780,  78.948590,24.0,    nan,    nan,258.4,40.0,101012.0,24622,17.0,8.3,271,100,1,0,257.6573092501421,0.4817653779837216,258.4,50.23557666332028,nan,nan,78.94859,11.85978,nan,258.4
3,6,30, 14:59:20,76.624537,         nan,        nan,    nan,23.2,         nan,        nan,40.6,    nan,    nan,258.1,40.4,100813.6,24900,19.0,8.3,271,100,1,0,257.5028499220792,0.4756456687918607,258.1,64.89215174680113,24.181618,70.52776,78.94447083333333,11.869376666666668,258.1,nan
4,7,40, 14:59:30,76.624653,         nan,        nan,    nan,23.2,         nan,        nan,56.5,    nan,    nan,258.1,40.8,100623.7,25140,24.0,8.2,271,100,1,0,257.6416732534605,0.4812615719639915,258.1,78.9478408819327,24.181618,70.52776,78.94035166666666,11.878973333333334,258.1,nan
5,8,50, 14:59:40,76.624769,         nan,        nan,    nan,23.2,         nan,        nan,72.1,    nan,    nan,258.0,41.2,100437.2,25395,24.0,8.3,271,100,1,0,257.678463976104,0.4828829895717955,258.0,92.77771669028726,24.181618,70.52776,78.93623249999999,11.888570000000001,258.0,nan
6,9,60, 14:59:50,76.624884,         nan,        nan,    nan,3.9,         nan,        nan,85.3,    nan,    nan,258.0,42.0,100279.5,25617,21.0,8.3,271,100,1,0,257.7942355987523,0.4930334876179463,258.0,104.4919863271693,24.181618,70.52776,78.93211333333333,11.898166666666667,258.0,nan
7,10,70, 15:00:00,76.625,         nan,        nan,    nan,4.4,         nan,        nan,94.9,    nan,    nan,258.0,42.4,100165.9,25868,20.0,8.3,271,100,1,0,257.8777774366785,0.4982935283591081,258.0,112.9418407234633,24.181618,70.52776,78.92799416666666,11.907763333333333,258.0,nan
8,11,80, 15:00:10,76.625116,   11.917360,  78.923875,  141.8,2.8,         nan,        nan,102.1,    nan,    nan,258.0,43.1,100079.5,26046,19.0,8.3,272,100,1,0,257.9413979085033,0.5069573581598494,258.0,119.3749090304418,nan,nan,78.923875,11.91736,nan,258.0
9,12,90, 15:00:20,76.625231,         nan,        nan,    nan,23.2,         nan,        nan,111.7,    nan,    nan,258.0,44.3,99965.9,26247,18.0,8.3,272,100,1,0,258.0251546047243,0.5216643201131977,258.0,127.8416593037942,24.181618,70.52776,78.93623249999999,11.888570000000001,258.0,nan
10,13,100, 15:00:30,76.625347,         nan,        nan,    nan,23.2,   11.859780,  78.948590,124.3,    nan,    nan,257.8,44.7,99816.7,26469,18.0,8.2,272,100,1,0,257.9352401943663,0.5185255357324955,257.8,138.9763506988226,nan,nan,78.94859,11.85978,nan,257.8
11,14,110, 15:00:40,76.625463,         nan,        nan,    nan,23.2,         nan,        nan,137.6,    nan,    nan,257.7,45.5,99659.0,26707,20.0,8.3,272,100,1,0,257.9517506239437,0.5242872056425216,257.7,150.7634984589943,24.181618,70.52776,78.94285333333333,11.853398333333335,257.7,nan
12,15,120, 15:00:50,76.625579,         nan,        nan,    nan,23.2,         nan,        nan,145.6,    nan,    nan,257.6,45.9,99564.1,26882,18.0,8.3,272,100,1,0,257.9218847309747,0.5250367520539092,257.6,157.8657081952997,24.181618,70.52776,78.93711666666667,11.847016666666667,257.6,nan
13,16,130, 15:01:00,76.625694,         nan,        nan,    nan,2.9,         nan,        nan,158.8,    nan,    nan,257.5,46.3,99408.1,27088,17.0,8.3,272,100,1,0,257.9373516674054,0.5260672398760166,257.5,169.5552968000371,24.181618,70.52776,78.93137999999999,11.840635,257.5,nan
14,17,140, 15:01:10,76.62581,         nan,        nan,    nan,23.2,         nan,        nan,177.8,    nan,    nan,257.3,47.1,99182.6,27370,22.0,8.3,272,100,1,0,257.9043843486725,0.5275485966509835,257.3,186.4852114220332,24.181618,70.52776,78.92564333333333,11.834253333333335,257.3,nan
15,18,150, 15:01:20,76.625926,         nan,        nan,    nan,5.5,         nan,        nan,194.1,    nan,    nan,257.2,47.5,98991.0,27684,19.0,8.3,272,100,1,0,257.9466898487199,0.5286493584304055,257.2,200.900282328419,24.181618,70.52776,78.91990666666666,11.827871666666667,257.2,nan
16,19,160, 15:01:30,76.626042,         nan,        nan,    nan,23.2,   11.821490,  78.914170,203.7,    nan,    nan,257.2,47.8,98877.4,27904,20.0,8.3,272,100,1,0,258.0313699467767,0.5325993964051746,257.2,209.4601860278542,nan,nan,78.91417,11.82149,nan,257.2
17,20,170, 15:01:40,76.626157,         nan,        nan,    nan,23.2,         nan,        nan,212.9,    nan,    nan,257.1,48.2,98768.9,28074,22.0,8.3,272,100,1,0,258.012010538446,0.5331951842077541,257.1,217.6449853351201,24.181618,70.52776,78.91990666666666,11.827871666666667,257.1,nan
18,21,180, 15:01:50,76.626273,         nan,        nan,    nan,23.2,         nan,        nan,221.6,    nan,    nan,257.0,48.6,98667.2,28233,19.0,8.3,272,100,1,0,257.9876197563171,0.5337148318836956,257.0,225.324987975305,24.181618,70.52776,78.92564333333333,11.834253333333335,257.0,nan
19,22,190, 15:02:00,76.626389,         nan,        nan,    nan,23.2,         nan,        nan,233.7,    nan,    nan,257.0,49.0,98524.7,28398,13.0,8.3,273,100,1,0,258.0942284520893,0.5388858318462221,257.0,236.0993809142328,24.181618,70.52776,78.93137999999999,11.840635,257.0,nan
20,23,200, 15:02:10,76.626505,         nan,        nan,    nan,3.1,         nan,        nan,246.0,    nan,    nan,257.0,49.4,98380.6,28641,21.0,8.3,273,100,1,0,258.202235968802,0.5440806599407194,257.0,247.0106079906079,24.181618,70.52776,78.93711666666667,11.847016666666667,257.0,nan
21,24,210, 15:02:20,76.62662,         nan,        nan,    nan,5.4,         nan,        nan,260.6,    nan,    nan,256.9,49.8,98209.4,28897,25.0,8.3,273,100,1,0,258.2303026759816,0.5448855876488761,256.9,259.9946343700845,24.181618,70.52776,78.94285333333333,11.853398333333335,256.9,nan
22,25,220, 15:02:30,76.626736,         nan,        nan,    nan,3.6,   11.859780,  78.948590,277.1,    nan,    nan,256.7,50.2,98016.1,29151,17.0,8.3,273,100,1,0,258.1746273811373,0.5412429291951703,256.7,274.6819859799975,nan,nan,78.94859,11.85978,nan,256.7
23,26,230, 15:02:40,76.626852,         nan,        nan,    nan,23.3,         nan,        nan,293.4,    nan,    nan,256.6,50.6,97826.2,29371,22.0,8.3,273,100,1,0,258.2171601328217,0.5420694512531089,256.6,289.139231006379,24.181618,70.52776,78.94410566666666,11.865590833333334,256.6,nan
24,27,240, 15:02:50,76.626968,         nan,        nan,    nan,23.3,         nan,        nan,310.2,    nan,    nan,256.5,51.0,97629.5,29618,21.0,8.3,273,100,1,0,258.2650807447678,0.5428991693333852,256.5,304.1437856035494,24.181618,70.52776,78.93962133333333,11.871401666666667,256.5,nan
25,28,250, 15:03:00,76.627083,         nan,        nan,    nan,3.6,         nan,        nan,331.5,    nan,    nan,256.4,51.4,97382.0,29861,21.0,8.3,273,100,1,0,258.3517829898812,0.5439785314252729,256.4,323.0664442630184,24.181618,70.52776,78.935137,11.8772125,256.4,nan
26,29,260, 15:03:10,76.627199,         nan,        nan,    nan,5.4,         nan,        nan,349.2,    nan,    nan,256.2,51.8,97176.9,30120,16.0,8.3,273,100,1,0,258.3058916232043,0.5402427637830677,256.2,338.7838788214086,24.181618,70.52776,78.93065266666666,11.883023333333334,256.2,nan
27,30,270, 15:03:20,76.627315,         nan,        nan,    nan,23.3,         nan,        nan,365.8,    nan,    nan,256.0,52.2,96983.6,30374,21.0,8.3,273,100,1,0,258.2511971581146,0.5364218920450743,256.0,353.6274383160862,24.181618,70.52776,78.92616833333334,11.888834166666667,256.0,nan
28,31,280, 15:03:30,76.627431,   11.894645,  78.921684,  160.1,2.5,   11.821490,  78.914170,377.5,    2.7,  243.3,255.9,52.5,96847.9,30544,20.0,8.3,273,100,1,0,258.2536637009802,0.5357406264023532,255.9,364.0655635641614,nan,nan,78.921684,11.894645,nan,255.9
29,32,290, 15:03:40,76.627546,         nan,        nan,    nan,23.3,         nan,        nan,389.0,    nan,    nan,255.8,52.9,96715.7,30726,20.0,8.3,274,100,1,0,258.2535641405134,0.5360337636264136,255.8,374.248540817399,24.181618,70.52776,78.92854166666666,11.827779166666668,255.8,nan
30,33,300, 15:03:50,76.627662,         nan,        nan,    nan,3.1,         nan,        nan,400.4,    nan,    nan,255.8,53.3,96583.5,30877,19.0,8.3,274,100,1,0,258.3545616995441,0.5408262004577847,255.8,384.4454466333245,24.181618,70.52776,78.93539933333334,11.760913333333333,255.8,nan
31,34,310, 15:04:00,76.627778,         nan,        nan,    nan,23.3,         nan,        nan,412.3,    nan,    nan,255.7,53.3,96446.1,31057,20.0,8.3,274,100,1,0,258.3586807238844,0.5370574281592605,255.7,395.0582431416001,24.181618,70.52776,78.942257,11.6940475,255.7,nan
32,35,320, 15:04:10,76.627894,         nan,        nan,    nan,23.3,         nan,        nan,425.4,    nan,    nan,255.5,53.7,96295.2,31246,19.0,8.3,274,100,1,0,258.2721786558839,0.532877762916978,255.5,406.7312162856161,24.181618,70.52776,78.94911466666666,11.627181666666667,255.5,nan
33,36,330, 15:04:20,76.628009,         nan,        nan,    nan,23.3,         nan,        nan,441.0,    nan,    nan,255.4,54.1,96115.5,31448,16.0,8.3,274,100,1,0,258.3089798305908,0.5333309703681013,255.4,420.6559187930622,24.181618,70.52776,78.95597233333334,11.560315833333332,255.4,nan
34,37,340, 15:04:30,76.628125,         nan,        nan,    nan,23.3,   11.493450,  78.962830,456.3,    nan,    nan,255.4,54.5,95939.2,31609,21.0,8.3,274,100,1,0,258.4445796606598,0.5382615748468389,255.4,434.3424829087158,nan,nan,78.96283,11.49345,nan,255.4
35,38,350, 15:04:40,76.628241,         nan,        nan,    nan,23.3,         nan,        nan,470.8,    nan,    nan,255.4,54.9,95773.0,31779,19.0,8.2,274,100,1,0,258.5727048778675,0.5431530481521561,255.4,447.2680116881932,24.181618,70.52776,78.96283,11.49345,255.4,nan
36,39,360, 15:04:50,76.628356,         nan,        nan,    nan,23.3,         nan,        nan,488.2,    nan,    nan,255.1,55.3,95573.0,31968,19.0,8.2,274,100,1,0,258.4233581014336,0.53452549473736,255.1,462.8519674824407,24.181618,70.52776,78.96283,11.49345,255.1,nan
37,40,370, 15:05:00,76.628472,         nan,        nan,    nan,8.7,         nan,        nan,507.9,    nan,    nan,255.1,55.7,95347.5,32190,20.0,8.2,274,100,1,0,258.5979205278174,0.539665178211086,255.1,480.4620392880369,24.181618,70.52776,78.96283,11.49345,255.1,nan
38,41,380, 15:05:10,76.628588,         nan,        nan,    nan,23.3,         nan,        nan,527.8,    nan,    nan,255.0,55.7,95120.3,32451,19.0,8.2,274,100,1,0,258.6728962985341,0.5363922479537179,255.0,498.2470409146244,24.181618,70.52776,78.96283,11.49345,255.0,nan
39,42,390, 15:05:20,76.628704,         nan,        nan,    nan,3.0,         nan,        nan,545.8,    nan,    nan,254.7,56.1,94915.1,32702,22.0,8.2,275,100,1,0,258.5281245595925,0.5278061438265259,254.7,514.3464508038822,24.181618,70.52776,78.96283,11.49345,254.7,nan
40,43,400, 15:05:30,76.628819,         nan,        nan,    nan,23.3,         nan,        nan,561.3,    nan,    nan,254.6,56.5,94738.8,32928,18.0,8.2,275,100,1,0,258.5640009292306,0.5280516043507697,254.6,528.2062711612497,24.181618,70.52776,78.96283,11.49345,254.6,nan
41,44,410, 15:05:40,76.628935,         nan,        nan,    nan,23.3,   11.493450,  78.962830,576.7,    nan,    nan,254.8,56.9,94564.2,33110,16.0,8.2,275,100,1,0,258.903601001252,0.541901328724208,254.8,541.9578894118595,nan,nan,78.96283,11.49345,nan,254.8
42,45,420, 15:05:50,76.629051,         nan,        nan,    nan,23.3,         nan,        nan,592.5,    nan,    nan,254.5,57.3,94384.5,33298,21.0,8.2,275,100,1,0,258.739415323717,0.5329854654147121,254.5,556.1377265081567,24.181618,70.52776,78.96224083333333,11.508724166666665,254.5,nan
43,46,430, 15:06:00,76.629167,         nan,        nan,    nan,3.9,         nan,        nan,612.7,    nan,    nan,254.7,57.6,94155.6,33538,21.0,8.2,275,100,1,0,259.122540779675,0.5462899586313719,254.7,574.2390035220828,24.181618,70.52776,78.96165166666667,11.523998333333333,254.7,nan
44,47,440, 15:06:10,76.629282,         nan,        nan,    nan,23.3,         nan,        nan,627.1,    nan,    nan,254.6,58.0,93992.8,33796,21.0,8.2,275,100,1,0,259.1489708206769,0.5463729681624773,254.6,587.1399306234215,24.181618,70.52776,78.9610625,11.5392725,254.6,nan
45,48,450, 15:06:20,76.629398,         nan,        nan,    nan,23.3,         nan,        nan,636.1,    nan,    nan,254.6,58.4,93891.1,33951,19.0,8.2,275,100,1,0,259.2291804109333,0.550736953753922,254.6,595.2103921331669,24.181618,70.52776,78.96047333333333,11.554546666666667,254.6,nan
46,49,460, 15:06:30,76.629514,         nan,        nan,    nan,23.3,         nan,        nan,641.8,    nan,    nan,255.2,58.8,93826.6,34035,12.0,8.2,275,100,1,0,259.8911380383797,0.5838544566653875,255.2,600.3333578438069,24.181618,70.52776,78.95988416666667,11.569820833333333,255.2,nan
47,50,470, 15:06:40,76.62963,         nan,        nan,    nan,23.3,         nan,        nan,636.3,    nan,    nan,255.2,58.8,93889.4,34037,12.0,8.2,275,100,1,0,259.8414345938686,0.5834639327097697,255.2,595.3453708738585,24.181618,70.52776,78.959295,11.585094999999999,255.2,nan
48,51,480, 15:06:50,76.629745,         nan,        nan,    nan,23.3,         nan,        nan,622.3,    nan,    nan,254.1,59.2,94047.1,33303,19.0,8.3,275,0,1,0,258.5973411853272,0.5341058119247014,254.1,582.834498252184,24.181618,70.52776,78.95870583333333,11.600369166666667,254.1,nan
49,52,490, 15:07:00,76.629861,         nan,        nan,    nan,23.3,         nan,        nan,619.3,    nan,    nan,254.7,59.6,94081.0,33086,20.0,8.3,275,0,1,0,259.1812582523761,0.5657065724030275,254.7,580.1478366076784,24.181618,70.52776,78.95811666666667,11.615643333333333,254.7,nan
50,53,500, 15:07:10,76.629977,         nan,        nan,    nan,23.3,         nan,        nan,625.5,    nan,    nan,254.6,59.6,94011.5,32942,19.0,8.3,275,0,1,0,259.1342344972293,0.5613336477847198,254.6,585.6569319340751,24.181618,70.52776,78.9575275,11.6309175,254.6,nan
51,54,510, 15:07:20,76.630093,         nan,        nan,    nan,10.1,         nan,        nan,633.6,    nan,    nan,254.4,60.0,93919.9,33507,18.0,8.2,275,100,1,0,259.0028362741118,0.5561057558061624,254.4,592.9240648031821,24.181618,70.52776,78.95693833333333,11.646191666666667,254.4,nan
52,55,520, 15:07:30,76.630208,         nan,        nan,    nan,23.3,         nan,        nan,630.4,    nan,    nan,254.5,60.4,93955.5,33612,14.0,8.2,276,100,1,0,259.0765776638237,0.5643858983463603,254.5,590.0988789256182,24.181618,70.52776,78.95634916666667,11.661465833333335,254.5,nan
53,56,530, 15:07:40,76.630324,         nan,        nan,    nan,23.3,   11.676740,  78.955760,625.0,    nan,    nan,254.7,60.8,94016.5,33040,15.0,8.3,275,0,1,0,259.2320743198428,0.5774925546457437,254.7,585.2604582014139,nan,nan,78.95576,11.67674,nan,254.7
54,57,540, 15:07:50,76.63044,         nan,        nan,    nan,23.3,         nan,        nan,627.6,    nan,    nan,254.0,61.2,93987.7,32893,17.0,8.3,275,0,1,0,258.5422607225326,0.547798134883575,254.0,587.5444360176812,24.181618,70.52776,78.95576,11.67674,254.0,nan
55,58,550, 15:08:00,76.630556,         nan,        nan,    nan,23.3,         nan,        nan,630.4,    nan,    nan,254.7,61.6,93955.5,32891,23.0,8.3,276,0,1,0,259.2801741885104,0.5854710075257591,254.7,590.0988789256184,24.181618,70.52776,78.95576,11.67674,254.7,nan
56,59,560, 15:08:10,76.630671,         nan,        nan,    nan,23.3,         nan,        nan,631.0,    nan,    nan,254.7,61.6,93948.7,32761,16.0,8.3,276,0,1,0,259.2855386286995,0.5855133838742468,254.7,590.6384384549262,24.181618,70.52776,78.95576,11.67674,254.7,nan
57,60,570, 15:08:20,76.630787,         nan,        nan,    nan,23.3,         nan,        nan,634.3,    nan,    nan,254.2,62.0,93911.4,32619,22.0,8.3,276,0,1,0,258.8059134188323,0.5649785129783019,254.2,593.5987759783949,24.181618,70.52776,78.95576,11.67674,254.2,nan
58,61,580, 15:08:30,76.630903,         nan,        nan,    nan,23.3,         nan,        nan,634.0,    nan,    nan,254.3,62.0,93914.8,32619,19.0,8.3,276,0,1,0,258.9050459060189,0.5697973939978984,254.3,593.328884180355,24.181618,70.52776,78.95576,11.67674,254.3,nan
59,62,590, 15:08:40,76.631019,         nan,        nan,    nan,23.3,   11.676740,  78.955760,630.6,    nan,    nan,254.5,62.4,93953.8,32359,19.0,8.3,276,0,1,0,259.0779176740136,0.5830847232697747,254.5,590.2337651468767,nan,nan,78.95576,11.67674,nan,254.5
60,63,600, 15:08:50,76.631134,         nan,        nan,    nan,23.3,         nan,        nan,623.4,    nan,    nan,254.2,62.4,94035.2,32075,16.0,8.3,276,0,1,0,258.7084690298797,0.5678749266780291,254.2,583.7778333142628,24.181618,70.52776,78.94882833333332,11.700865,254.2,nan
61,64,610, 15:09:00,76.63125,         nan,        nan,    nan,23.3,         nan,        nan,616.2,    nan,    nan,254.2,62.7,94116.6,31757,19.0,8.3,276,0,1,0,258.6444880080321,0.570111587023291,254.2,577.327487534152,24.181618,70.52776,78.94189666666666,11.72499,254.2,nan
62,65,620, 15:09:10,76.631366,         nan,        nan,    nan,23.3,         nan,        nan,608.2,    nan,    nan,254.4,62.7,94206.4,31534,20.0,8.3,276,0,1,0,258.7774283924186,0.579363183802825,254.4,570.2179729834759,24.181618,70.52776,78.934965,11.749115,254.4,nan
63,66,630, 15:09:20,76.631481,         nan,        nan,    nan,23.3,         nan,        nan,599.7,    nan,    nan,254.5,63.1,94303.1,31254,20.0,8.3,276,0,1,0,258.8032380572451,0.5874417558226142,254.5,562.5697557921185,24.181618,70.52776,78.92803333333333,11.773240000000001,254.5,nan
64,67,640, 15:09:30,76.631597,         nan,        nan,    nan,23.3,         nan,        nan,590.9,    nan,    nan,254.4,63.1,94403.1,31017,18.0,8.3,276,0,1,0,258.623181628594,0.5818444078471368,254.4,554.668778509401,24.181618,70.52776,78.92110166666666,11.797365000000001,254.4,nan
65,68,650, 15:09:40,76.631713,         nan,        nan,    nan,23.3,   11.821490,  78.914170,583.4,    nan,    nan,254.5,63.1,94487.9,30791,24.0,8.3,276,0,1,0,258.6584451833551,0.5862928337227897,254.5,547.9753048700934,nan,nan,78.91417,11.82149,nan,254.5
66,69,660, 15:09:50,76.631829,         nan,        nan,    nan,23.3,         nan,        nan,575.2,    nan,    nan,254.5,63.1,94581.1,30553,26.0,8.3,276,0,1,0,258.5855599972051,0.585715102103016,254.5,540.6257241845586,24.181618,70.52776,78.91536166666667,11.791075000000001,254.5,nan
67,70,670, 15:10:00,76.631944,         nan,        nan,    nan,23.3,         nan,        nan,570.7,    nan,    nan,254.6,63.1,94632.0,30368,22.0,8.3,276,0,1,0,258.64738335789,0.5904010736311445,254.6,536.6149008456056,24.181618,70.52776,78.91655333333333,11.76066,254.6,nan
68,71,680, 15:10:10,76.63206,         nan,        nan,    nan,23.3,         nan,        nan,568.0,    nan,    nan,254.6,63.1,94662.5,30239,19.0,8.3,276,0,1,0,258.6235586209856,0.5902108480112236,254.6,534.2125922832483,24.181618,70.52776,78.917745,11.730245,254.6,nan
69,72,690, 15:10:20,76.632176,         nan,        nan,    nan,23.3,         nan,        nan,567.7,    nan,    nan,254.6,63.1,94665.9,30174,15.0,8.3,276,0,1,0,258.6209033601747,0.5901896501259953,254.6,533.9448419043473,24.181618,70.52776,78.91893666666667,11.69983,254.6,nan
70,73,700, 15:10:30,76.632292,         nan,        nan,    nan,23.3,         nan,        nan,564.9,    nan,    nan,254.5,63.1,94698.1,30069,15.0,8.3,276,0,1,0,258.4941931292648,0.5849914480176008,254.5,531.4095650076566,24.181618,70.52776,78.92012833333332,11.669414999999999,254.5,nan
71,74,710, 15:10:40,76.632407,         nan,        nan,    nan,23.3,   11.639000,  78.921320,565.8,    nan,    nan,254.7,63.1,94687.9,30019,22.0,8.3,276,0,1,0,258.705297779206,0.5950887827757231,254.7,532.2125718436483,nan,nan,78.92132,11.639,nan,254.7
72,75,720, 15:10:50,76.632523,         nan,        nan,    nan,23.3,         nan,        nan,567.1,    nan,    nan,254.7,63.1,94672.7,29958,16.0,8.3,276,0,1,0,258.7171704229132,0.595184326153045,254.7,533.4093699947296,24.181618,70.52776,78.92132,11.639,254.7,nan
73,76,730, 15:11:00,76.632639,         nan,        nan,    nan,23.3,         nan,        nan,569.1,    nan,    nan,254.7,63.1,94650.6,29858,21.0,8.3,276,0,1,0,258.7344369953119,0.5953232959388464,254.7,535.1497943476746,24.181618,70.52776,78.92132,11.639,254.7,nan
74,77,740, 15:11:10,76.632755,         nan,        nan,    nan,23.3,         nan,        nan,566.7,    nan,    nan,254.8,63.1,94677.8,29716,23.0,8.3,276,0,1,0,258.8147622176566,0.6002275201933889,254.8,533.007791301959,24.181618,70.52776,78.92132,11.639,254.8,nan
75,78,750, 15:11:20,76.63287,         nan,        nan,    nan,23.3,         nan,        nan,562.5,    nan,    nan,254.8,62.7,94725.2,29543,24.0,8.3,276,0,1,0,258.7777344395749,0.5961241446017387,254.8,529.2765061593136,24.181618,70.52776,78.92132,11.639,254.8,nan
76,79,760, 15:11:30,76.632986,         nan,        nan,    nan,23.3,         nan,        nan,559.8,    nan,    nan,254.9,62.7,94755.8,29367,21.0,8.3,276,0,1,0,258.8553948273384,0.6010090046015361,254.9,526.8686934422179,24.181618,70.52776,78.92132,11.639,254.9,nan
77,80,770, 15:11:40,76.633102,         nan,        nan,    nan,23.3,   11.639000,  78.921320,557.0,    nan,    nan,254.9,62.4,94788.0,29217,21.0,8.3,276,0,1,0,258.8302550976932,0.5979301742690374,254.9,524.3358214925373,nan,nan,78.92132,11.639,nan,254.9
78,81,780, 15:11:50,76.633218,         nan,        nan,    nan,23.3,         nan,        nan,553.1,    nan,    nan,254.7,62.4,94832.1,29070,22.0,8.3,276,0,1,0,258.5927856501385,0.5875923208630974,254.7,520.8682839825268,24.181618,70.52776,78.92132,11.639,254.7,nan
79,82,790, 15:12:00,76.633333,         nan,        nan,    nan,23.3,         nan,        nan,548.0,    nan,    nan,255.0,62.0,94889.7,28856,22.0,8.3,276,0,1,0,258.8524369672523,0.5985123617215947,255.0,516.341683117478,24.181618,70.52776,78.92132,11.639,255.0,nan
80,83,800, 15:12:10,76.633449,         nan,        nan,    nan,23.3,         nan,        nan,544.6,    nan,    nan,255.0,62.0,94928.7,28687,25.0,8.3,276,0,1,0,258.8220329314227,0.598266472100151,255.0,513.27835690947,24.181618,70.52776,78.92132,11.639,255.0,nan
81,84,810, 15:12:20,76.633565,         nan,        nan,    nan,23.3,         nan,        nan,544.9,    nan,    nan,255.0,61.6,94925.3,28545,26.0,8.3,276,0,1,0,258.8246829005379,0.5944279786525692,255.0,513.5453660366768,24.181618,70.52776,78.92132,11.639,255.0,nan
82,85,820, 15:12:30,76.633681,         nan,        nan,    nan,23.3,         nan,        nan,546.4,    nan,    nan,255.0,61.6,94908.3,28406,22.0,8.3,276,0,1,0,258.8379345770748,0.594534452750589,255.0,514.8805551435264,24.181618,70.52776,78.92132,11.639,255.0,nan
83,86,830, 15:12:40,76.633796,         nan,        nan,    nan,23.3,   11.639000,  78.921320,552.8,    nan,    nan,255.0,61.2,94835.4,28345,25.0,8.3,276,0,1,0,258.8947955109148,0.5911278905759229,255.0,520.608873237005,nan,nan,78.92132,11.639,nan,255.0
84,87,840, 15:12:50,76.633912,         nan,        nan,    nan,23.3,         nan,        nan,559.2,    nan,    nan,254.9,61.2,94762.5,28987,21.0,8.2,276,100,1,0,258.8501629848308,0.586589322149359,254.9,526.341596383811,24.181618,70.52776,78.92132,11.639,254.9,nan
85,88,850, 15:13:00,76.634028,         nan,        nan,    nan,23.3,         nan,        nan,566.5,    nan,    nan,254.9,60.8,94679.5,29230,22.0,8.2,276,100,1,0,258.915008936089,0.5832662727133857,254.9,532.8739365447548,24.181618,70.52776,78.92132,11.639,254.9,nan
86,89,860, 15:13:10,76.634144,         nan,        nan,    nan,23.3,         nan,        nan,576.5,    nan,    nan,254.9,60.8,94565.9,29504,17.0,8.2,276,100,1,0,259.0038805326309,0.583966938054489,254.9,541.8238738563417,24.181618,70.52776,78.92132,11.639,254.9,nan
87,90,870, 15:13:20,76.634259,         nan,        nan,    nan,23.3,         nan,        nan,584.4,    nan,    nan,254.8,60.8,94476.0,29723,20.0,8.2,276,100,1,0,258.9726708719211,0.5795845288626501,254.8,548.9142388577155,24.181618,70.52776,78.92132,11.639,254.8,nan
88,91,880, 15:13:30,76.634375,         nan,        nan,    nan,23.3,         nan,        nan,591.8,    nan,    nan,254.7,60.4,94392.9,29898,25.0,8.2,276,100,1,0,258.9361596143713,0.5714056091293319,254.7,555.4742947949242,24.181618,70.52776,78.92132,11.639,254.7,nan
89,92,890, 15:13:40,76.634491,         nan,        nan,    nan,23.3,   11.639000,  78.921320,597.3,    nan,    nan,254.6,60.4,94330.2,30048,15.0,8.2,276,100,1,0,258.8836645923465,0.5669463732942231,254.6,560.4277636509069,nan,nan,78.92132,11.639,nan,254.6
90,93,900, 15:13:50,76.634606,         nan,        nan,    nan,23.3,         nan,        nan,602.4,    nan,    nan,254.6,60.4,94272.6,30171,20.0,8.2,276,100,1,0,258.9288704906068,0.5672927741689391,254.6,564.9812213106704,24.181618,70.52776,78.92249333333334,11.608546666666665,254.6,nan
91,94,910, 15:14:00,76.634722,         nan,        nan,    nan,23.3,         nan,        nan,607.8,    nan,    nan,254.5,60.4,94211.5,29732,25.0,8.3,276,0,1,0,258.8751429969948,0.5628522979899636,254.5,569.814406622392,24.181618,70.52776,78.92366666666666,11.578093333333333,254.5,nan
92,95,920, 15:14:10,76.634838,         nan,        nan,    nan,23.3,         nan,        nan,614.4,    nan,    nan,254.4,60.4,94136.9,30268,18.0,8.2,276,100,1,0,258.832027435682,0.5585226723481524,254.4,575.7197323375603,24.181618,70.52776,78.92483999999999,11.54764,254.4,nan
93,96,930, 15:14:20,76.634954,         nan,        nan,    nan,23.3,         nan,        nan,621.3,    nan,    nan,254.3,60.4,94058.9,30423,15.0,8.2,276,100,1,0,258.7915995622324,0.5542425323111994,254.3,581.8992082301695,24.181618,70.52776,78.92601333333333,11.517186666666666,254.3,nan
94,97,940, 15:14:30,76.635069,         nan,        nan,    nan,23.3,         nan,        nan,629.7,    nan,    nan,254.4,60.8,93964.0,30590,18.0,8.2,276,100,1,0,258.9680824505965,0.5632560228853857,254.4,589.4244844260302,24.181618,70.52776,78.92718666666667,11.486733333333333,254.4,nan
