, Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d],  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C,potential_temperature,specific_humidity,temperature,altitude
216,217,8260,  1:07:40,88.046991,   10.130486,  78.764791, 2474.6,  0.6,         nan,        nan,2486.8,    9.3,  234.6,251.9,61.6,74791.8,21104,0.0,8.1,277,0,1,5,273.7082166469199,0.0005780527902769057,251.9,2466.425059929727
217,218,8320,  1:08:40,88.047685,   10.109851,  78.761741, 2475.7,  0.6,         nan,        nan,2488.8,    9.4,  232.8,251.7,61.6,74773.2,21043,0.0,8.1,277,0,1,5,273.5103471834829,0.000568201932459056,251.7,2468.330272199249
218,219,8380,  1:09:40,88.04838,   10.089180,  78.758605, 2464.5,  0.6,         nan,        nan,2474.0,    9.5,  232.1,251.4,61.6,74912.2,20900,2.0,8.1,277,0,1,5,273.0393561445946,0.0005524732931030299,251.4,2454.103843833759
219,220,8440,  1:10:40,88.049074,   10.068467,  78.755409, 2438.5,  0.6,         nan,        nan,2447.0,    9.6,  231.6,251.2,62.0,75166.5,20722,0.0,8.1,277,0,1,5,272.5579761301754,0.0005445571581578504,251.2,2428.144834461901
220,221,8500,  1:11:40,88.049769,   10.047838,  78.752154, 2429.8,  0.6,         nan,        nan,2438.5,    9.6,  231.0,251.4,62.0,75246.2,20616,2.0,8.1,277,0,1,5,272.6923598233494,0.0005535925603523492,251.4,2420.02711098433
221,222,8560,  1:12:40,88.050463,   10.027309,  78.748800, 2439.9,  0.6,         nan,        nan,2448.2,    9.7,  230.1,251.3,62.4,75154.6,20711,0.0,8.1,277,0,1,5,272.6788194075245,0.0005529811879961099,251.3,2429.357629511886
222,223,8620,  1:13:40,88.051157,   10.006822,  78.745334, 2469.0,  0.6,         nan,        nan,2481.2,    9.8,  229.1,251.0,62.7,74844.4,20926,0.0,8.1,277,0,1,5,272.6754946382101,0.0005434549832272302,251.0,2461.039765036573
223,224,8680,  1:14:40,88.051852,    9.986411,  78.741793, 2498.9,  0.6,         nan,        nan,2512.1,    9.9,  228.4,251.3,62.7,74554.4,21082,0.0,8.1,277,0,1,5,273.3045361931393,0.0005601129277488885,251.3,2490.777770215693
224,225,8740,  1:15:40,88.052546,    9.965988,  78.738305, 2504.5,  0.6,         nan,        nan,2517.2,    9.8,  228.8,251.0,63.1,74507.0,21046,1.0,8.1,277,0,1,5,273.0278990179478,0.0005493987006120653,251.0,2495.649391945954
225,226,8800,  1:16:40,88.053241,    9.946675,  78.734924, 2473.8,  0.6,         nan,        nan,2483.7,    9.4,  228.1,251.4,63.5,74820.6,20778,0.0,8.1,277,0,1,5,273.1348681495954,0.0005702110995067607,251.4,2463.475988430742
226,227,8860,  1:17:40,88.053935,    9.928258,  78.731661, 2440.8,  0.6,         nan,        nan,2448.4,    9.0,  227.8,251.2,63.9,75152.9,20552,0.0,8.1,277,0,1,5,272.5720746066281,0.0005613467655063435,251.2,2429.530901623693
227,228,8920,  1:18:40,88.05463,    9.909947,  78.728706, 2418.0,  0.6,         nan,        nan,2424.2,    8.6,  230.5,251.3,64.3,75381.8,20365,0.0,8.1,277,0,1,5,272.4436345483297,0.0005681013281221454,251.3,2406.23551597109
228,229,8980,  1:19:40,88.055324,    9.891357,  78.726031, 2405.1,  0.6,         nan,        nan,2408.9,    8.4,  233.7,251.2,64.7,75525.9,20191,0.0,8.1,277,0,1,5,272.1865875307579,0.0005655675477049728,251.2,2391.606567460403
229,230,9040,  1:20:40,88.056019,    9.872758,  78.723439, 2382.8,  0.6,         nan,        nan,2385.2,    8.3,  234.5,251.4,64.7,75751.4,20133,1.0,8.1,276,0,1,5,272.1712481866977,0.0005738478318992392,251.4,2368.769859304276
230,231,9100,  1:21:40,88.056713,    9.854018,  78.720777, 2372.7,  0.6,         nan,        nan,2376.0,    8.4,  234.0,252.0,64.7,75837.9,19127,1.0,8.1,276,0,1,5,272.7318333634879,0.0006040043346654731,252.0,2360.027915595535
231,232,9160,  1:22:40,88.057407,    9.835389,  78.718080, 2392.2,  0.6,         nan,        nan,2398.0,    8.4,  233.5,252.3,64.7,75629.4,18951,0.0,8.1,276,0,1,5,273.2714896698273,0.0006216690031652827,252.3,2381.116520397127
232,233,9220,  1:23:40,88.058102,    9.816373,  78.715497, 2434.8,  0.6,         nan,        nan,2443.9,    8.4,  235.2,252.7,64.7,75195.3,20167,2.0,8.1,276,33,1,5,274.1554888298739,0.000647306263893673,252.7,2425.210461072644
233,234,9280,  1:24:40,88.058796,    9.795895,  78.713005, 2479.1,  0.6,         nan,        nan,2492.9,    8.8,  238.1,252.4,64.3,74734.2,20986,0.0,8.1,276,83,1,5,274.3119101975197,0.0006306739573321698,252.4,2472.326611246687
234,235,9340,  1:25:40,88.059491,    9.775482,  78.710258, 2511.6,  0.6,         nan,        nan,2527.9,    9.0,  235.5,252.0,63.5,74406.9,20547,2.0,8.1,276,0,1,5,274.2210240898077,0.0006042025969553406,252.0,2505.947544087204
235,236,9400,  1:26:40,88.060185,    9.754896,  78.707274, 2521.9,  0.6,         nan,        nan,2536.2,    9.3,  233.5,252.1,63.1,74329.0,20667,0.0,8.1,276,0,1,5,274.4119977032142,0.0006062769275332191,252.1,2513.971380950127
236,237,9460,  1:27:40,88.06088,    9.733682,  78.704096, 2522.5,  0.6,         nan,        nan,2537.3,    9.7,  232.6,251.8,62.7,74318.8,20662,0.0,8.1,276,0,1,5,274.096198958986,0.0005869821908983115,251.8,2515.022621452231
237,238,9520,  1:28:40,88.061574,    9.712244,  78.700919, 2511.8,  0.6,         nan,        nan,2522.6,    9.8,  232.9,251.9,62.7,74456.1,20521,0.0,8.1,276,0,1,5,274.0604164657738,0.0005910279668993923,251.9,2500.884184742991
238,239,9580,  1:29:40,88.062269,    9.691233,  78.697764, 2484.4,  0.6,         nan,        nan,2493.8,    9.6,  232.5,251.7,62.7,74725.7,20285,0.0,8.1,276,0,1,5,273.5600346682322,0.000578716027408147,251.7,2473.197885012158
239,240,9640,  1:30:40,88.062963,    9.670513,  78.694741, 2455.5,  0.6,         nan,        nan,2459.9,    9.4,  233.3,251.6,62.7,75044.4,20009,0.0,8.1,276,0,1,5,273.1188802942664,0.0005712493090775472,251.6,2440.597855159235
240,241,9700,  1:31:40,88.063657,    9.650053,  78.691906, 2430.4,  0.6,         nan,        nan,2432.4,    9.1,  234.8,251.6,63.1,75303.8,19787,0.0,8.1,276,0,1,5,272.8496103394507,0.0005729132990210666,251.6,2414.165700412241
241,242,9760,  1:32:40,88.064352,    9.629982,  78.689244, 2413.2,  0.6,         nan,        nan,2418.8,    8.8,  235.9,251.4,63.1,75432.7,19697,2.0,8.1,276,0,1,5,272.4994634260983,0.0005620213767313563,251.4,2401.064985536918
242,243,9820,  1:33:40,88.065046,    9.610218,  78.686692, 2422.7,  0.6,         nan,        nan,2427.0,    8.6,  236.6,251.6,63.1,75354.7,19347,1.0,8.1,276,0,2,6,272.7969136011453,0.0005725263120525009,251.6,2408.989816129407
243,244,9880,  1:34:40,88.065741,    9.590629,  78.684247, 2465.7,  0.6,         nan,        nan,2475.2,    8.5,  237.5,251.7,63.1,74900.3,19550,0.0,8.1,276,0,2,6,273.3775932913715,0.0005810503451009416,251.7,2455.320756214173
244,245,9940,  1:35:40,88.066435,    9.570428,  78.681764, 2520.7,  0.6,         nan,        nan,2531.7,    8.7,  237.9,251.6,63.1,74371.3,20758,1.0,8.1,276,16,2,6,273.8232093164272,0.0005800967374084168,251.6,2509.613363820671
245,246,10000,  1:36:40,88.06713,    9.549898,  78.679191, 2534.4,  0.6,         nan,        nan,2548.4,    8.9,  237.4,251.6,63.1,74215.4,19964,2.0,8.1,276,0,2,6,273.9875121433522,0.0005813153130862677,251.6,2525.68746640499
246,247,10060,  1:37:40,88.067824,    9.528967,  78.676627, 2533.2,  0.6,         nan,        nan,2543.8,    9.0,  238.0,251.5,62.7,74257.7,19063,0.0,8.1,276,0,2,6,273.8340080598564,0.0005722786460253922,251.5,2521.322780447678
247,248,10120,  1:38:40,88.068519,    9.508406,  78.673915, 2526.3,  0.6,         nan,        nan,2537.5,    9.0,  236.1,251.9,63.1,74317.1,18409,2.0,8.1,276,0,2,6,274.206846684417,0.0005959109696820524,251.9,2515.197842229614
248,249,10180,  1:39:40,88.069213,    9.488291,  78.671046, 2527.1,  0.6,         nan,        nan,2537.8,    9.1,  234.0,252.1,62.7,74313.7,17848,0.0,8.1,276,0,2,6,274.4281465643693,0.0006025576820900891,252.1,2515.548295809203
249,250,10240,  1:40:40,88.069907,    9.466046,  78.668221, 2546.4,  0.6,         nan,        nan,2559.8,    9.7,  237.1,252.3,62.7,74108.5,17527,0.0,8.1,276,0,2,6,274.8630311976978,0.0006148159218138889,252.3,2536.728940115617
250,251,10300,  1:41:40,88.070602,    9.443733,  78.665338, 2598.9,  0.6,         nan,        nan,2615.4,    9.7,  236.7,252.3,62.0,73591.4,18612,0.0,8.1,276,16,2,6,275.4137442041045,0.0006122238054114915,252.3,2590.364955843917
251,252,10360,  1:42:40,88.071296,    9.421694,  78.662344, 2672.0,  0.6,         nan,        nan,2692.7,    9.8,  235.4,251.9,61.2,72877.6,19826,0.0,8.0,276,100,2,6,275.7443091212972,0.0005893837195672203,251.9,2665.026103923965
252,253,10420,  1:43:40,88.071991,    9.399211,  78.659367, 2750.7,  0.6,         nan,        nan,2775.5,    9.9,  236.0,251.5,60.4,72119.8,20942,1.0,8.0,276,100,2,6,276.1302841215582,0.0005676281417466697,251.5,2745.094059373576
253,254,10480,  1:44:40,88.072685,    9.376068,  78.656311, 2814.0,  0.5,         nan,        nan,2841.9,   10.2,  236.1,251.0,59.6,71516.2,21820,0.0,8.0,276,100,2,6,276.2442024295525,0.0005406263075751574,251.0,2809.473749765787
254,255,10540,  1:45:40,88.07338,    9.352576,  78.653275, 2839.8,  0.5,         nan,        nan,2869.1,   10.3,  236.7,251.0,58.8,71270.4,22390,0.0,8.0,276,100,2,6,276.5162093388004,0.0005352090834077592,251.0,2835.84648979365
255,256,10600,  1:46:40,88.074074,    9.329247,  78.650293, 2824.2,  0.6,         nan,        nan,2853.3,   10.2,  237.0,250.9,58.8,71412.8,22992,2.0,8.0,276,100,2,6,276.2483771322911,0.0005294696386161837,250.9,2820.556834609628
256,257,10660,  1:47:40,88.074769,    9.306543,  78.647383, 2805.4,  0.6,         nan,        nan,2834.6,    9.9,  236.9,251.0,58.4,71582.3,23517,0.0,8.0,276,100,2,6,276.1712599677555,0.0005292520444055767,251.0,2802.397114578739
257,258,10720,  1:48:40,88.075463,    9.284688,  78.644660, 2785.9,  0.6,         nan,        nan,2812.7,    9.4,  237.7,251.1,58.4,71780.7,23944,0.0,8.0,276,100,2,6,276.0627826823726,0.0005324423682944581,251.1,2781.19567926399
258,259,10780,  1:49:40,88.076157,    9.263050,  78.641945, 2760.2,  0.6,         nan,        nan,2783.5,    9.4,  237.5,251.2,58.4,72046.9,24349,3.0,8.0,277,66,2,6,275.8806482876114,0.0005351476940523483,251.2,2752.840871191118
259,260,10840,  1:50:40,88.076852,    9.241487,  78.639330, 2723.0,  0.6,         nan,        nan,2743.4,    9.3,  238.4,251.4,58.4,72413.1,24631,0.0,8.0,277,16,2,6,275.7004439299556,0.0005418496975002517,251.4,2714.005088861064
260,261,10900,  1:51:40,88.077546,    9.219572,  78.636692, 2675.1,  0.6,         nan,        nan,2690.9,    9.4,  238.6,251.8,58.4,72894.6,24871,2.0,8.0,277,0,2,6,275.6164664468639,0.0005574084687063502,251.8,2663.239473958719
261,262,10960,  1:52:40,88.078241,    9.197633,  78.634284, 2617.3,  0.6,         nan,        nan,2631.2,    9.2,  240.9,252.1,58.8,73445.6,23488,0.0,8.0,277,0,2,6,275.351475279075,0.0005717570321506517,252.1,2605.556133113664
262,263,11020,  1:53:40,88.078935,    9.175375,  78.632017, 2566.0,  0.6,         nan,        nan,2576.2,    9.2,  242.7,252.5,58.8,73956.0,22962,0.0,8.0,277,0,2,6,275.2429433922171,0.0005878703718215298,252.5,2552.507939215831
263,264,11080,  1:54:40,88.07963,    9.153170,  78.629797, 2525.3,  0.6,         nan,        nan,2537.3,    9.1,  243.1,252.7,58.4,74318.8,23195,0.0,8.0,277,16,2,6,275.075891489022,0.0005911672733599381,252.7,2515.022621452232
264,265,11140,  1:55:40,88.080324,    9.131179,  78.627477, 2509.6,  0.6,         nan,        nan,2518.1,    9.1,  241.9,252.9,58.4,74498.5,23763,0.0,8.0,277,100,2,6,275.1036159619959,0.000600021258868606,252.9,2496.523322705965
265,266,11200,  1:56:40,88.081019,    9.110036,  78.625111, 2507.0,  0.6,         nan,        nan,2514.8,    8.9,  240.4,252.9,58.4,74529.0,24369,0.0,8.0,277,100,2,6,275.0714288137498,0.0005997757081649136,252.9,2493.387916396705
266,267,11260,  1:57:40,88.081713,    9.089606,  78.622740, 2504.0,  0.6,         nan,        nan,2510.8,    8.7,  239.5,252.8,58.4,74566.3,24889,1.0,8.0,278,100,2,6,274.9233372094808,0.000594320495138089,252.8,2489.55521234147
267,268,11320,  1:58:40,88.082407,    9.069120,  78.620368, 2487.7,  0.6,         nan,        nan,2494.6,    8.7,  239.6,252.8,58.0,74718.9,25354,0.0,8.0,278,100,2,6,274.7627167659483,0.0005890443270702077,252.8,2473.894975384428
268,269,11380,  1:59:40,88.083102,    9.049537,  78.618136, 2451.8,  0.6,         nan,        nan,2456.2,    8.3,  240.0,252.9,58.0,75080.0,25596,0.0,8.0,278,33,2,6,274.4928502191383,0.0005912961466038338,252.9,2436.96490767512
269,270,11440,  2:00:40,88.083796,    9.031298,  78.615841, 2397.3,  0.6,         nan,        nan,2399.5,    7.9,  237.5,253.1,58.4,75615.8,25083,0.0,8.0,278,0,2,6,274.1520800674213,0.0006014413371363328,253.1,2382.49410318397
270,271,11500,  2:01:40,88.084491,    9.012598,  78.613487, 2336.8,  0.6,         nan,        nan,2334.9,    8.1,  237.5,253.4,58.4,76229.6,23725,0.0,8.0,278,0,2,6,273.8434405945675,0.0006122017418311526,253.4,2320.565967189725
271,272,11560,  2:02:40,88.085185,    8.993910,  78.610937, 2279.4,  0.6,         nan,        nan,2276.2,    8.3,  235.4,253.7,58.8,76790.7,22695,0.0,8.0,278,0,2,6,273.5934842678127,0.0006278507313474789,253.7,2264.389611148922
272,273,11620,  2:03:40,88.08588,    8.974672,  78.608289, 2240.4,  0.6,         nan,        nan,2233.4,    8.6,  235.1,254.0,58.8,77202.7,22344,0.0,8.0,278,0,2,6,273.4983485331629,0.0006407446461444879,254.0,2223.401628565784
273,274,11680,  2:04:40,88.086574,    8.954884,  78.605583, 2225.3,  0.6,         nan,        nan,2216.2,    8.8,  235.3,254.2,58.8,77368.9,23132,0.0,8.0,279,66,2,6,273.5454950832506,0.0006503834185591904,254.2,2206.929038797068
274,275,11740,  2:05:40,88.087269,    8.934395,  78.602760, 2227.7,  0.6,         nan,        nan,2222.8,    9.2,  235.1,254.0,58.8,77304.5,23886,0.0,7.9,279,100,2,6,273.3953454527066,0.0006399008685509776,254.0,2213.307716497035
275,276,11800,  2:06:40,88.087963,    8.914041,  78.599928, 2239.1,  0.6,         nan,        nan,2232.3,    9.1,  234.9,253.9,58.8,77212.9,24577,0.0,7.9,279,100,2,6,273.3803476691372,0.0006352043229211611,253.9,2222.389654465429
276,277,11860,  2:07:40,88.088657,    8.893451,  78.597069, 2232.6,  0.6,         nan,        nan,2224.4,    9.2,  234.9,253.8,58.8,77289.2,25126,0.0,7.9,279,100,2,6,273.1955310225023,0.000629168566936157,253.8,2214.823928879951
277,278,11920,  2:08:40,88.089352,    8.873001,  78.594314, 2194.0,  0.6,         nan,        nan,2184.3,    9.1,  235.7,253.9,59.2,77677.5,25390,0.0,7.9,279,33,2,6,272.9119344432785,0.0006357003495887377,253.9,2176.436386127518
278,279,11980,  2:09:40,88.090046,    8.853222,  78.591168, 2127.5,  0.6,         nan,        nan,2111.4,    9.3,  231.2,254.3,59.2,78386.2,23644,0.0,8.0,279,0,2,6,272.6331506939713,0.0006518458464734212,254.3,2106.866079492484
279,280,12040,  2:10:40,88.090741,    8.833331,  78.587872, 2054.9,  0.6,         nan,        nan,2031.9,    9.5,  230.1,254.6,59.6,79164.4,22072,0.0,8.0,279,0,2,6,272.1850624749811,0.0006666104742625876,254.6,2031.194099872944
280,281,12100,  2:11:40,88.091435,    8.813488,  78.584593, 2000.2,  0.6,         nan,        nan,1976.4,    9.5,  230.1,254.4,59.2,79712.0,21116,0.0,8.0,279,0,2,6,271.4358476747484,0.0006464899264235749,254.4,1978.390179526382
281,282,12160,  2:12:40,88.09213,    8.793648,  78.581299, 1986.0,  0.6,         nan,        nan,1963.2,    9.5,  230.0,254.6,59.6,79842.6,22077,0.0,7.9,279,83,2,6,271.5221484049266,0.0006609481433309184,254.6,1965.85027173785
282,283,12220,  2:13:40,88.092824,    8.773007,  78.577927, 1997.9,  0.6,         nan,        nan,1976.9,    9.8,  230.5,254.6,59.6,79706.9,23029,0.0,7.9,280,100,2,6,271.6542090877975,0.0006620733992755106,254.6,1978.880286369789
283,284,12280,  2:14:40,88.093519,    8.751833,  78.574303, 2030.0,  0.6,         nan,        nan,2012.5,   10.3,  229.2,254.9,59.6,79356.0,23994,2.0,7.9,280,100,2,6,272.3175422025871,0.0006821591858074013,254.9,2012.67708585921
284,285,12340,  2:15:40,88.094213,    8.731515,  78.570345, 2054.7,  0.6,         nan,        nan,2033.8,   10.5,  225.5,254.6,59.6,79145.7,24673,0.0,7.9,280,100,2,6,272.203444363033,0.0006667679763867549,254.6,2033.003744859054
285,286,12400,  2:16:40,88.094907,    8.712950,  78.566398, 2039.7,  0.6,         nan,        nan,2018.5,   10.0,  223.0,254.4,59.6,79296.6,25106,0.0,7.9,280,100,2,6,271.8415585165882,0.0006542676608443185,254.4,2018.41296075062
286,287,12460,  2:17:40,88.095602,    8.695332,  78.562631, 1991.1,  0.6,         nan,        nan,1963.0,    9.5,  222.8,254.8,60.0,79844.3,25321,0.0,7.9,280,0,2,6,271.7337876547941,0.0006767714585831886,254.8,1965.687176969621
287,288,12520,  2:18:40,88.096296,    8.678009,  78.559128, 1921.6,  0.6,         nan,        nan,1887.1,    9.1,  224.5,255.2,60.4,80598.7,23301,0.0,7.9,280,0,2,6,271.4297310990664,0.0006981715605503858,255.2,1893.652020320084
288,289,12580,  2:19:40,88.096991,    8.661064,  78.555847, 1865.6,  0.6,         nan,        nan,1829.2,    8.7,  225.7,255.1,60.4,81178.6,22225,0.0,7.9,280,0,2,6,270.7679050319942,0.0006873435993367488,255.1,1838.736160916747
289,290,12640,  2:20:40,88.097685,    8.644293,  78.552686, 1826.3,  0.6,         nan,        nan,1791.9,    8.5,  226.5,255.6,60.4,81553.3,22487,0.0,7.9,280,16,2,6,270.9417101391716,0.0007136990023841308,255.6,1803.460743295146
290,291,12700,  2:21:40,88.09838,    8.627772,  78.549656, 1798.1,  0.6,         nan,        nan,1770.6,    8.3,  227.3,255.3,60.4,81768.6,23126,0.0,7.9,281,83,2,6,270.4198208084003,0.0006940249976266631,255.3,1783.264980724619
291,292,12760,  2:22:40,88.099074,    8.611691,  78.546928, 1794.3,  0.6,         nan,        nan,1765.5,    7.8,  229.5,255.5,60.4,81819.5,23766,0.0,7.9,281,100,2,6,270.5835279766686,0.0007054042447141328,255.5,1778.498185598808
292,293,12820,  2:23:40,88.099769,    8.596050,  78.544531, 1792.6,  0.6,         nan,        nan,1760.7,    7.3,  232.4,255.9,60.8,81868.6,24411,2.0,7.9,281,100,2,6,270.960670676371,0.0007339588328462111,255.9,1773.902769979642
293,294,12880,  2:24:40,88.100463,    8.581171,  78.542348, 1779.4,  0.6,         nan,        nan,1748.4,    6.8,  233.6,256.0,60.8,81992.4,25012,0.0,7.9,281,100,2,6,270.9494968764913,0.0007390337498825548,256.0,1762.328182411573
294,295,12940,  2:25:40,88.101157,    8.566361,  78.540399, 1749.9,  0.6,         nan,        nan,1718.7,    6.5,  236.5,256.1,61.2,82294.2,25385,0.0,7.9,281,66,2,7,270.770808083315,0.0007474154467420861,256.1,1734.184690556448
295,296,13000,  2:26:40,88.101852,    8.552731,  78.538654, 1710.3,  0.6,         nan,        nan,1670.5,    6.0,  237.2,256.4,61.2,82784.2,25662,1.0,7.9,281,0,2,7,270.6283438784153,0.0007619058301412708,256.4,1688.710235522482
296,297,13060,  2:27:40,88.102546,    8.540000,  78.537137, 1661.7,  0.6,         nan,        nan,1618.1,    5.5,  239.0,256.7,61.2,83319.9,24993,0.0,7.9,282,0,2,7,270.4458753691609,0.0007762267746781376,256.7,1639.301561576206
297,298,13120,  2:28:40,88.103241,    8.528160,  78.535672, 1615.9,  0.6,         nan,        nan,1574.9,    5.1,  238.1,257.0,61.2,83764.1,24644,2.0,7.9,282,0,2,7,270.350713948622,0.0007916610939419902,257.0,1598.572433563467
298,299,13180,  2:29:40,88.103935,    8.517946,  78.534036, 1586.9,  0.6,         nan,        nan,1544.3,    4.8,  231.1,257.1,61.2,84079.5,25130,0.0,7.9,282,33,2,7,270.1655073144595,0.0007952811682613542,257.1,1569.784014708641
299,300,13240,  2:30:40,88.10463,    8.508411,  78.532404, 1565.2,  0.6,         nan,        nan,1516.4,    4.6,  229.3,257.3,60.8,84367.7,25620,0.0,7.9,282,66,2,7,270.1113303871699,0.0008005794229226365,257.3,1543.572567367518
300,301,13300,  2:31:40,88.105324,    8.499788,  78.530792, 1526.9,  0.6,         nan,        nan,1483.2,    4.4,  226.8,257.5,60.4,84711.9,26019,0.0,7.9,282,33,2,7,270.0068572186692,0.0008053312572774061,257.5,1512.385060920218
301,302,13360,  2:32:40,88.106019,    8.491756,  78.529090, 1498.6,  0.6,         nan,        nan,1449.7,    4.3,  223.2,257.7,60.4,85061.2,26437,0.0,7.9,282,66,2,7,269.8989094194968,0.0008154171124982734,257.7,1480.86473363935
302,303,13420,  2:33:40,88.106713,    8.483746,  78.527234, 1470.0,  0.6,         nan,        nan,1414.9,    4.5,  220.6,257.9,60.0,85424.0,26822,3.0,7.9,283,0,2,7,269.7799541302116,0.000820021952494044,257.9,1448.262928365241
303,304,13480,  2:34:40,88.107407,    8.476038,  78.525025, 1436.2,  0.6,         nan,        nan,1380.1,    5.0,  214.8,258.0,59.6,85788.5,27193,1.0,7.9,283,16,2,7,269.5562728062084,0.0008178176386296636,258.0,1415.647497617935
304,305,13540,  2:35:40,88.108102,    8.468014,  78.522583, 1405.5,  0.6,         nan,        nan,1347.5,    5.4,  213.2,258.1,59.2,86131.0,27484,0.0,7.9,283,33,2,7,269.3537899716766,0.0008157996637756417,258.1,1385.126662723624
305,306,13600,  2:36:40,88.108796,    8.460112,  78.519971, 1371.8,  0.6,         nan,        nan,1309.1,    5.7,  211.1,258.3,59.2,86536.2,27819,0.0,7.9,283,0,2,7,269.2010949743012,0.000825467208302412,258.3,1349.174850563513
306,307,13660,  2:37:40,88.109491,    8.451666,  78.517438, 1337.4,  0.6,         nan,        nan,1272.8,    5.6,  213.6,258.4,59.2,86921.1,28121,2.0,7.9,283,0,2,7,268.9638837104649,0.0008286002461326387,258.4,1315.179741369753
307,308,13720,  2:38:40,88.110185,    8.441390,  78.514777, 1302.3,  0.6,         nan,        nan,1236.7,    6.2,  217.6,258.3,58.8,87304.2,28344,1.0,7.9,284,0,2,7,268.5220164615253,0.0008126772985482495,258.3,1281.492765189191
308,309,13780,  2:39:40,88.11088,    8.432116,  78.512262, 1261.9,  0.6,         nan,        nan,1195.9,    5.8,  216.3,258.6,58.0,87740.0,28649,0.0,7.9,284,0,2,7,268.4515101501536,0.0008175509306502922,258.6,1243.35099926524
309,310,13840,  2:40:40,88.111574,    8.424584,  78.509764, 1232.7,  0.6,         nan,        nan,1161.2,    5.4,  211.0,258.8,57.3,88111.3,29002,0.0,7.9,284,16,2,7,268.3350153339404,0.0008175812053778091,258.8,1211.003522474562
310,311,13900,  2:41:40,88.112269,    8.418342,  78.507283, 1189.1,  0.6,         nan,        nan,1117.5,    5.1,  206.6,259.1,56.5,88580.9,29314,2.0,7.9,284,0,2,7,268.2381806947981,0.0008218226566012887,259.1,1170.286863818014
311,312,13960,  2:42:40,88.112963,    8.413567,  78.504680, 1143.5,  0.6,         nan,        nan,1065.7,    5.1,  200.1,259.5,54.9,89140.4,28904,0.0,7.9,284,0,2,7,268.1691849832808,0.0008198606492011231,259.5,1122.056288455896
312,313,14020,  2:43:40,88.113657,    8.409182,  78.502131, 1093.9,  0.6,         nan,        nan,1013.9,    5.0,  198.9,259.7,53.3,89703.3,28100,0.0,7.9,285,0,2,7,267.8933745758899,0.0008039496416867918,259.7,1073.837151256405
313,314,14080,  2:44:40,88.114352,    8.402666,  78.499939, 1046.2,  0.6,         nan,        nan,963.8,    4.7,  210.7,260.0,51.8,90249.2,27657,2.0,7.9,285,0,2,7,267.738087099058,0.0007957471927776116,260.0,1027.362414277976
314,315,14140,  2:45:40,88.115046,    8.394626,  78.498054,  993.0,  0.6,         nan,        nan,908.1,    4.6,  220.4,260.3,51.0,90859.6,27120,0.0,7.9,285,0,2,7,267.5310183688167,0.0007973320330435217,260.3,975.728266318009
315,316,14200,  2:46:40,88.115741,    8.387344,  78.496162,  931.7,  0.5,         nan,        nan,840.8,    4.4,  217.5,260.9,49.8,91602.2,25736,0.0,7.9,285,0,2,7,267.5244789115311,0.0008105567906178192,260.9,913.3769270274958
316,317,14260,  2:47:40,88.116435,    8.381857,  78.494041,  872.3,  0.5,         nan,        nan,778.4,    4.4,  207.3,261.0,49.0,92295.7,24856,2.0,7.9,285,0,2,7,267.050634150597,0.0007979347531625957,261.0,855.6029648433489
317,318,14320,  2:48:40,88.11713,    8.376285,  78.491559,  814.1,  0.5,         nan,        nan,714.9,    5.0,  204.1,260.7,47.8,93004.4,23659,2.0,7.9,285,0,2,7,266.1610579235049,0.0007540320810277199,260.7,797.0094844810347
318,319,14380,  2:49:40,88.117824,    8.369991,  78.488777,  772.6,  0.5,         nan,        nan,667.8,    5.7,  204.3,261.6,46.7,93533.3,23263,1.0,7.9,285,0,2,7,266.6473217354173,0.0007874023371500597,261.6,753.5716154308285
319,320,14440,  2:50:40,88.118519,    8.363728,  78.485873,  752.7,  0.5,         nan,        nan,646.6,    5.9,  203.3,261.5,45.9,93772.4,24489,0.0,7.9,285,83,2,7,266.3509370637501,0.0007657888205711256,261.5,734.0152016902273
320,321,14500,  2:51:40,88.119213,    8.357140,  78.482860,  734.7,  0.5,         nan,        nan,631.9,    6.1,  203.6,261.7,45.1,93938.5,25189,2.0,7.9,285,100,2,7,266.4198331964286,0.0007632217010648508,261.7,720.4589178843735
321,322,14560,  2:52:40,88.119907,    8.350252,  78.479902,  718.0,  0.5,         nan,        nan,611.1,    6.1,  204.9,262.5,44.3,94174.2,25850,0.0,7.9,286,100,2,7,267.0428990841586,0.0007969956199291264,262.5,701.263300207896
322,323,14620,  2:53:40,88.120602,    8.343889,  78.476964,  707.8,  0.5,         nan,        nan,600.9,    5.9,  203.4,262.5,43.5,94289.5,26497,0.0,7.9,286,100,2,7,266.9495124090635,0.0007816459324151099,262.5,691.8906578195614
323,324,14680,  2:54:40,88.121296,    8.338344,  78.474844,  682.3,  0.5,         nan,        nan,571.9,    4.4,  207.6,262.3,49.4,94618.4,26416,0.0,7.9,286,66,2,7,266.4807385347643,0.0008706362493685923,262.3,665.217490415767
324,325,14740,  2:55:40,88.121991,    8.332375,  78.472742,  688.7,  0.6,         nan,        nan,577.9,    4.5,  209.6,262.2,55.7,94550.6,27121,0.0,7.8,286,100,2,7,266.4337333440045,0.0009745911793803839,262.2,670.7083475367017
