, Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d],  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C,potential_temperature,specific_humidity,temperature,altitude
0,1,0, 22:50:00,87.951389,         nan,        nan,    nan, 23.2,         nan,        nan,-138.0,    nan,    nan,264.0,42.4,102968.5,25280,0.0,8.3,272,100,1,0,261.8015988870251,0.0007852553882218622,264.0,17.4
1,2,10, 22:50:10,87.951505,         nan,        nan,    nan, 23.2,         nan,        nan,-126.5,    nan,    nan,263.7,42.4,102827.8,24940,1.0,8.3,272,100,1,0,261.6063317306786,0.0007680409513177905,263.7,27.87410688214876
2,3,20, 22:50:20,87.95162,         nan,        nan,    nan, 23.2,         nan,        nan,-115.3,    nan,    nan,263.6,42.0,102692.2,24801,1.0,8.3,272,100,1,0,261.605787545047,0.00075583722189423,263.6,37.98212612073753
3,4,30, 22:50:30,87.951736,         nan,        nan,    nan, 23.2,         nan,        nan,-106.8,    nan,    nan,263.5,42.0,102588.7,24759,0.0,8.3,272,100,1,0,261.5819343239894,0.0007506727770734251,263.5,45.70630356449539
4,5,40, 22:50:40,87.951852,         nan,        nan,    nan, 23.2,         nan,        nan,-102.3,    nan,    nan,263.6,42.0,102534.5,24680,0.0,8.3,272,100,1,0,261.7207401570182,0.0007569997138349204,263.6,49.75434465398251
5,6,50, 22:50:50,87.951968,         nan,        nan,    nan,  2.0,         nan,        nan,-100.9,    nan,    nan,263.6,42.4,102517.5,24045,0.0,8.3,272,0,1,0,261.7331455785109,0.0007643359601805412,263.6,51.02446628184183
6,7,60, 22:51:00,87.952083,         nan,        nan,    nan,  2.8,         nan,        nan,-99.9,    nan,    nan,263.3,42.4,102505.7,23660,1.0,8.3,272,0,1,0,261.4438727988431,0.0007465843676384461,263.3,51.90620395858153
7,8,70, 22:51:10,87.952199,         nan,        nan,    nan,  2.0,         nan,        nan,-98.9,    nan,    nan,263.2,42.7,102493.8,23283,0.0,8.3,272,0,1,0,261.353251219694,0.0007460484160652549,263.2,52.79551679013489
8,9,80, 22:51:20,87.952315,         nan,        nan,    nan,  2.1,         nan,        nan,-100.8,    nan,    nan,263.1,42.7,102515.8,22921,0.0,8.3,272,0,1,0,261.2379249871869,0.0007400252704254447,263.1,51.15149002844516
9,10,90, 22:51:30,87.952431,         nan,        nan,    nan,  1.9,         nan,        nan,-103.3,    nan,    nan,263.2,43.1,102546.4,22582,3.0,8.3,272,0,1,0,261.3149227944603,0.0007526508982333667,263.2,48.86538480539591
10,11,100, 22:51:40,87.952546,   11.906943,  78.925241,   56.0,  1.4,         nan,        nan,-107.6,    nan,    nan,263.0,43.1,102598.9,22289,0.0,8.4,272,0,1,0,261.0781539166324,0.0007404808922856911,263.0,44.94473421141284
11,12,110, 22:51:50,87.952662,   11.905078,  78.925320,   56.8,  1.3,         nan,        nan,-115.2,    4.1,  282.5,263.3,43.5,102690.5,22014,0.0,8.4,272,0,1,0,261.309293699679,0.000764574905746246,263.3,38.10893377271768
12,13,120, 22:52:00,87.952778,   11.903545,  78.925585,   54.7,  1.6,         nan,        nan,-120.7,    4.4,  312.0,263.0,43.9,102758.3,21801,0.0,8.3,272,0,1,0,260.9623213116914,0.0007530553531629373,263.0,33.05317319421273
13,14,130, 22:52:10,87.952894,   11.901831,  78.925793,   60.2,  1.4,         nan,        nan,-119.9,    4.3,  302.3,263.0,43.9,102748.1,21670,0.0,8.4,272,0,1,0,260.9697265146997,0.0007531301104051857,263.0,33.81356113245642
14,15,140, 22:52:20,87.953009,   11.900956,  78.925951,   32.3,  2.1,         nan,        nan,-117.9,    2.6,  313.2,263.3,44.3,102724.4,21496,0.0,8.4,272,0,1,0,261.2846401018281,0.0007783790963547938,263.3,35.580636371546
15,16,150, 22:52:30,87.953125,   11.899381,  78.926069,   54.7,  1.6,         nan,        nan,-117.5,    3.6,  291.3,263.1,44.3,102719.3,21257,0.0,8.4,272,0,1,0,261.0898764116722,0.0007662335351261802,263.1,35.96094637300951
16,17,160, 22:52:40,87.953241,   11.898096,  78.926207,   32.9,  1.3,         nan,        nan,-119.3,    3.1,  299.2,263.0,44.7,102741.3,20994,0.0,8.4,272,0,1,0,260.9746638418756,0.0007669053318803222,263.0,34.32052836197587
17,18,170, 22:52:50,87.953356,   11.897453,  78.926280,   24.4,  1.3,         nan,        nan,-118.9,    1.6,  300.6,262.8,45.1,102736.2,20721,0.0,8.4,272,0,1,0,260.7799044764292,0.000761663471151561,262.8,34.70077580438579
18,19,180, 22:53:00,87.953472,   11.896703,  78.926367,   42.8,  1.3,         nan,        nan,-112.4,    1.9,  301.3,262.9,45.1,102656.6,20568,0.0,8.3,272,0,1,0,260.9369445361656,0.0007683088315359935,262.9,40.63806594860407
19,20,190, 22:53:10,87.953588,   11.894789,  78.926698,   92.3,  1.3,         nan,        nan,-108.0,    5.5,  312.0,263.1,45.5,102604.0,21437,0.0,8.3,272,100,1,0,261.1737121215223,0.0007878736664729545,263.1,44.56397792654664
20,21,200, 22:53:20,87.953704,   11.893679,  78.926886,   86.8,  1.3,         nan,        nan,-104.7,    3.2,  311.4,263.1,45.5,102563.3,21031,0.0,8.4,272,0,1,0,261.2033344054837,0.000788186316887142,263.1,47.60308968105972
21,22,210, 22:53:30,87.953819,   11.892908,  78.927018,   79.3,  1.3,         nan,        nan,-101.0,    2.2,  311.8,263.1,45.9,102519.2,21193,0.0,8.4,272,0,1,0,261.235448345031,0.0007954574568616658,263.1,50.897444641596
22,23,220, 22:53:40,87.953935,   11.892461,  78.927087,   57.0,  1.3,         nan,        nan,-97.8,    1.2,  308.8,263.0,45.9,102480.2,21370,0.0,8.4,272,0,1,0,261.1645611172173,0.0007894997774243684,263.0,53.81200075325864
23,24,230, 22:53:50,87.954051,   11.891367,  78.927042,   76.3,  1.6,         nan,        nan,-93.3,    2.4,  257.9,262.7,46.3,102426.0,21397,0.0,8.4,272,0,1,0,260.906107206136,0.0007781115060534294,262.7,57.86432880408466
24,25,240, 22:54:00,87.954167,   11.888626,  78.927199,  126.3,  1.4,         nan,        nan,-88.0,    6.1,  286.6,262.8,46.3,102361.6,21439,0.0,8.4,272,0,1,0,261.0523541684785,0.0007847909913881408,262.8,62.68206065342135
25,26,250, 22:54:10,87.954282,   11.888565,  78.927821,  101.5,  1.3,         nan,        nan,-80.5,    6.9,  358.9,263.0,46.7,102270.0,22328,0.0,8.3,272,100,1,0,261.3178915673138,0.0008049110977588484,263.0,69.53983516712955
26,27,260, 22:54:20,87.954398,   11.887163,  78.928001,  123.1,  1.3,         nan,        nan,-68.6,    3.6,  303.7,262.8,46.7,102125.9,22685,0.0,8.3,273,100,1,0,261.22443872869,0.0007933979381377442,262.8,80.34054432000508
27,28,270, 22:54:30,87.954514,   11.883795,  78.927679,  197.6,  1.4,         nan,        nan,-54.5,    8.0,  243.5,262.8,46.7,101956.3,23019,0.0,8.3,273,100,1,0,261.3485799400712,0.0007947177221070344,262.8,93.0720925368101
28,29,280, 22:54:40,87.95463,   11.883286,  78.928381,  148.4,  1.4,         nan,        nan,-43.6,    7.9,  352.1,262.8,47.1,101824.1,23296,0.0,8.3,273,100,1,0,261.4455299751555,0.0008025653596432136,262.8,103.0107907663987
29,30,290, 22:54:50,87.954745,   11.880878,  78.928280,  176.7,  1.4,         nan,        nan,-36.5,    5.3,  257.6,262.9,47.1,101739.3,23488,0.0,8.3,273,100,1,0,261.6073123489836,0.0008096145819630706,262.9,109.3927875341049
30,31,300, 22:55:00,87.954861,   11.877646,  78.928693,  209.1,  1.9,         nan,        nan,-32.0,    8.3,  303.7,262.7,47.5,101685.1,23645,0.0,8.3,273,100,1,0,261.4481181045087,0.0008040949759392501,262.7,113.47463387275
31,32,310, 22:55:10,87.954977,   11.877683,  78.928812,  156.4,  1.4,         nan,        nan,-31.6,    1.3,    3.4,262.5,47.8,101680.0,22990,0.0,8.4,273,0,1,0,261.2528168655986,0.0007964829933225096,262.5,113.8588310326761
32,33,320, 22:55:20,87.955093,   11.875476,  78.928781,  170.8,  1.5,         nan,        nan,-32.4,    4.7,  265.8,262.5,48.2,101690.2,22618,0.0,8.4,273,0,1,0,261.2453257622062,0.0008030675634817346,262.5,113.0904559816879
33,34,330, 22:55:30,87.955208,   11.873498,  78.929397,  185.3,  1.3,         nan,        nan,-34.0,    8.0,  328.3,262.5,48.2,101708.8,22290,0.0,8.4,273,0,1,0,261.2316680018629,0.0008029207024757963,262.5,111.6894998687468
34,35,340, 22:55:40,87.955324,   11.873232,  78.929601,  162.1,  1.3,         nan,        nan,-35.3,    2.3,  346.0,262.6,48.6,101724.1,21977,0.0,8.4,273,0,1,0,261.3199483467706,0.0008159085700610583,262.6,110.5372925220623
35,36,350, 22:55:50,87.95544,   11.870563,  78.929888,  196.5,  1.6,         nan,        nan,-36.4,    6.5,  299.2,262.4,49.0,101737.6,21670,0.0,8.4,273,0,1,0,261.1110180650015,0.000809563362888475,262.4,109.5207828885856
36,37,360, 22:56:00,87.955556,   11.867667,  78.929805,  160.2,  1.6,         nan,        nan,-37.8,    6.3,  261.5,262.5,49.0,101754.6,21367,0.0,8.4,273,0,1,0,261.1980512889217,0.0008158797922633995,262.5,108.2409255768793
37,38,370, 22:56:10,87.955671,   11.867320,  78.930015,  137.4,  2.1,         nan,        nan,-39.2,    2.5,  342.4,262.6,49.4,101771.5,21102,0.0,8.4,273,0,1,0,261.2851510783991,0.0008289528997117215,262.6,106.9688087610369
38,39,380, 22:56:20,87.955787,   11.863388,  78.930399,  266.3,  1.6,         nan,        nan,-40.7,    9.4,  296.9,262.1,49.8,101790.2,20831,0.0,8.4,273,0,1,0,260.7739584223701,0.0008029678335863189,262.1,105.5614463830008
39,40,390, 22:56:30,87.955903,   11.863604,  78.930282,  130.1,  1.3,         nan,        nan,-41.9,    1.4,  160.5,261.9,49.8,101803.7,20555,0.0,8.4,273,0,1,0,260.5650922218194,0.0007901654350123833,261.9,104.545596801588
40,41,400, 22:56:40,87.956019,   11.860127,  78.930709,  261.2,  1.6,         nan,        nan,-42.9,    8.8,  302.6,262.3,49.8,101815.6,20276,0.0,8.4,273,0,1,0,260.9543341897719,0.0008156435647269566,262.3,103.6502559089754
41,42,410, 22:56:50,87.956134,   11.859383,  78.930520,  127.5,  1.4,         nan,        nan,-42.9,    2.6,  217.0,262.1,50.2,101815.6,20024,0.0,8.4,273,0,1,0,260.7553602407137,0.0008092154485709209,262.1,103.6502559089754
42,43,420, 22:57:00,87.95625,   11.856023,  78.930727,  177.2,  1.6,         nan,        nan,-40.6,    7.5,  287.8,262.3,50.2,101788.5,19807,0.0,8.3,273,0,1,0,260.9741924863461,0.0008224138184605401,262.3,105.6893777331095
43,44,430, 22:57:10,87.956366,   11.855743,  78.931020,  176.5,  1.7,         nan,        nan,-36.9,    3.3,  349.6,262.1,50.6,101744.4,19611,0.0,8.4,273,0,1,0,260.8075088123267,0.0008162341758044355,262.1,109.0088143025954
44,45,440, 22:57:20,87.956481,   11.853366,  78.930934,  120.0,  1.4,         nan,        nan,-31.3,    5.2,  259.3,262.6,50.6,101676.6,19747,0.0,8.4,273,0,1,0,261.354839948743,0.0008498819062095552,262.6,114.1149731785056
45,46,450, 22:57:30,87.956597,   11.850972,  78.931071,  152.2,  1.4,         nan,        nan,-24.1,    5.3,  286.6,262.4,50.6,101590.1,20665,0.0,8.3,273,100,1,0,261.2193331608678,0.0008372118815375989,262.4,120.634413222599
46,47,460, 22:57:40,87.956713,   11.850091,  78.931381,  177.8,  1.7,         nan,        nan,-17.5,    3.9,  331.4,262.7,51.0,101510.4,21085,0.0,8.3,273,100,1,0,261.5766613812452,0.0008648298997068059,262.7,126.6462578734808
47,48,470, 22:57:50,87.956829,   11.846766,  78.931396,  177.4,  1.5,         nan,        nan,-15.4,    7.1,  271.3,262.4,51.4,101485.0,21305,0.0,8.3,273,100,1,0,261.2966357121368,0.0008513291753046063,262.4,128.563195229836
48,49,480, 22:58:00,87.956944,   11.845329,  78.931450,  134.6,  1.5,         nan,        nan,-14.8,    3.1,  281.0,262.4,51.8,101478.2,20422,0.0,8.3,273,0,1,0,261.301640754622,0.0008580117961334115,262.4,129.0764724732715
49,50,490, 22:58:10,87.95706,   11.844372,  78.931772,  229.8,  1.4,         nan,        nan,-15.0,    4.1,  330.3,262.5,52.2,101479.9,20116,0.0,8.3,273,0,1,0,261.399970394674,0.0008715145065510058,262.5,128.9481499380068
50,51,500, 22:58:20,87.957176,   11.840738,  78.932040,  292.3,  1.4,         nan,        nan,-15.0,    8.3,  291.0,262.6,52.2,101479.9,19868,0.0,8.3,273,0,1,0,261.4995513357767,0.0008784550708803729,262.6,128.9481499380068
51,52,510, 22:58:30,87.957292,   11.838916,  78.931740,  138.5,  1.9,         nan,        nan,-14.0,    5.1,  229.4,262.5,52.5,101468.0,19674,0.0,8.3,273,0,1,0,261.4087334064058,0.0008766260078108226,262.5,129.8464528315882
52,53,520, 22:58:40,87.957407,   11.836218,  78.931943,  216.5,  1.5,         nan,        nan,-11.7,    6.2,  291.4,262.3,52.9,101440.9,19464,0.0,8.3,273,0,1,0,261.229510673935,0.0008696169067247892,262.3,131.8925610299465
53,54,530, 22:58:50,87.957523,   11.834451,  78.932054,  227.2,  1.5,         nan,        nan,-8.1,    4.0,  288.2,262.3,52.9,101396.8,19298,0.0,8.3,273,0,1,0,261.2619832936767,0.000869995124830159,262.3,135.2233745395934
54,55,540, 22:59:00,87.957639,   11.832960,  78.932010,  162.5,  1.4,         nan,        nan,-3.0,    3.2,  261.2,262.6,53.3,101335.8,19474,0.0,8.3,273,0,1,0,261.6057942119144,0.0008982420670352456,262.6,139.8330107927693
55,56,550, 22:59:10,87.957755,   11.831006,  78.932071,  169.7,  1.4,         nan,        nan,2.0,    4.2,  279.2,262.2,53.3,101276.5,19590,0.0,8.3,273,0,1,0,261.251019413566,0.0008706630126367001,262.2,144.3168424380085
56,57,560, 22:59:20,87.95787,   11.829585,  78.932205,  156.5,  1.4,         nan,        nan,8.3,    3.4,  296.2,262.2,53.7,101200.2,19621,0.0,8.3,273,0,1,0,261.3073095707064,0.0008778584326935236,262.2,150.0899533751389
57,58,570, 22:59:30,87.957986,   11.827820,  78.932372,  192.4,  1.4,         nan,        nan,15.0,    4.2,  296.3,262.1,53.7,101120.5,20391,0.0,8.3,273,100,1,0,261.2664843880972,0.0008715852064963255,262.1,156.1249693423649
58,59,580, 22:59:40,87.958102,   11.825072,  78.932260,  165.0,  1.4,         nan,        nan,19.2,    6.0,  257.9,262.3,54.1,101069.6,20682,0.0,8.3,274,100,1,0,261.5034825264534,0.0008926107530656982,262.3,159.9816910563808
59,60,590, 22:59:50,87.958218,   11.822660,  78.932526,  170.8,  1.8,         nan,        nan,21.7,    5.9,  299.9,261.9,54.1,101039.1,20083,0.0,8.4,274,0,1,0,261.1272253897207,0.0008648883429977153,261.9,162.2936239953203
60,61,600, 23:00:00,87.958333,   11.821160,  78.932667,  163.4,  1.5,         nan,        nan,23.0,    3.6,  296.2,262.0,54.1,101023.8,19805,0.0,8.4,274,0,1,0,261.2382389649053,0.0008719439420379339,262.0,163.4536433850418
61,62,610, 23:00:10,87.958449,   11.818630,  78.932780,  188.5,  1.9,         nan,        nan,24.4,    5.5,  283.0,261.8,54.5,101006.9,19498,0.0,8.4,274,0,1,0,261.0513047274876,0.000864633328664088,261.8,164.7351762128828
62,63,620, 23:00:20,87.958565,   11.816386,  78.932887,  195.5,  1.5,         nan,        nan,27.7,    4.9,  284.0,262.1,54.5,100967.9,19254,0.0,8.3,274,0,1,0,261.379299910708,0.0008859066294922481,262.1,167.6933781983507
63,64,630, 23:00:30,87.958681,   11.815214,  78.933005,  174.3,  1.5,         nan,        nan,31.2,    2.8,  297.6,262.1,54.9,100925.5,19289,0.0,8.3,274,0,1,0,261.4106846975573,0.0008927836079792492,262.1,170.9107713988536
64,65,640, 23:00:40,87.958796,   11.812891,  78.933102,  193.4,  1.5,         nan,        nan,34.6,    5.1,  282.3,262.0,54.9,100884.8,19292,0.0,8.4,274,0,1,0,261.3410785810855,0.0008860568901882363,262.0,174.0004370568815
65,66,650, 23:00:50,87.958912,   11.811162,  78.933197,  196.7,  1.5,         nan,        nan,37.7,    3.8,  286.1,262.1,55.3,100847.5,19325,0.0,8.4,274,0,1,0,261.4684651688206,0.0008999839567496373,262.1,176.8330927868608
66,67,660, 23:01:00,87.959028,   11.808990,  78.933343,  222.6,  1.7,         nan,        nan,40.6,    4.9,  289.3,262.2,55.7,100813.6,19348,0.0,8.4,274,0,1,0,261.5933640045298,0.0009140451364213054,262.2,179.4084529232923
67,68,670, 23:01:10,87.959144,   11.806987,  78.933263,  231.4,  1.5,         nan,        nan,43.0,    4.4,  258.3,262.3,55.7,100784.8,19380,0.0,8.4,274,0,1,0,261.7145070268196,0.0009216065507326088,262.3,181.5970499671526
68,69,680, 23:01:20,87.959259,   11.805173,  78.933021,  235.2,  1.5,         nan,        nan,46.0,    4.7,  235.2,262.1,56.1,100749.2,19126,0.0,8.3,274,0,1,0,261.5413652759515,0.0009138944247766509,262.1,184.3032635923172
69,70,690, 23:01:30,87.959375,   11.803751,  78.933610,  236.9,  1.5,         nan,        nan,50.4,    7.2,  335.1,261.8,56.1,100696.6,19140,0.0,8.4,274,0,1,0,261.2810061747481,0.0008927596772732123,261.8,188.3035209757628
70,71,700, 23:01:40,87.959491,   11.802819,  78.933663,  212.4,  1.7,         nan,        nan,56.0,    2.1,  286.5,261.9,56.1,100628.8,19242,0.0,8.4,274,0,1,0,261.4311376901071,0.0009005188648250418,261.9,193.4628299626143
71,72,710, 23:01:50,87.959606,   11.801248,  78.933741,  216.7,  1.5,         nan,        nan,62.2,    3.5,  284.5,261.7,56.5,100555.9,20063,0.0,8.3,274,100,1,0,261.2856186669519,0.0008932204962964863,261.7,199.0141082106423
72,73,720, 23:02:00,87.959722,   11.800097,  78.933849,  213.4,  1.5,         nan,        nan,68.7,    2.7,  296.0,261.8,56.5,100477.9,20305,0.0,8.3,274,100,1,0,261.4434476821737,0.0009010821992386088,261.8,204.9582059387906
73,74,730, 23:02:10,87.959838,   11.798003,  78.933971,  227.3,  1.5,         nan,        nan,74.2,    4.7,  286.9,261.8,56.9,100411.8,20547,0.0,8.3,274,100,1,0,261.4926335791371,0.0009080589143431775,261.8,209.9990609195843
74,75,740, 23:02:20,87.959954,   11.796208,  78.934142,  252.4,  1.5,         nan,        nan,78.5,    4.3,  296.4,261.7,56.9,100360.9,20750,0.0,8.3,274,100,1,0,261.4306402617947,0.0009012919845571877,261.7,213.8830100285154
75,76,750, 23:02:30,87.960069,   11.794862,  78.934218,  229.5,  1.5,         nan,        nan,81.5,    3.0,  286.4,261.6,56.9,100325.3,20149,0.0,8.4,274,0,1,0,261.3572479073656,0.0008944331264519114,261.6,216.6006560688592
76,77,760, 23:02:40,87.960185,   11.793170,  78.934189,  231.7,  1.7,         nan,        nan,83.1,    3.6,  265.0,261.1,57.3,100306.7,20125,0.0,8.4,274,0,1,0,260.8715381874244,0.000865500231555502,261.1,218.0209333548263
77,78,770, 23:02:50,87.960301,   11.791800,  78.934471,  249.9,  1.7,         nan,        nan,84.2,    4.3,  317.0,261.2,57.3,100293.1,19864,0.0,8.3,274,0,1,0,260.9815662029427,0.0008725951647558062,261.2,219.0595823657945
78,79,780, 23:03:00,87.960417,   11.790661,  78.934524,  233.2,  1.5,         nan,        nan,86.0,    2.5,  283.7,261.1,57.3,100271.1,19627,0.0,8.4,274,0,1,0,260.8980106322644,0.0008658075165882121,261.1,220.7400481162193
79,80,790, 23:03:10,87.960532,   11.787600,  78.934739,  238.4,  1.7,         nan,        nan,90.0,    7.0,  290.1,261.2,57.6,100223.6,19423,0.0,8.4,274,0,1,0,261.0332870127711,0.0008777719945284618,261.2,224.3695842101077
80,81,800, 23:03:20,87.960648,   11.787387,  78.934717,  242.0,  1.5,         nan,        nan,96.4,    0.5,  241.5,261.0,57.6,100147.3,19499,0.0,8.3,274,0,1,0,260.8902055434667,0.0008644422936472154,261.0,230.2033677208531
81,82,810, 23:03:30,87.960764,   11.783936,  78.935006,  287.5,  1.8,         nan,        nan,106.4,    8.0,  293.6,261.1,57.6,100028.6,20369,0.0,8.3,274,100,1,0,261.0786576989364,0.0008724505125932468,261.1,239.2878331931295
82,83,820, 23:03:40,87.96088,   11.783994,  78.935021,  275.0,  1.5,         nan,        nan,117.4,    0.2,   36.1,260.8,58.0,99898.1,20698,0.0,8.3,274,100,1,0,260.8760176794806,0.0008586872105566059,260.8,249.2878372074923
83,84,830, 23:03:50,87.960995,   11.782776,  78.935130,  272.5,  1.5,         nan,        nan,126.6,    2.9,  295.0,260.9,58.0,99789.6,20978,0.0,8.3,274,100,1,0,261.05712888293,0.0008665681477847125,260.9,257.6119674103304
84,85,840, 23:04:00,87.961111,   11.780885,  78.935392,  279.5,  1.7,         nan,        nan,133.0,    5.0,  305.8,261.2,58.4,99713.3,21207,0.0,8.3,274,100,1,0,261.4144621159606,0.0008945178126758946,261.2,263.4711326302139
85,86,850, 23:04:10,87.961227,   11.778665,  78.935606,  284.0,  1.5,         nan,        nan,135.0,    5.3,  296.7,261.4,58.4,99689.5,21402,0.0,8.3,274,100,1,0,261.6324788981017,0.0009091951079241957,261.4,265.2996795360072
86,87,860, 23:04:20,87.961343,   11.776326,  78.935731,  287.7,  1.7,         nan,        nan,134.6,    5.2,  285.6,261.1,58.8,99694.6,20592,0.0,8.3,274,0,1,0,261.3283904689857,0.0008936103702071246,261.1,264.9078113085561
87,88,870, 23:04:30,87.961458,   11.775398,  78.935837,  267.5,  1.7,         nan,        nan,135.6,    2.3,  300.7,261.0,58.8,99682.7,20356,0.0,8.3,274,0,1,0,261.237217087711,0.0008865644280999888,261.0,265.8222016921364
88,89,880, 23:04:40,87.961574,   11.772362,  78.935969,  291.3,  1.7,         nan,        nan,137.3,    6.7,  282.8,261.1,59.2,99662.4,20102,0.0,8.3,274,0,1,0,261.3525233521991,0.0008999800336289313,261.1,267.3822960743955
89,90,890, 23:04:50,87.96169,   11.770567,  78.935903,  285.2,  1.5,         nan,        nan,139.6,    3.9,  259.1,261.0,59.2,99635.3,19912,0.0,8.3,274,0,1,0,261.2727372205246,0.0008930201175462756,261.0,269.4654789907065
90,91,900, 23:05:00,87.961806,   11.768436,  78.936230,  310.9,  1.5,         nan,        nan,142.0,    5.8,  308.7,260.9,59.2,99606.4,19761,0.0,8.3,274,0,1,0,261.1942918761076,0.0008861239458056047,260.9,271.6876527030971
91,92,910, 23:05:10,87.961921,   11.766727,  78.936347,  291.0,  1.5,         nan,        nan,144.1,    3.9,  289.6,260.9,59.6,99581.0,19577,0.0,8.3,274,0,1,0,261.2133346209562,0.0008923388194594957,260.9,273.6412374454385
92,93,920, 23:05:20,87.962037,   11.764803,  78.936534,  301.2,  1.5,         nan,        nan,146.7,    4.6,  296.9,261.1,59.6,99550.5,19379,0.0,8.3,274,0,1,0,261.4364668936797,0.000907079440017165,261.1,275.987735919477
93,94,930, 23:05:30,87.962153,   11.762647,  78.936746,  320.9,  1.5,         nan,        nan,151.2,    5.2,  297.2,260.7,59.6,99497.9,19233,0.0,8.3,274,0,1,0,261.0753915664686,0.0008788156202782401,260.7,280.0361736324058
94,95,940, 23:05:40,87.962269,   11.760737,  78.936890,  292.0,  1.5,         nan,        nan,156.0,    4.4,  291.4,261.1,60.0,99440.3,19393,2.0,8.3,274,0,1,1,261.5192538163413,0.0009141791957920235,261.1,284.4718996178084
95,96,1000, 23:06:40,87.962963,   11.748384,  78.938274,  316.2,  0.9,         nan,        nan,170.8,    5.1,  300.3,261.1,60.8,99265.7,19267,2.0,8.3,275,0,1,1,261.6506625735303,0.0009279976554146612,261.1,297.9334093247711
96,97,1060, 23:07:40,87.963657,   11.734880,  78.940012,  350.0,  0.9,         nan,        nan,204.2,    5.8,  303.9,261.1,61.2,98872.3,19557,1.0,8.3,275,0,1,1,261.9478385396557,0.0009378195768985239,261.1,328.351191804946
97,98,1120, 23:08:40,87.964352,   11.719274,  78.941895,  364.7,  0.8,         nan,        nan,219.7,    6.6,  302.2,260.9,60.4,98689.2,19164,0.0,8.3,275,0,1,1,261.8859162407223,0.0009124883325714,260.9,342.5498254065976
98,99,1180, 23:09:40,87.965046,   11.701783,  78.943995,  375.0,  0.6,         nan,        nan,235.0,    7.3,  302.1,261.2,59.6,98509.5,18970,0.0,8.3,275,0,1,1,262.3236801111427,0.0009240540619991382,261.2,356.5104403360306
99,100,1240, 23:10:40,87.965741,   11.683397,  78.946183,  431.0,  0.7,         nan,        nan,295.9,    7.7,  301.8,261.5,58.0,97797.4,21128,2.0,8.2,275,83,1,1,263.1701909106523,0.0009278377803734203,261.5,412.0839371329025
100,101,1300, 23:11:40,87.966435,   11.665756,  78.947879,  425.2,  0.7,         nan,        nan,287.7,    7.0,  296.6,261.2,56.5,97892.3,19438,0.0,8.3,275,0,1,1,262.7954038718516,0.000881513871657914,261.2,404.6544526912148
101,102,1360, 23:12:40,87.96713,   11.648519,  78.949234,  416.8,  0.6,         nan,        nan,278.0,    6.6,  292.3,261.6,55.3,98005.9,18676,2.0,8.3,275,0,1,1,263.1106028846669,0.0008898544697546276,261.6,395.7704571259732
102,103,1420, 23:13:40,87.967824,   11.632334,  78.950092,  420.6,  0.7,         nan,        nan,284.7,    6.0,  285.5,262.0,53.7,97927.9,18354,0.0,8.3,276,0,1,1,263.5728938222153,0.0008928589251872719,262.0,401.8692749768144
103,104,1480, 23:14:40,87.968519,   11.617040,  78.950133,  480.3,  0.6,         nan,        nan,351.5,    5.4,  270.8,262.1,52.2,97149.7,20273,3.0,8.2,276,33,1,1,264.275535231729,0.0008818684636341044,262.1,462.9840932684654
104,105,1540, 23:15:40,87.969213,   11.600359,  78.948277,  465.4,  0.7,         nan,        nan,327.6,    6.9,  239.9,262.2,51.4,97427.8,19254,3.0,8.3,276,33,1,1,264.1604257930617,0.0008727940832564374,262.2,441.0878775007722
105,106,1600, 23:16:40,87.969907,   11.585379,  78.946392,  448.4,  0.7,         nan,        nan,316.5,    6.4,  236.7,262.5,51.0,97556.6,18752,0.0,8.3,276,0,1,1,264.3628122806521,0.0008857224813547507,262.5,430.9679719714269
106,107,1660, 23:17:40,87.970602,   11.568892,  78.945066,  512.8,  0.6,         nan,        nan,385.0,    6.4,  247.2,262.2,49.8,96761.5,20394,0.0,8.2,276,66,1,1,264.679128119972,0.0008514483750335628,262.2,493.6540819587144
107,108,1720, 23:18:40,87.971296,   11.554542,  78.943392,  581.3,  0.6,         nan,        nan,454.1,    6.0,  238.7,261.7,49.4,95964.6,21626,3.0,8.2,276,100,1,1,264.7996425228492,0.0008183398141772133,261.7,557.0010987404914
108,109,1780, 23:19:40,87.971991,   11.539981,  78.941969,  604.1,  0.5,         nan,        nan,479.4,    5.8,  243.0,261.3,49.0,95674.7,21027,0.0,8.3,276,33,1,1,264.6236663774263,0.0007885185640052296,261.3,580.1763456240906
109,110,1840, 23:20:40,87.972685,   11.526431,  78.940257,  614.2,  0.5,         nan,        nan,487.3,    5.8,  236.6,261.2,49.4,95583.1,21137,1.0,8.3,277,50,1,1,264.5948340693571,0.0007893599228015124,261.2,587.5136536175199
110,111,1900, 23:21:40,87.97338,   11.512315,  78.938329,  554.8,  0.5,         nan,        nan,422.9,    6.2,  234.6,261.9,49.4,96324.0,19519,0.0,8.3,277,0,1,1,264.7189892581101,0.0008284087693910658,261.9,528.3668733204241
