,Msg,Time[s],Time[UTC],Julian Day,Lon[deg],Lat[deg],Zg[m],Zp[m],Ws[m/s],Wd[deg],T[K],RH[%],P[Pa],DP[Pa],Pv[mA],Vb[V],Tb[K],Pmp[%],Mod,Cmd,potential_temperature,specific_humidity,temperature,altitude,wind_speed,u_wind,v_wind
0,2,0,14:54:50,76.621412,nan,nan,nan,-101.0,nan,nan,261.8,40.8,102519.2,17642.8,7.0,8.3,269,0,1,0,259.9446612570471,0.0006377367830948,261.8,17.4,nan,nan,nan
1,3,10,14:55:00,76.621528,nan,nan,nan,-85.9,nan,nan,259.1,39.6,102336.1,16609.1,11.0,8.3,269,0,1,0,257.395290716765,0.0004985814020369,259.1,30.63405006079808,nan,nan,nan
2,4,20,14:55:10,76.621644,nan,nan,nan,-62.7,nan,nan,258.5,38.8,102054.7,16673.1,15.0,8.2,269,100,1,0,257.0014498336573,0.0004663551570563,258.5,51.01922963939668,nan,nan,nan
3,5,30,14:55:20,76.621759,nan,nan,nan,-35.0,nan,nan,258.1,39.2,101720.7,16701.9,14.0,8.2,270,100,1,0,256.8443377549027,0.0004574019709337,258.1,75.28793555901105,nan,nan,nan
4,6,40,14:55:30,76.621875,nan,nan,nan,-7.2,nan,nan,257.8,39.6,101386.7,16849.0,7.0,8.2,270,100,1,0,256.78710339654,0.0004522515164903,257.8,99.63645897780349,nan,nan,nan
5,7,50,14:55:40,76.621991,nan,nan,nan,21.0,nan,nan,257.4,40.0,101047.6,17073.6,15.0,8.2,270,100,1,0,256.6343319657452,0.0004434198358632,257.4,124.4389678338452,nan,nan,nan
6,8,60,14:55:50,76.622106,nan,nan,nan,54.2,nan,nan,257.1,40.0,100650.8,17363.6,14.0,8.2,270,100,1,0,256.6236942460216,0.0004342123355764,257.1,153.5676802803274,nan,nan,nan
7,9,70,14:56:00,76.622222,nan,nan,nan,86.9,nan,nan,257.0,40.8,100260.9,17723.0,14.0,8.2,270,100,1,0,256.8086503215847,0.0004409347947143,257.0,182.3019437528892,nan,nan,nan
8,10,80,14:56:10,76.622338,nan,nan,nan,119.6,nan,nan,256.6,41.6,99872.6,18073.1,12.0,8.2,270,100,1,0,256.6935255326513,0.000436522440532,256.6,211.029564756732,nan,nan,nan
9,11,90,14:56:20,76.622454,nan,nan,nan,150.7,nan,nan,256.4,42.4,99503.0,18423.6,5.0,8.2,270,100,1,0,256.7654377139096,0.0004391642837516,256.4,238.4776447233329,nan,nan,nan
10,12,100,14:56:30,76.622569,11.920426,78.91952,136.1,181.9,nan,nan,256.1,43.5,99135.1,18791.6,10.0,8.3,270,100,1,0,256.7367191110781,0.0004410031409358,256.1,265.9009153539703,nan,nan,nan
11,13,110,14:56:40,76.622685,11.926173,78.919178,309.7,213.1,12.9,107.2,255.9,44.3,98767.2,19155.7,12.0,8.3,270,100,1,0,256.8090173222259,0.0004432782985407,255.9,293.4261458351642,12.9,12.32309087137823,-3.814633845568201
12,14,120,14:56:50,76.622801,11.926318,78.91849,328.4,240.8,7.7,177.7,255.7,45.1,98441.7,19485.0,10.0,8.3,270,100,1,0,256.8505651891076,0.0004452209852609,255.7,317.864749838661,7.7,0.3090148025007122,-7.693796842381234
13,15,130,14:57:00,76.622917,11.926645,78.918194,342.6,265.5,3.4,168.0,255.5,45.9,98151.7,19767.3,12.0,8.3,270,100,1,0,256.8662019010757,0.0004468613680291,255.5,339.7061711793988,3.4,0.7068997487803815,-3.325701842494939
14,16,140,14:57:10,76.623032,11.927237,78.917819,380.1,289.5,4.4,163.1,255.4,47.1,97872.0,19986.0,12.0,8.3,270,100,1,0,256.9752117790392,0.0004559900982674,255.4,360.8330672739246,4.4,1.279089651832311,-4.209979769853473
15,17,150,14:57:20,76.623148,11.927714,78.917282,402.5,313.3,6.1,170.3,255.1,47.8,97593.9,20225.9,12.0,8.3,270,100,1,0,256.8822266004231,0.0004524636916678,255.1,381.899053507467,6.1,1.027785215346514,-6.012791161442007
16,18,160,14:57:30,76.623264,11.928106,78.916879,435.7,339.8,4.6,169.4,255.0,48.6,97285.4,20519.2,12.0,8.3,270,100,1,0,257.0140308331984,0.0004576032594806,255.0,405.3381754147109,4.6,0.8461762128185133,-4.521502606087949
17,19,170,14:57:40,76.62338,11.928415,78.916351,517.5,369.9,5.9,173.6,254.8,49.4,96936.1,20815.1,10.0,8.3,270,100,1,0,257.0766429786162,0.0004589613436936,254.8,431.9670779192759,5.9,0.657666700017322,-5.863230723047519
18,20,180,14:57:50,76.623495,11.928261,78.915728,463.6,400.4,6.9,182.7,254.5,50.2,96583.5,21110.5,5.0,8.3,270,100,1,0,257.041579173315,0.0004563123271227,254.5,458.9450529590458,6.9,-0.3250345098965317,-6.892340137237594
19,21,190,14:58:00,76.623611,11.928828,78.915165,488.6,430.2,6.4,169.0,254.3,51.0,96239.3,21405.1,6.0,8.3,270,100,1,0,257.101831382158,0.0004573835360582,254.3,485.3754970253368,6.4,1.221177570409888,-6.28241397406505
20,22,200,14:58:10,76.623727,11.929279,78.914587,514.8,459.1,6.5,171.5,254.3,51.8,95907.0,21676.4,11.0,8.3,270,100,1,0,257.3561609277455,0.0004661677878515,254.3,510.9819996467134,6.5,0.9607611723424704,-6.42860311185246
21,23,210,14:58:20,76.623843,nan,nan,nan,486.0,nan,nan,254.6,52.5,95598.4,21977.3,14.0,8.2,270,100,1,0,257.8972534665886,0.0004862554453551,254.6,534.8417991945399,nan,nan,nan
22,24,220,14:58:30,76.623958,11.929695,78.913777,562.9,511.9,4.5,174.4,254.4,52.9,95301.7,22274.0,12.0,8.3,270,100,1,0,257.9237439206344,0.000483190943422,254.4,557.8542703821213,4.5,0.4391230489161718,-4.47852329991824
23,25,230,14:58:40,76.624074,11.930915,78.913176,579.3,528.9,7.2,158.7,253.9,53.3,95108.4,22509.3,12.0,8.2,270,100,1,0,257.5662639312465,0.0004674490877425,253.9,572.88546644807,7.2,2.615408859405445,-6.708176838615953
24,26,240,14:58:50,76.62419,nan,nan,nan,548.6,nan,nan,254.4,54.1,94882.9,22776.7,7.0,8.2,270,100,1,0,258.2486627939442,0.0004963329142787,254.4,590.4592208777907,nan,nan,nan
25,27,250,14:59:00,76.624306,11.932218,78.911946,637.8,568.2,7.0,168.5,253.5,54.5,94660.8,23029.3,10.0,8.3,271,100,1,0,257.5074967650643,0.0004640475316063,253.5,607.808878981769,7.0,1.395575540920381,-6.859472932345807
26,28,260,14:59:10,76.624421,11.932894,78.911827,632.8,585.0,2.0,132.5,253.7,54.9,94469.2,23232.4,13.0,8.3,271,100,1,0,257.8599625399136,0.0004765075780389,253.7,622.8087231900075,2.0,1.474554673620248,-1.35118041523132
27,29,270,14:59:20,76.624537,11.933504,78.910819,644.4,601.8,11.3,173.4,253.4,55.3,94279.3,23468.0,11.0,8.3,271,100,1,0,257.703231972864,0.0004687207033265,253.4,637.7055277479182,11.3,1.298789800569393,-11.22511225128448
28,30,280,14:59:30,76.624653,11.934804,78.910801,616.2,621.7,2.8,94.0,252.9,55.7,94053.8,23754.6,12.0,8.3,271,100,1,0,257.3708611241545,0.000453294205581,252.9,655.4340124259355,2.8,2.793179340727507,-0.195318126483551
29,31,290,14:59:40,76.624769,11.935232,78.910325,679.6,641.1,5.4,170.2,252.6,56.5,93835.1,24022.9,10.0,8.2,271,100,1,0,257.236682997095,0.0004490779750122,252.6,672.6685395942234,5.4,0.9191312954965764,-5.321202651810847
30,32,300,14:59:50,76.624884,11.935988,78.909859,698.3,659.9,5.4,162.7,252.2,56.9,93623.2,24288.2,10.0,8.3,271,100,1,0,256.99537183297,0.0004378277261471,252.2,689.4055538137814,5.4,1.605824320020046,-5.155708317315106
31,33,310,15:00:00,76.625,11.93678,78.909039,728.2,680.2,9.3,169.5,252.1,57.6,93394.3,24543.8,12.0,8.3,271,100,1,0,257.0732941314682,0.0004404555470653,252.1,707.5279357886787,9.3,1.694790387076974,-9.144270640344777
32,34,320,15:00:10,76.625116,11.937676,78.908938,728.8,699.1,2.2,120.2,252.0,58.4,93182.4,24744.3,11.0,8.3,271,100,1,0,257.1382295476983,0.0004437118511558,252.0,724.3440347192144,2.2,1.901404564298151,-1.106643882586517
33,35,330,15:00:20,76.625231,11.938584,78.908493,751.9,714.3,5.3,158.6,251.8,59.2,93011.1,24934.6,14.0,8.3,271,100,1,0,257.0693299574226,0.0004428360811286,251.8,737.9661479963557,5.3,1.933846956989384,-4.934595824071399
34,36,340,15:00:30,76.625347,11.939725,78.908098,757.8,724.3,5.0,150.9,251.7,60.0,92899.2,25057.9,13.0,8.3,271,100,1,0,257.0556790468674,0.0004454584870554,251.7,746.8782101147111,5.0,2.431676902117453,-4.368861115177326
35,37,350,15:00:40,76.625463,11.940586,78.907698,764.7,728.3,4.8,157.5,251.4,60.4,92855.2,25140.2,13.0,8.2,271,100,1,0,256.7840676993388,0.0004370326030854,251.4,750.3854469398633,4.8,1.836880475352431,-4.434621756054177
36,38,360,15:00:50,76.625579,11.94113,78.90727,763.9,732.5,4.9,166.2,251.4,61.6,92807.7,24867.2,11.0,8.3,271,0,1,0,256.8216295087773,0.0004459434920549,251.4,754.1735344828137,4.9,1.168813942135047,-4.758557971557217
37,39,370,15:01:00,76.625694,11.941769,78.906802,771.2,739.2,5.4,165.3,251.2,62.0,92733.1,24903.7,12.0,8.3,271,0,1,0,256.676311124505,0.0004414007040492,251.2,760.1267409338594,5.4,1.370292900757949,-5.223245864989735
38,40,380,15:01:10,76.62581,11.942421,78.906298,775.3,745.8,5.8,166.0,251.2,62.7,92658.5,25333.0,10.0,8.3,271,100,1,0,256.7353669471037,0.0004467436474445,251.2,766.0847384245125,5.8,1.403146994478073,-5.627715212400779
39,41,390,15:01:20,76.625926,11.943038,78.905831,772.6,750.4,5.4,165.7,251.1,63.5,92607.6,25467.8,12.0,8.3,271,100,1,0,256.6734765427364,0.0004487397530933,251.1,770.1526673048872,5.4,1.333794668702812,-5.232684949597095
40,42,400,15:01:30,76.626042,11.943683,78.905355,788.3,753.3,5.5,165.4,251.1,64.3,92575.4,25137.6,14.0,8.3,271,0,1,0,256.698993889775,0.0004545512164199,251.1,772.7272466351569,5.5,1.386381470337124,-5.322400437650842
41,43,410,15:01:40,76.626157,11.944385,78.904908,789.8,755.1,5.2,163.2,251.0,65.1,92555.1,24929.1,14.0,8.3,271,0,1,0,256.6128505836517,0.0004562847772381,251.0,774.3508112716952,5.2,1.502965344111253,-4.97806138716675
42,44,420,15:01:50,76.626273,11.94508,78.904394,788.3,758.3,5.9,165.4,251.0,65.9,92519.5,24716.8,14.0,8.3,272,0,1,0,256.6410723144471,0.0004620696919618,251.0,777.1989077812233,5.9,1.487209213634369,-5.709484105843631
43,45,430,15:02:00,76.626389,11.945842,78.903937,800.7,758.3,5.3,162.2,251.0,66.7,92519.5,24712.9,12.0,8.3,272,0,1,0,256.6410723144471,0.0004676790357185,251.0,777.1989077812233,5.3,1.620185116304462,-5.046285781533334
44,46,440,15:02:10,76.626505,11.946566,78.9034,787.9,756.9,6.2,165.4,250.9,67.5,92534.7,24518.4,11.0,8.3,272,0,1,0,256.5267782409916,0.0004690713937432,250.9,775.9827325332542,6.2,1.562830021107303,-5.999796856988222
45,47,450,15:02:20,76.62662,11.947348,78.902912,785.6,758.0,5.7,162.9,250.9,67.8,92522.8,24347.2,12.0,8.3,272,0,1,0,256.5362092713032,0.0004712167541591,250.9,776.934852754345,5.7,1.676029853824131,-5.448020184350482
46,48,460,15:02:30,76.626736,11.948136,78.902435,796.6,763.0,5.6,162.4,251.0,68.6,92466.9,24193.3,12.0,8.3,272,0,1,0,256.6827962817811,0.0004812748457497,251.0,781.409056846217,5.6,1.693271388202489,-5.337867739640503
47,49,470,15:02:40,76.626852,11.949006,78.901923,797.0,767.3,6.0,161.9,251.0,69.4,92419.4,24221.7,11.0,8.3,272,0,1,0,256.7205010021777,0.0004871376216915,251.0,785.2130559462429,6.0,1.864058577784391,-5.703094389766703
48,50,480,15:02:50,76.626968,11.949615,78.901448,792.6,768.8,5.5,166.1,250.8,69.8,92402.5,24250.1,11.0,8.3,272,0,1,0,256.5293530931516,0.0004814957947768,250.8,786.5669503493865,5.5,1.321254233624951,-5.338940648680049
49,51,490,15:03:00,76.627083,11.950412,78.900994,800.2,771.5,5.3,161.3,251.0,70.6,92372.0,24063.2,11.0,8.3,272,0,1,0,256.7581511920901,0.0004958150438846,251.0,789.010996065593,5.3,1.699248850104083,-5.020214472053953
50,52,500,15:03:10,76.627199,11.951195,78.900541,802.5,771.4,5.3,161.6,250.8,71.0,92373.6,23851.7,11.0,8.3,272,0,1,0,256.5522927392074,0.0004899268900067,250.8,788.8827637760505,5.3,1.672939895819644,-5.029042861715832
51,53,510,15:03:20,76.627315,11.951747,78.899983,819.9,767.7,6.3,169.2,250.8,71.8,92414.3,23631.7,12.0,8.3,272,0,1,0,256.51998938475,0.0004952289940694,250.8,785.6216015453011,6.3,1.180502281890067,-6.188409679590738
52,54,520,15:03:30,76.627431,11.952341,78.899606,789.8,764.5,4.4,163.1,250.8,72.2,92449.9,23454.9,10.0,8.3,272,0,1,0,256.4917488657758,0.0004977961680498,250.8,782.7702635237861,4.4,1.279089651832311,-4.209979769853473
53,55,530,15:03:40,76.627546,11.952982,78.899224,804.9,768.5,4.5,162.1,250.9,72.5,92405.9,23354.1,13.0,8.3,272,0,1,0,256.6289382730242,0.0005045196690221,250.9,786.2945493305224,4.5,1.383104780099133,-4.282174817457472
54,56,540,15:03:50,76.627662,11.953628,78.898819,803.3,772.0,4.7,162.9,251.0,72.9,92366.9,23389.3,12.0,8.3,272,0,1,0,256.7622036421312,0.0005119959267102,251.0,789.4197513125544,4.7,1.381989528591828,-4.492227169552153
55,57,550,15:04:00,76.627778,11.954291,78.8984,799.8,768.8,4.9,163.0,250.8,73.3,92402.5,23357.5,12.0,8.3,272,0,1,0,256.5293530931516,0.0005056395667212,250.8,786.5669503493865,4.9,1.432621353141409,-4.685893304218874
56,58,560,15:04:10,76.627894,11.954379,78.898035,803.1,767.1,4.1,177.3,250.9,73.7,92421.1,23109.9,13.0,8.3,272,0,1,0,256.6168725938927,0.0005127859903865,250.9,785.0768790898426,4.1,0.1931364479095343,-4.095448487344076
57,59,570,15:04:20,76.628009,11.954582,78.897685,798.1,765.6,3.9,173.6,250.9,74.1,92438.1,22883.2,12.0,8.3,272,0,1,0,256.6033811067381,0.0005154742726962,250.9,783.7152482759309,3.9,0.4347288356046705,-3.875694884726326
58,60,580,15:04:30,76.628125,11.954532,78.897298,794.2,763.0,4.3,181.4,250.9,74.5,92466.9,22686.5,10.0,8.3,272,0,1,0,256.5805322195175,0.0005180954421282,250.9,781.4090568462173,4.3,-0.1050583660564091,-4.298716406059087
59,61,590,15:04:40,76.628241,11.954734,78.896956,793.2,760.0,3.8,173.5,251.0,74.5,92500.8,22458.0,12.0,8.3,272,0,1,0,256.6559022449392,0.0005224757399099,251.0,778.6953975253907,3.8,0.4301722123180461,-3.775573051571032
60,62,600,15:04:50,76.628356,11.954407,78.896657,795.7,755.9,3.4,191.9,251.0,74.9,92546.6,22248.2,9.0,8.3,272,0,1,0,256.6195876496237,0.0005250210246741,251.0,775.0307347473363,3.4,-0.7010942303485402,-3.326930549346046
61,63,610,15:05:00,76.628472,11.954404,78.896277,787.0,753.9,4.2,180.1,251.0,75.3,92568.6,22081.2,12.0,8.3,272,0,1,0,256.602152172731,0.0005276994315778,251.0,773.271061141396,4.2,-0.0073303791367719,-4.199993603035808
62,64,620,15:05:10,76.628588,nan,nan,nan,752.8,nan,nan,251.0,75.3,92580.5,21874.8,9.0,8.2,272,0,1,0,256.5927233851507,0.0005276316027884,251.0,772.3194119688407,nan,nan,nan
63,65,630,15:05:20,76.628704,11.954114,78.895644,782.0,754.5,3.5,185.1,251.1,75.3,92561.8,21752.3,9.0,8.3,272,0,1,0,256.7097748311319,0.0005323909118884,251.1,773.8149155971929,3.5,-0.3111300390325441,-3.486143728937694
64,66,640,15:05:30,76.628819,11.954088,78.895378,787.7,755.6,3.0,181.0,251.1,75.7,92550.0,21592.5,12.0,8.3,272,0,1,0,256.7191305336283,0.0005352872573639,251.1,774.7587578636183,3.0,-0.0523572193118509,-2.999543085469174
65,67,650,15:05:40,76.628935,11.954235,78.895054,787.6,755.6,3.6,175.0,251.2,75.7,92550.0,21447.6,10.0,8.3,272,0,1,0,256.8213683394959,0.0005400022465782,251.2,774.7587578636183,3.6,0.3137606738915695,-3.586300913130284
66,68,660,15:05:50,76.629051,11.954095,78.894665,790.0,761.8,4.3,184.0,251.0,75.7,92480.5,21314.9,10.0,8.3,272,0,1,0,256.6720054110183,0.0005310079902445,251.0,780.3202716772466,4.3,-0.2999528370997387,-4.289525416117244
67,69,670,15:06:00,76.629167,11.95401,78.894314,796.9,768.6,3.9,182.6,251.2,75.7,92404.2,21829.9,10.0,8.3,273,100,1,0,256.9371395620665,0.000540854289316,251.2,786.430748587084,3.9,-0.1769156537040886,-3.895985222183787
68,70,680,15:06:10,76.629282,11.953833,78.893945,802.1,777.3,4.1,185.3,251.3,76.1,92307.5,22025.7,9.0,8.3,273,100,1,0,257.1163675014427,0.000549071627813,251.3,794.1822106530756,4.1,-0.3787194085309038,-4.082471262556786
69,71,690,15:06:20,76.629398,11.953387,78.893603,808.5,784.6,3.9,194.1,251.4,75.7,92226.1,22164.3,8.0,8.2,273,100,1,0,257.283558067537,0.0005514741548337,251.4,800.7135236445416,3.9,-0.9500985459654866,-3.782500859610513
70,72,700,15:06:30,76.629514,11.953191,78.893273,814.1,790.3,3.7,186.5,251.4,75.7,92163.4,22265.2,6.0,8.2,273,100,1,0,257.3335803839532,0.0005518493301149,251.4,805.748331354208,3.7,-0.4188518909412546,-3.676215866003374
71,73,710,15:06:40,76.62963,11.953119,78.892994,816.7,794.8,3.1,182.8,251.2,75.7,92112.5,22346.6,9.0,8.2,273,100,1,0,257.1694680426426,0.0005425670557287,251.2,809.838119106968,3.1,-0.1514342863664009,-3.096299025758446
72,74,720,15:06:50,76.629745,11.953146,78.892714,826.8,797.4,3.1,179.0,250.9,75.7,92083.7,22009.2,9.0,8.3,273,0,1,0,256.8853009080443,0.0005286313500668,250.9,812.1531849244938,3.1,0.0541024599555786,-3.099527854984813
73,75,730,15:07:00,76.629861,11.953158,78.892349,821.0,799.0,4.1,179.6,250.8,75.3,92066.8,21808.7,11.0,8.3,273,0,1,0,256.7963885366634,0.0005213300094466,250.8,813.5120155331185,4.1,0.0286231672216429,-4.099900085892118
74,76,740,15:07:10,76.629977,11.953064,78.891947,807.8,799.4,4.5,182.6,251.0,75.3,92061.7,21634.5,10.0,8.3,273,0,1,0,257.0052400783528,0.0005306049921081,251.0,813.9221258348534,4.5,-0.2041334465816407,-4.495367564058216
75,77,750,15:07:20,76.630093,11.953112,78.891661,824.5,799.4,3.2,178.2,251.1,75.7,92061.7,21466.7,9.0,8.3,273,0,1,0,257.1076326042804,0.000538126448556,251.1,813.9221258348534,3.2,0.1005144290500118,-3.198420993170341
76,78,760,15:07:30,76.630208,11.953066,78.891271,822.8,799.3,4.3,181.3,251.3,75.7,92063.4,21308.6,12.0,8.3,273,0,1,0,257.3110594249296,0.0005476337494099,251.3,813.785419876648,4.3,-0.0975555343629608,-4.298893220087603
77,79,770,15:07:40,76.630324,11.952754,78.890894,829.9,798.8,4.3,189.1,250.9,75.7,92068.5,21139.5,10.0,8.3,273,0,1,0,256.8974234684959,0.0005287186241781,250.9,813.3753171476096,4.3,-0.6800796891942782,-4.245879369028919
78,80,780,15:07:50,76.63044,11.952658,78.890451,824.4,799.4,4.9,182.4,251.0,75.7,92061.7,20970.8,11.0,8.3,273,0,1,0,257.0052400783528,0.0005334236109241,251.0,813.9221258348543,4.9,-0.2051907032730779,-4.895701867484407
79,81,790,15:08:00,76.630556,11.95227,78.890008,822.9,800.2,5.0,189.6,251.0,75.7,92053.2,20826.7,10.0,8.3,273,0,1,0,257.0120236103663,0.0005334728661449,251.0,814.6056934940294,5.0,-0.8338437335805098,-4.929980185352525
80,82,800,15:08:10,76.630671,11.951819,78.889575,824.9,800.3,4.9,191.4,251.5,75.7,92051.5,20641.4,11.0,8.3,273,0,1,0,257.5253592588661,0.000557373739773,251.5,814.7424146001453,4.9,-0.968520967857718,-4.803328755646437
81,83,810,15:08:20,76.630787,11.951352,78.88912,824.2,799.4,5.2,191.2,251.3,75.7,92061.7,20455.8,11.0,8.3,273,0,1,1,257.3124176561357,0.0005476438619472,251.3,813.9221258348546,5.2,-1.010018626343853,-5.100966807815797
82,84,870,15:09:20,76.631481,11.94798,78.88627,816.7,790.9,5.4,192.8,251.6,74.5,92156.6,19437.7,13.0,8.3,273,0,1,1,257.5437328298065,0.0005527213822157,251.6,806.2945769756487,5.4,-1.196361887145124,-5.265806513250041
83,85,930,15:10:20,76.632176,11.943843,78.883008,813.0,788.0,6.2,193.7,251.3,71.8,92188.8,18501.4,12.0,8.3,273,0,1,1,257.2109587364903,0.0005187135793715,251.3,803.7082996714093,6.2,-1.468396505606834,-6.023604543985407
84,86,990,15:11:20,76.63287,11.940272,78.879456,794.7,782.0,6.7,191.0,251.0,71.4,92255.0,17618.9,13.0,8.3,273,0,1,1,256.8511916418972,0.0005020692744394,251.0,798.3940070473528,6.7,-1.27842026902285,-6.576902129099349
85,87,1050,15:12:20,76.633565,11.935225,78.876159,810.0,779.4,6.4,196.5,250.8,72.5,92283.8,16678.4,13.0,8.3,273,0,1,1,256.623631261423,0.0005007642706959,250.8,796.0832391962281,6.4,-1.817698206105106,-6.136446303156436
86,88,1110,15:13:20,76.634259,nan,nan,nan,801.8,nan,nan,250.6,74.1,92034.6,16878.0,16.0,8.2,273,33,1,1,256.61726581021,0.0005042425686729,250.6,816.1017205770439,nan,nan,nan
87,89,1170,15:14:20,76.634954,11.924843,78.868683,867.2,848.2,7.2,195.0,250.4,75.3,91520.8,17872.4,12.0,8.3,273,50,1,1,256.8231334779298,0.0005062737004257,250.4,857.5474308139952,7.2,-1.86349712473815,-6.954665949281292
88,90,1230,15:15:20,76.635648,11.920068,78.864326,858.8,834.1,8.3,192.0,250.9,74.5,91676.8,16976.4,15.0,8.3,273,33,1,1,257.2107091847992,0.0005225605544448,250.9,844.9391335047644,8.3,-1.725667033787404,-8.118625086090587
89,91,1290,15:16:20,76.636343,11.910665,78.860382,804.6,785.5,8.1,204.7,252.7,69.0,92216.0,16055.8,14.0,8.3,273,0,1,1,258.6220787125582,0.0005629100933293,252.7,801.5243219522087,8.1,-3.38472329778872,-7.358916237966447
90,92,1350,15:17:20,76.637037,11.895213,78.856996,817.0,794.4,8.4,221.4,253.0,62.0,92117.6,15368.3,14.0,8.3,273,0,1,1,259.0081436412037,0.0005196344082781,253.0,809.4282349746092,8.4,-5.555019668718677,-6.300932984895859
91,93,1410,15:18:20,76.637731,nan,nan,nan,842.2,nan,nan,252.6,56.5,91587.0,16936.5,12.0,8.2,273,66,1,1,259.0260219195562,0.0004601010699452,252.6,852.1943637873085,nan,nan,nan
92,94,1470,15:19:20,76.638426,11.860827,78.855474,2692.3,948.2,6.3,257.1,251.9,54.1,90420.5,18488.3,14.0,8.2,273,100,1,1,259.2564443128483,0.0004199244248174,251.9,947.0914598685208,6.3,-6.140995523404698,-1.406475730868991
93,95,1530,15:20:20,76.63912,nan,nan,nan,1083.6,nan,nan,251.0,53.3,88947.1,20144.8,13.0,8.2,273,100,1,1,259.5462346881792,0.0003887324197208,251.0,1068.720689074122,nan,nan,nan
94,96,1590,15:21:20,76.639815,11.844103,78.844499,1141.7,1156.8,10.6,196.4,251.4,53.7,88158.8,21162.0,11.0,8.2,273,100,1,1,260.622220938543,0.0004092528795258,251.4,1134.624857268512,10.6,-2.992819442534489,-10.16872813012461
95,97,1650,15:22:20,76.640509,nan,nan,nan,1120.2,nan,nan,251.4,53.7,88552.1,19692.9,7.0,8.2,273,16,1,1,260.290804026271,0.000407435202051,251.4,1101.670500252586,nan,nan,nan
96,98,1710,15:23:20,76.641204,11.823734,78.837026,1019.9,1012.6,7.8,207.8,251.5,54.1,89716.9,18036.1,10.0,8.3,273,0,1,1,259.4234271035049,0.0004086998703204,251.5,1004.924452628937,7.8,-3.637815794651154,-6.899731606677654
97,99,1770,15:24:20,76.641898,nan,nan,nan,941.8,nan,nan,252.5,54.5,90490.0,16854.8,10.0,8.2,273,0,1,1,259.8168957631472,0.0004453214089136,252.5,941.4032898401264,nan,nan,nan
98,100,1830,15:25:20,76.642593,nan,nan,nan,991.1,nan,nan,252.7,53.3,89950.8,18141.6,9.0,8.2,274,50,1,1,260.4672989347005,0.0004457777667205,252.7,985.6486719359438,nan,nan,nan
99,101,1890,15:26:20,76.643287,nan,nan,nan,1112.6,nan,nan,252.3,52.5,88633.5,19737.4,9.0,8.2,274,100,1,2,261.1540320728279,0.0004304344194226,252.3,1094.868329502479,nan,nan,nan
100,102,1950,15:27:20,76.643981,11.794016,78.81941,1195.1,1213.3,8.6,198.1,252.6,52.2,87553.5,21000.5,9.0,8.2,274,100,1,2,262.3824858460693,0.0004446677368348,252.6,1185.63091357146,8.6,-2.671817294824291,-8.17443529199894
101,103,2010,15:28:20,76.644676,11.788941,78.814174,1179.6,1195.7,9.9,190.6,252.7,51.4,87741.7,19706.1,11.0,8.3,274,16,1,2,262.3252934811015,0.0004407104004628,252.7,1169.734422174046,9.9,-1.821118371065929,-9.731059956580587
102,104,2070,15:29:20,76.64537,nan,nan,nan,1126.3,nan,nan,253.0,50.2,88486.0,17790.7,8.0,8.2,274,0,1,2,262.0033090961,0.0004380039020777,253.0,1107.198732211282,nan,nan,nan
103,105,2130,15:30:20,76.646065,11.779722,78.80408,1071.5,1084.5,9.5,190.1,253.3,49.0,88937.0,16916.3,10.0,8.3,274,0,1,2,261.9330492799241,0.0004365005972139,253.3,1069.561378840962,9.5,-1.665983897873878,-9.352780209757148
104,106,2190,15:31:20,76.646759,11.773966,78.798753,1123.6,1137.2,10.1,191.9,253.3,49.0,88369.0,18182.3,9.0,8.2,274,50,1,2,262.4132166356816,0.0004393062455659,253.3,1116.994085406606,10.1,-2.082662272505958,-9.88294074952796
105,107,2250,15:32:20,76.647454,11.768724,78.793322,1202.1,1222.4,10.3,190.6,253.2,49.0,87456.8,19327.2,10.0,8.2,274,100,1,2,263.0888171527984,0.0004400847079937,253.2,1193.81206491283,10.3,-1.894698911311017,-10.12423409624041
106,108,2310,15:33:20,76.648148,11.764218,78.787653,1193.6,1220.2,10.6,188.8,253.2,48.6,87480.6,18288.7,12.0,8.3,274,16,1,2,263.0683546868194,0.0004363734275633,253.2,1191.797664462623,10.6,-1.621649864610805,-10.47522084333346
107,109,2370,15:34:20,76.648843,11.761035,78.782166,1145.4,1161.1,10.2,186.4,253.5,48.2,88113.0,16870.5,9.0,8.3,274,0,1,2,262.8382968628655,0.0004409031334451,253.5,1138.471963387407,10.2,-1.13698310850452,-10.13643277543808
108,110,2430,15:35:20,76.649537,nan,nan,nan,1172.6,nan,nan,253.3,47.5,87989.2,16609.0,9.0,8.2,274,0,1,2,262.7365058707489,0.000427696285612,253.3,1148.880926089172,nan,nan,nan
109,111,2490,15:36:20,76.650231,nan,nan,nan,1260.3,nan,nan,252.9,47.5,87053.3,18571.0,12.0,8.2,275,100,1,2,263.124697947221,0.0004176473112832,252.9,1228.04745362555,nan,nan,nan
110,112,2550,15:37:20,76.650926,11.74885,78.76752,1305.1,1343.7,9.2,189.2,253.5,47.5,86171.7,19544.2,10.0,8.2,275,100,1,2,264.5174944018938,0.0004442885120864,253.5,1303.403183177298,9.2,-1.470906926764878,-9.081653638671488
