 Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d], CEPr,  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C
 134,    1320,  2:28:10,  94.102894,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1066.0,    nan,    nan, 259.1,  38.0,  89137.0,  33980,    2.0,   8.1,   272,   100, 1, 0
 135,    1410,  2:29:40,  94.103935,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1148.4,    nan,    nan, 258.2,  37.6,  88248.6,  34140,    0.0,   8.2,   272,    50, 1, 1
 136,    1530,  2:31:40,  94.105324,         nan,        nan,    nan, 23.2,   11.493450,  78.962830,  3.0, 1380.9,    nan,    nan, 256.8,  38.0,  85780.0,  36082,    1.0,   8.1,   273,    66, 1, 1
 137,    1650,  2:33:40,  94.106713,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1482.6,    nan,    nan, 256.4,  39.6,  84718.7,  36846,    0.0,   8.1,   273,    50, 1, 1
 138,    1770,  2:35:40,  94.108102,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1547.4,    nan,    nan, 257.3,  41.6,  84047.3,  37448,    2.0,   8.2,   273,     8, 1, 1
 139,    1890,  2:37:40,  94.109491,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1631.2,    nan,    nan, 257.5,  43.9,  83186.0,  38409,    0.0,   8.1,   274,    16, 1, 1
 140,    2010,  2:39:40,  94.110880,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 1731.4,    nan,    nan, 257.1,  47.5,  82165.3,  39071,    0.0,   8.2,   274,    66, 1, 1
 141,    2130,  2:41:40,  94.112269,         nan,        nan,    nan, 23.2,   11.309930,  78.969780,  3.0, 1793.8,    nan,    nan, 256.5,  49.8,  81534.6,  39415,    0.0,   8.2,   274,     0, 1, 1
 142,    2250,  2:43:40,  94.113657,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 1843.9,    nan,    nan, 256.1,  51.8,  81031.1,  39656,    0.0,   8.2,   274,     0, 1, 1
 143,    2370,  2:45:40,  94.115046,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 1797.0,    nan,    nan, 255.3,  52.9,  81502.4,  39005,    0.0,   8.2,   274,     0, 1, 1
 144,    2490,  2:47:40,  94.116435,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 1756.0,    nan,    nan, 256.7,  54.5,  81916.1,  37592,    0.0,   8.1,   274,     0, 1, 1
 145,    2610,  2:49:40,  94.117824,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 1822.8,    nan,    nan, 257.2,  55.7,  81243.0,  38441,    0.0,   8.1,   274,    16, 1, 1
 146,    2730,  2:51:40,  94.119213,         nan,        nan,    nan, 23.3,   11.126170,  78.976630,  4.0, 1925.9,    nan,    nan, 256.6,  56.1,  80212.2,  39140,    0.0,   8.1,   274,    41, 1, 1
 147,    2850,  2:53:40,  94.120602,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2051.9,    nan,    nan, 255.9,  56.9,  78967.7,  40365,    0.0,   8.1,   275,   100, 1, 1
 148,    2970,  2:55:40,  94.121991,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2167.8,    nan,    nan, 255.1,  57.3,  77836.8,  40939,    1.0,   8.1,   275,    75, 1, 1
 149,    3090,  2:57:40,  94.123380,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2160.5,    nan,    nan, 254.8,  58.8,  77908.0,  40784,    0.0,   8.1,   275,     0, 1, 1
 150,    3210,  2:59:40,  94.124769,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2074.8,    nan,    nan, 255.0,  60.4,  78743.9,  39231,    0.0,   8.1,   275,     0, 1, 1
 151,    3330,  3:01:40,  94.126157,         nan,        nan,    nan, 23.3,   10.942190,  78.983360,  9.0, 2047.3,    nan,    nan, 255.8,  61.2,  79013.5,  39343,    0.0,   8.1,   275,     0, 1, 1
 152,    3450,  3:03:40,  94.127546,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2073.0,    nan,    nan, 255.4,  60.4,  78760.9,  39332,    2.0,   8.1,   275,     0, 1, 1
 153,    3570,  3:05:40,  94.128935,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2113.4,    nan,    nan, 255.2,  59.6,  78365.8,  39655,    1.0,   8.1,   275,     0, 1, 1
 154,    3690,  3:07:40,  94.130324,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2117.4,    nan,    nan, 254.8,  59.6,  78326.8,  39549,    3.0,   8.1,   275,     0, 1, 1
 155,    3810,  3:09:40,  94.131713,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2069.7,    nan,    nan, 255.0,  60.0,  78793.1,  39018,    0.0,   8.1,   275,     0, 1, 1
 156,    3930,  3:11:40,  94.133102,         nan,        nan,    nan, 23.3,   11.309930,  78.969780,  5.0, 2006.9,    nan,    nan, 255.3,  60.0,  79410.2,  38511,    0.0,   8.1,   275,     0, 1, 1
 157,    4050,  3:13:40,  94.134491,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2028.3,    nan,    nan, 255.1,  60.4,  79200.0,  38538,    0.0,   8.1,   275,     0, 1, 1
 158,    4170,  3:15:40,  94.135880,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2098.9,    nan,    nan, 255.2,  60.0,  78508.2,  39123,    2.0,   8.1,   275,     0, 1, 1
 159,    4290,  3:17:40,  94.137269,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2143.7,    nan,    nan, 254.7,  59.6,  78070.8,  39309,    0.0,   8.1,   275,     0, 1, 1
 160,    4410,  3:19:40,  94.138657,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2183.0,    nan,    nan, 254.3,  59.6,  77689.3,  39469,    2.0,   8.1,   275,     0, 1, 1
 161,    4530,  3:21:40,  94.140046,         nan,        nan,    nan, 23.3,   11.090130,  78.942110,  9.0, 2218.8,    nan,    nan, 254.1,  60.4,  77343.5,  39929,    3.0,   8.0,   275,    75, 1, 1
 162,    4650,  3:23:40,  94.141435,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2224.1,    nan,    nan, 254.4,  60.4,  77292.6,  40205,    0.0,   8.0,   275,   100, 1, 1
 163,    4770,  3:25:40,  94.142824,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2149.5,    nan,    nan, 254.9,  61.2,  78014.9,  38983,    0.0,   8.1,   275,     8, 1, 1
 164,    4890,  3:27:40,  94.144213,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2110.7,    nan,    nan, 255.7,  61.6,  78392.9,  39082,    0.0,   8.1,   275,     0, 1, 1
 165,    5010,  3:29:40,  94.145602,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2147.2,    nan,    nan, 256.0,  60.8,  78036.9,  39434,    0.0,   8.1,   275,     0, 1, 1
 166,    5130,  3:31:40,  94.146991,         nan,        nan,    nan, 23.3,   10.573520,  78.996490,  4.0, 2235.7,    nan,    nan, 255.3,  60.0,  77180.7,  40100,    0.0,   8.0,   276,    50, 1, 1
 167,    5250,  3:33:40,  94.148380,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2292.3,    nan,    nan, 255.1,  59.2,  76636.5,  40442,    0.0,   8.0,   276,   100, 1, 1
 168,    5370,  3:35:40,  94.149769,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2267.4,    nan,    nan, 255.4,  60.0,  76875.5,  40573,    0.0,   8.0,   276,    75, 1, 1
 169,    5490,  3:37:40,  94.151157,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2219.5,    nan,    nan, 255.7,  59.6,  77336.7,  40070,    0.0,   8.0,   276,     8, 1, 1
 170,    5610,  3:39:40,  94.152546,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2163.5,    nan,    nan, 256.3,  58.4,  77879.2,  39504,    0.0,   8.0,   276,     0, 1, 1
 171,    5730,  3:41:40,  94.153935,         nan,        nan,    nan, 23.3,   10.573520,  78.996490,  4.0, 2136.4,    nan,    nan, 256.3,  57.3,  78142.0,  39238,    3.0,   8.0,   277,     0, 1, 1
 172,    5850,  3:43:40,  94.155324,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2143.6,    nan,    nan, 256.8,  55.3,  78072.5,  39288,    1.0,   8.0,   276,     0, 1, 1
 173,    5970,  3:45:40,  94.156713,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2192.1,    nan,    nan, 256.6,  54.1,  77601.2,  39561,    1.0,   8.0,   276,     0, 1, 1
 174,    6090,  3:47:40,  94.158102,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2254.2,    nan,    nan, 256.0,  53.3,  77002.7,  39946,    0.0,   8.0,   277,   100, 1, 1
 175,    6210,  3:49:40,  94.159491,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2236.6,    nan,    nan, 255.8,  53.7,  77172.2,  39818,    0.0,   8.0,   277,    75, 1, 1
 176,    6330,  3:51:40,  94.160880,         nan,        nan,    nan, 23.3,   10.355090,  78.968290,  3.0, 2165.0,    nan,    nan, 255.5,  54.9,  77864.0,  39035,    0.0,   8.0,   277,     0, 1, 1
 177,    6450,  3:53:40,  94.162269,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2139.0,    nan,    nan, 255.8,  56.1,  78116.6,  38832,    0.0,   8.0,   277,     0, 1, 1
 178,    6570,  3:55:40,  94.163657,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2142.5,    nan,    nan, 255.6,  56.1,  78082.7,  38832,    2.0,   8.0,   277,     0, 1, 1
 179,    6690,  3:57:40,  94.165046,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2169.2,    nan,    nan, 256.2,  56.1,  77823.3,  38954,    3.0,   8.0,   277,     0, 1, 1
 180,    6810,  3:59:40,  94.166435,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2157.5,    nan,    nan, 255.8,  56.5,  77936.9,  38844,    1.0,   8.0,   277,     0, 1, 1
 181,    6930,  4:01:40,  94.167824,         nan,        nan,    nan, 23.3,   10.170780,  78.974560,  3.0, 2107.5,    nan,    nan, 256.5,  56.1,  78423.5,  38331,    0.0,   8.0,   277,     0, 1, 1
 182,    7050,  4:03:40,  94.169213,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2087.1,    nan,    nan, 257.2,  55.7,  78623.5,  38310,    3.0,   8.0,   277,     0, 1, 1
 183,    7170,  4:05:40,  94.170602,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2144.6,    nan,    nan, 256.5,  54.5,  78062.3,  38879,    0.0,   8.0,   276,     0, 1, 1
 184,    7290,  4:07:40,  94.171991,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2221.6,    nan,    nan, 256.3,  53.7,  77316.3,  39361,    0.0,   7.9,   277,    50, 1, 1
 185,    7410,  4:09:40,  94.173380,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2288.4,    nan,    nan, 255.7,  53.7,  76673.8,  39832,    0.0,   7.9,   277,   100, 1, 1
 186,    7530,  4:11:40,  94.174769,         nan,        nan,    nan, 23.3,   10.170780,  78.974560,  3.0, 2290.2,    nan,    nan, 255.4,  53.7,  76656.8,  39895,    0.0,   7.9,   277,   100, 1, 1
 187,    7650,  4:13:40,  94.176157,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2289.3,    nan,    nan, 255.7,  54.5,  76665.3,  40043,    0.0,   7.9,   278,    91, 1, 1
 188,    7770,  4:15:40,  94.177546,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2310.2,    nan,    nan, 255.7,  53.7,  76465.2,  40422,    0.0,   7.9,   278,   100, 1, 1
 189,    7890,  4:17:40,  94.178935,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2286.8,    nan,    nan, 256.4,  53.3,  76689.0,  40256,    0.0,   7.9,   278,    75, 1, 1
 190,    8010,  4:19:40,  94.180324,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2263.5,    nan,    nan, 256.7,  52.2,  76912.8,  39887,    1.0,   7.9,   279,    75, 1, 1
 191,    8130,  4:21:40,  94.181713,         nan,        nan,    nan, 23.3,   10.137800,  78.939930,  4.0, 2280.5,    nan,    nan, 257.0,  51.8,  76750.1,  40458,    0.0,   7.9,   279,   100, 1, 1
 192,    8150,  4:22:00,  94.181944,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2298.2,    nan,    nan, 255.7,  51.4,  76580.5,  40666,    0.0,   7.9,   280,   100, 1, 2
 193,    8394,  4:22:00,  94.184764,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2280.1,    nan,    nan, 256.6,  52.5,  76753.4,  40268,    2.0,   7.9,   280,    75, 1, 2
 194,    8513,  4:22:00,  94.186150,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2223.9,    nan,    nan, 257.0,  52.5,  77294.3,  39502,    0.0,   7.9,   280,     0, 1, 2
 195,    8633,  4:22:00,  94.187537,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2154.5,    nan,    nan, 257.1,  52.2,  77965.7,  38796,    0.0,   7.9,   280,     0, 1, 2
 196,    8753,  4:22:00,  94.188924,         nan,        nan,    nan,  nan,    9.585340,  78.958000,  7.0, 2159.4,    nan,    nan, 257.3,  51.0,  77918.2,  38820,    1.0,   7.9,   280,     0, 1, 2
 197,    8872,  4:22:00,  94.190301,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2236.6,    nan,    nan, 259.0,  49.4,  77172.2,  39322,    0.0,   7.9,   280,    66, 1, 2
 198,    8991,  4:22:00,  94.191678,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2268.3,    nan,    nan, 258.1,  48.6,  76867.0,  39826,    2.0,   7.8,   281,   100, 1, 2
 199,    9110,  4:22:00,  94.193056,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2251.9,    nan,    nan, 257.8,  47.8,  77024.7,  39340,    3.0,   7.9,   281,    75, 1, 2
 200,    9229,  4:22:00,  94.194433,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2236.9,    nan,    nan, 256.8,  48.2,  77168.8,  39505,    0.0,   7.8,   281,    83, 1, 2
 201,    9348,  4:22:00,  94.195810,         nan,        nan,    nan,  nan,    9.585340,  78.958000,  5.0, 2238.9,    nan,    nan, 258.0,  49.4,  77150.2,  40035,    0.0,   7.8,   281,   100, 1, 2
 202,    9468,  4:22:00,  94.197199,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2218.8,    nan,    nan, 257.0,  49.0,  77343.5,  39838,    3.0,   7.9,   282,    75, 1, 2
 203,    9588,  4:22:00,  94.198588,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2192.5,    nan,    nan, 258.6,  49.0,  77597.8,  39511,    0.0,   7.8,   282,    25, 1, 2
 204,    9708,  4:22:00,  94.199977,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2206.5,    nan,    nan, 259.9,  47.5,  77462.1,  39429,    0.0,   7.8,   282,   100, 1, 2
 205,    9828,  4:22:00,  94.201366,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2223.9,    nan,    nan, 258.0,  45.5,  77294.3,  39956,    0.0,   7.8,   283,   100, 1, 2
 206,    9948,  4:22:00,  94.202755,         nan,        nan,    nan,  nan,    9.400780,  78.963810,  4.0, 2205.3,    nan,    nan, 259.0,  44.7,  77474.0,  39398,    1.0,   7.9,   283,    58, 1, 2
 207,   10069,  4:22:00,  94.204157,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2182.9,    nan,    nan, 260.3,  42.4,  77691.0,  39124,    0.0,   7.9,   283,     0, 1, 2
 208,   10190,  4:22:00,  94.205560,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2192.7,    nan,    nan, 259.0,  42.0,  77596.1,  39082,    0.0,   7.8,   283,     8, 1, 2
 209,   10312,  4:22:00,  94.206963,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2221.3,    nan,    nan, 259.8,  41.6,  77319.7,  38687,    0.0,   7.8,   283,   100, 1, 2
 210,   10433,  4:22:00,  94.208366,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2227.8,    nan,    nan, 260.6,  40.4,  77257.0,  38780,    0.0,   7.8,   283,    91, 1, 2
 211,   10554,  4:22:00,  94.209769,         nan,        nan,    nan,  nan,    9.370310,  78.929100,  4.0, 2215.3,    nan,    nan, 259.9,  40.0,  77377.4,  38850,    0.0,   7.8,   283,    83, 1, 2
 212,   10673,  4:22:00,  94.211144,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2222.8,    nan,    nan, 257.5,  40.8,  77304.5,  39430,    2.0,   7.8,   284,   100, 1, 2
 213,   10792,  4:22:00,  94.212519,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2235.2,    nan,    nan, 257.5,  42.4,  77185.8,  39515,    0.0,   7.8,   284,   100, 1, 2
 214,   10910,  4:22:00,  94.213894,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2242.9,    nan,    nan, 260.3,  42.7,  77111.2,  39582,    0.0,   7.8,   284,   100, 1, 2
 215,   11029,  4:22:00,  94.215269,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2229.0,    nan,    nan, 259.2,  41.6,  77245.1,  39871,    9.0,   7.8,   285,    83, 1, 2
 216,   11148,  4:22:00,  94.216644,         nan,        nan,    nan,  nan,    9.031070,  78.975070,  5.0, 2218.8,    nan,    nan, 259.2,  41.6,  77343.5,  40017,    0.0,   7.8,   285,    83, 1, 2
 217,   11268,  4:22:00,  94.218032,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2218.5,    nan,    nan, 257.9,  42.0,  77346.9,  40094,    0.0,   7.8,   286,    91, 1, 2
 218,   11388,  4:22:00,  94.219421,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2183.0,    nan,    nan, 259.7,  43.5,  77689.3,  39664,    1.0,   7.8,   286,    33, 1, 2
 219,   11508,  4:22:00,  94.220810,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2119.4,    nan,    nan, 260.7,  43.1,  78308.2,  39010,    1.0,   7.8,   286,     0, 1, 2
 220,   11628,  4:22:00,  94.222199,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2106.1,    nan,    nan, 262.2,  40.4,  78437.0,  38862,    2.0,   7.8,   286,     0, 1, 2
 221,   11748,  4:22:00,  94.223588,         nan,        nan,    nan,  nan,    9.370310,  78.929100,  3.0, 2162.9,    nan,    nan, 263.0,  38.0,  77884.3,  39366,    1.0,   7.8,   286,     0, 1, 2
 222,   11868,  4:22:00,  94.224981,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2210.9,    nan,    nan, 262.0,  36.9,  77419.8,  39472,    0.0,   7.8,   286,    75, 1, 2
 223,   11989,  4:22:00,  94.226375,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2183.4,    nan,    nan, 261.0,  36.1,  77685.9,  38885,    3.0,   7.8,   286,    41, 1, 2
 224,   12109,  4:22:00,  94.227769,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2175.2,    nan,    nan, 257.2,  38.0,  77765.6,  38904,    0.0,   7.8,   286,     0, 1, 2
 225,   12230,  4:22:00,  94.229162,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2258.9,    nan,    nan, 256.8,  40.8,  76956.9,  39431,    0.0,   7.8,   286,    66, 1, 2
 226,   12350,  4:22:00,  94.230556,         nan,        nan,    nan,  nan,    8.972630,  78.905600,  3.0, 2333.1,    nan,    nan, 256.6,  42.7,  76246.5,  39745,    0.0,   7.8,   286,   100, 1, 2
 227,   12471,  4:22:00,  94.231958,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2349.7,    nan,    nan, 259.5,  43.5,  76088.8,  40200,    0.0,   7.7,   286,   100, 1, 2
 228,   12592,  4:22:00,  94.233361,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2332.4,    nan,    nan, 261.4,  42.4,  76253.3,  39787,    1.0,   7.7,   286,    58, 1, 2
 229,   12714,  4:22:00,  94.234764,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2345.6,    nan,    nan, 261.1,  39.6,  76127.8,  39112,    3.0,   7.7,   287,   100, 1, 2
 230,   12835,  4:22:00,  94.236167,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2365.2,    nan,    nan, 258.0,  37.3,  75941.3,  39336,    0.0,   7.7,   287,   100, 1, 2
 231,   12956,  4:22:00,  94.237569,         nan,        nan,    nan,  nan,         nan,        nan, 11.0, 2408.6,    nan,    nan, 257.1,  38.0,  75529.3,  40015,    3.0,   7.7,   287,   100, 1, 2
 232,   13076,  4:22:00,  94.238958,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2419.3,    nan,    nan, 259.0,  39.6,  75427.6,  40277,    0.0,   7.7,   287,   100, 1, 2
 233,   13196,  4:22:00,  94.240347,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2387.8,    nan,    nan, 260.2,  38.4,  75726.0,  39876,    0.0,   7.7,   287,    16, 1, 2
 234,   13316,  4:22:00,  94.241736,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2386.0,    nan,    nan, 258.7,  37.3,  75743.0,  40111,    0.0,   7.7,   288,    91, 1, 2
 235,   13436,  4:22:00,  94.243125,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2405.0,    nan,    nan, 258.0,  38.0,  75563.2,  40569,    2.0,   7.7,   288,   100, 1, 2
 236,   13556,  4:22:00,  94.244514,         nan,        nan,    nan,  nan,    8.788650,  78.911030,  4.0, 2415.6,    nan,    nan, 257.2,  39.2,  75463.2,  40585,    0.0,   7.7,   288,   100, 1, 2
 237,   13674,  4:22:00,  94.245884,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2399.8,    nan,    nan, 259.6,  40.4,  75612.4,  40489,    0.0,   7.7,   288,    91, 1, 2
 238,   13793,  4:22:00,  94.247255,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2373.0,    nan,    nan, 261.6,  38.8,  75866.7,  39987,    0.0,   7.7,   288,    33, 1, 2
 239,   13911,  4:22:00,  94.248625,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2381.4,    nan,    nan, 262.6,  35.7,  75787.0,  39266,    4.0,   7.7,   289,   100, 1, 2
 240,   14030,  4:22:00,  94.249995,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2449.9,    nan,    nan, 258.8,  30.6,  75139.4,  39070,    0.0,   7.7,   289,   100, 1, 2
 241,   14148,  4:22:00,  94.251366,         nan,        nan,    nan,  nan,    8.788650,  78.911030,  4.0, 2523.7,    nan,    nan, 255.5,  33.3,  74445.9,  39489,    3.0,   7.7,   289,   100, 1, 2
 242,   14268,  4:22:00,  94.252755,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2577.1,    nan,    nan, 255.7,  37.3,  73947.5,  39740,    0.0,   7.7,   289,   100, 1, 2
 243,   14388,  4:22:00,  94.254144,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2653.9,    nan,    nan, 254.4,  40.8,  73235.4,  39940,    5.0,   7.7,   289,   100, 1, 2
 244,   14508,  4:22:00,  94.255532,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2707.3,    nan,    nan, 257.0,  42.7,  72743.7,  39898,    8.0,   7.7,   289,   100, 1, 2
 245,   14628,  4:22:00,  94.256921,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2693.5,    nan,    nan, 259.9,  43.5,  72870.9,  39344,    3.0,   7.7,   289,    83, 1, 2
 246,   14748,  4:22:00,  94.258310,         nan,        nan,    nan,  nan,    8.262420,  78.961450,  5.0, 2726.1,    nan,    nan, 254.7,  41.6,  72570.8,  39255,    3.0,   7.7,   289,   100, 1, 2
 247,   14868,  4:22:00,  94.259699,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2767.1,    nan,    nan, 256.2,  42.4,  72196.1,  39179,    5.0,   7.7,   289,   100, 1, 2
 248,   14988,  4:22:00,  94.261088,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2759.5,    nan,    nan, 258.0,  41.2,  72265.6,  38667,    6.0,   7.6,   289,    83, 1, 2
 249,   15108,  4:22:00,  94.262477,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2788.7,    nan,    nan, 259.4,  38.0,  71999.4,  38506,    3.0,   7.6,   289,   100, 1, 2
 250,   15228,  4:22:00,  94.263866,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2837.8,    nan,    nan, 254.9,  33.7,  71553.5,  38468,    4.0,   7.6,   289,   100, 1, 2
 251,   15348,  4:22:00,  94.265255,         nan,        nan,    nan,  nan,    8.235620,  78.926640,  3.0, 2864.6,    nan,    nan, 255.9,  29.8,  71311.0,  38344,    3.0,   7.6,   289,   100, 1, 2
 252,   15469,  4:22:00,  94.266660,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2873.6,    nan,    nan, 253.7,  28.2,  71229.7,  37876,    6.0,   7.6,   289,   100, 1, 2
 253,   15591,  4:22:00,  94.268065,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2937.2,    nan,    nan, 253.3,  29.0,  70656.6,  38331,    3.0,   7.6,   289,   100, 1, 2
 254,   15712,  4:22:00,  94.269470,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3031.4,    nan,    nan, 252.8,  29.8,  69815.7,  38859,    6.0,   7.6,   289,   100, 1, 2
 255,   15834,  4:22:00,  94.270875,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3107.7,    nan,    nan, 252.4,  30.2,  69140.9,  39141,    6.0,   7.6,   289,   100, 1, 2
 256,   15955,  4:22:00,  94.272280,         nan,        nan,    nan,  nan,    8.024880,  78.896800,  5.0, 3170.4,    nan,    nan, 253.0,  30.2,  68589.8,  39257,   11.0,   7.6,   289,   100, 1, 2
 257,   16074,  4:22:00,  94.273653,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3258.5,    nan,    nan, 251.6,  31.0,  67821.8,  39754,    7.0,   7.6,   289,   100, 1, 2
 258,   16192,  4:22:00,  94.275025,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3354.6,    nan,    nan, 251.6,  34.5,  66992.7,  40194,    6.0,   7.6,   289,   100, 1, 2
 259,   16311,  4:22:00,  94.276398,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3431.8,    nan,    nan, 250.5,  36.9,  66331.5,  40371,   11.0,   7.6,   289,   100, 1, 2
 260,   16429,  4:22:00,  94.277771,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3472.1,    nan,    nan, 252.6,  38.4,  65989.0,  40271,   12.0,   7.6,   289,   100, 1, 2
 261,   16548,  4:22:00,  94.279144,         nan,        nan,    nan,  nan,    7.840600,  78.901660,  4.0, 3488.9,    nan,    nan, 252.4,  36.9,  65846.6,  39780,    6.0,   7.6,   289,   100, 1, 2
 262,   16669,  4:22:00,  94.280544,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3527.8,    nan,    nan, 250.1,  33.3,  65517.7,  39758,    3.0,   7.6,   289,   100, 1, 2
 263,   16790,  4:22:00,  94.281944,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3591.5,    nan,    nan, 250.3,  31.0,  64981.9,  39794,    7.0,   7.6,   289,   100, 1, 2
 264,   16911,  4:22:00,  94.283345,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3664.0,    nan,    nan, 250.8,  28.6,  64376.6,  40308,   12.0,   7.6,   289,   100, 1, 2
