, Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d],  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C,potential_temperature,specific_humidity,temperature,altitude
24,28,240,  2:18:20,76.096065,         nan,        nan,    nan, 23.2,         nan,        nan,68.5,    nan,    nan,264.3,30.6,100479.6,25603,0.0,8.2,269,100,1,0,263.938766347801,0.00059454843508364,264.3,184.1359385936658
25,29,250,  2:18:30,76.096181,         nan,        nan,    nan,  1.9,   11.859780,  78.948590,84.0,    nan,    nan,264.3,30.2,100294.8,25826,0.0,8.2,269,100,1,0,264.0776942213228,0.000587857735892129,264.3,198.3465483482101
26,30,260,  2:18:40,76.096296,         nan,        nan,    nan,  1.9,         nan,        nan,99.0,    nan,    nan,264.3,29.8,100116.8,26103,3.0,8.2,269,100,1,0,264.2118215971523,0.0005811028634722414,264.3,212.0590351204007
27,31,270,  2:18:50,76.096412,         nan,        nan,    nan, 23.2,         nan,        nan,113.1,    nan,    nan,264.2,29.4,99948.9,26370,0.0,8.2,269,100,1,0,264.2386050937093,0.000569793951720106,264.2,225.0158161887465
28,32,280,  2:19:00,76.096528,         nan,        nan,    nan, 23.2,         nan,        nan,123.0,    nan,    nan,264.2,29.4,99831.9,26563,0.0,8.2,269,100,1,0,264.3270920625194,0.0005704617331842597,264.2,234.0575376471967
29,33,290,  2:19:10,76.096644,         nan,        nan,    nan, 23.2,         nan,        nan,130.4,    nan,    nan,264.2,29.0,99743.8,26697,0.0,8.2,269,100,1,0,264.3938100499042,0.0005631973614124739,264.2,240.8728730845874
30,34,300,  2:19:20,76.096759,         nan,        nan,    nan, 23.2,         nan,        nan,137.6,    nan,    nan,264.1,29.0,99659.0,26774,0.0,8.2,269,100,1,0,264.3580028707161,0.0005592833775503849,264.1,247.4386116574129
31,35,310,  2:19:30,76.096875,         nan,        nan,    nan, 23.2,   11.859780,  78.948590,146.6,    nan,    nan,264.1,29.0,99552.2,26946,0.0,8.2,270,100,1,0,264.4390419956304,0.0005598833790041186,264.1,255.715679276078
32,36,320,  2:19:40,76.096991,         nan,        nan,    nan, 23.2,         nan,        nan,157.5,    nan,    nan,264.0,29.0,99423.3,27155,1.0,8.2,270,100,1,0,264.4368339970365,0.0005562362374525116,264.0,265.717344962247
33,37,330,  2:19:50,76.097106,         nan,        nan,    nan, 23.2,         nan,        nan,166.5,    nan,    nan,263.9,28.6,99316.5,27311,1.0,8.1,270,100,1,0,264.4178933489206,0.000544866608523122,263.9,274.01404533905
34,38,340,  2:20:00,76.097222,         nan,        nan,    nan, 23.2,         nan,        nan,174.1,    nan,    nan,263.9,29.0,99226.7,27481,3.0,8.2,270,100,1,0,264.4862760925046,0.0005529871204641622,263.9,280.9970174798418
35,39,350,  2:20:10,76.097338,         nan,        nan,    nan, 23.2,         nan,        nan,180.0,    nan,    nan,263.7,29.0,99157.1,27639,0.0,8.2,270,100,1,0,264.3388467638542,0.0005447575345330006,263.7,286.4135582074518
36,40,360,  2:20:20,76.097454,         nan,        nan,    nan, 23.2,         nan,        nan,183.6,    nan,    nan,263.8,29.0,99114.8,27776,0.0,8.2,270,100,1,0,264.4713449532656,0.0005492856585646573,263.8,289.7073653426266
37,41,370,  2:20:30,76.097569,         nan,        nan,    nan, 23.2,   11.821490,  78.914170,185.6,    nan,    nan,263.7,29.0,99091.0,27419,0.0,8.2,270,0,1,0,264.3892400878538,0.0005451209224595796,263.7,291.5612365552345
38,42,380,  2:20:40,76.097685,         nan,        nan,    nan, 23.2,         nan,        nan,184.5,    nan,    nan,263.7,29.0,99104.6,27195,2.0,8.2,270,0,1,0,264.378868187453,0.0005450461161988666,263.7,290.5018270610558
39,43,390,  2:20:50,76.097801,         nan,        nan,    nan, 23.2,         nan,        nan,181.3,    nan,    nan,263.8,29.0,99141.9,26956,1.0,8.2,270,0,1,0,264.4506777717235,0.0005491355137586056,263.8,287.5969867104267
40,44,400,  2:21:00,76.097917,         nan,        nan,    nan, 23.2,         nan,        nan,176.8,    nan,    nan,263.8,29.0,99194.4,26743,1.0,8.2,270,0,1,0,264.4106605338189,0.0005488448762380164,263.8,283.5102555726643
41,45,410,  2:21:10,76.098032,         nan,        nan,    nan, 23.2,         nan,        nan,172.4,    nan,    nan,263.8,29.4,99247.0,26492,0.0,8.2,270,0,1,0,264.3705943751768,0.0005561202554651096,263.8,279.4179087523352
42,46,420,  2:21:20,76.098148,         nan,        nan,    nan, 23.2,         nan,        nan,165.9,    nan,    nan,263.8,29.4,99323.3,26263,6.0,8.2,270,0,1,0,264.3125240988509,0.0005556930447754528,263.8,273.4855251228155
43,47,430,  2:21:30,76.098264,         nan,        nan,    nan, 23.2,   11.676740,  78.955760,160.6,    nan,    nan,263.8,29.4,99386.0,26044,1.0,8.2,270,0,1,0,264.2648474071999,0.0005553424727239825,263.8,268.6139621352493
44,48,440,  2:21:40,76.09838,         nan,        nan,    nan, 23.2,         nan,        nan,154.5,    nan,    nan,263.9,29.4,99458.9,25849,0.0,8.2,270,0,1,0,264.3096185179298,0.0005593057000121248,263.9,262.9537585571074
45,49,450,  2:21:50,76.098495,         nan,        nan,    nan, 23.2,         nan,        nan,151.2,    nan,    nan,264.0,29.4,99497.9,25639,3.0,8.2,270,0,1,0,264.3801433584492,0.0005634856628334668,264.0,259.9273693058237
46,50,460,  2:22:00,76.098611,         nan,        nan,    nan, 23.2,         nan,        nan,148.3,    nan,    nan,264.0,29.4,99531.8,25463,0.0,8.2,270,0,1,0,264.3543998530912,0.0005632937426233424,264.0,257.2977021966757
47,51,470,  2:22:10,76.098727,         nan,        nan,    nan, 23.2,         nan,        nan,144.4,    nan,    nan,264.0,29.4,99577.6,25315,1.0,8.2,271,0,1,0,264.319637442215,0.00056303465972305,264.0,253.7463586852378
48,52,480,  2:22:20,76.098843,         nan,        nan,    nan, 23.2,         nan,        nan,143.0,    nan,    nan,263.9,29.4,99594.6,25225,0.0,8.2,271,0,1,0,264.2066234061403,0.0005585436327565542,263.9,252.42859006263
49,53,490,  2:22:30,76.098958,         nan,        nan,    nan, 23.2,         nan,        nan,143.1,    nan,    nan,264.1,29.4,99592.9,25082,3.0,8.2,271,0,1,0,264.4081459304174,0.0005673739484561782,264.1,252.5603568025248
50,54,500,  2:22:40,76.099074,         nan,        nan,    nan, 23.2,         nan,        nan,144.4,    nan,    nan,264.1,29.4,99577.6,24987,0.0,8.2,271,0,1,0,264.4197585170037,0.0005674611249036058,264.1,253.7463586852388
51,55,510,  2:22:50,76.09919,         nan,        nan,    nan, 23.2,         nan,        nan,146.0,    nan,    nan,264.2,29.4,99559.0,24933,1.0,8.2,271,0,1,0,264.5340052908408,0.0005720254191090479,264.2,255.188410342697
52,56,520,  2:23:00,76.099306,         nan,        nan,    nan, 23.2,         nan,        nan,151.3,    nan,    nan,264.1,29.0,99496.2,24858,0.0,8.2,271,0,1,0,264.4815791104716,0.0005601985012823989,264.1,260.059264108245
53,57,530,  2:23:10,76.099421,         nan,        nan,    nan, 23.2,         nan,        nan,158.3,    nan,    nan,264.0,29.0,99413.2,25548,0.0,8.2,271,100,1,0,264.4445134750048,0.0005562927489217961,264.0,266.5015763577919
54,58,540,  2:23:20,76.099537,         nan,        nan,    nan, 23.2,   11.676740,  78.955760,169.8,    nan,    nan,264.0,29.0,99277.5,25806,0.0,8.2,271,100,1,0,264.5477895934168,0.0005570531319494579,264.0,277.0459633275983
55,59,550,  2:23:30,76.099653,         nan,        nan,    nan, 23.2,         nan,        nan,182.6,    nan,    nan,264.0,29.0,99126.6,26037,0.0,8.2,271,100,1,0,264.6628472230666,0.0005579011315541167,264.0,288.7883841738935
56,60,560,  2:23:40,76.099769,         nan,        nan,    nan, 23.2,         nan,        nan,193.9,    nan,    nan,263.9,29.0,98992.7,26281,0.0,8.2,271,100,1,0,264.6648416883342,0.0005542942773170272,263.9,299.2229124119372
57,61,570,  2:23:50,76.099884,         nan,        nan,    nan, 23.2,         nan,        nan,205.5,    nan,    nan,263.7,28.6,98857.1,26459,0.0,8.2,272,100,1,0,264.5679084863351,0.0005388740018515917,263.7,309.8043116900058
58,62,580,  2:24:00,76.1,         nan,        nan,    nan, 23.2,         nan,        nan,219.0,    nan,    nan,263.6,28.6,98697.7,26656,0.0,8.2,272,100,1,0,264.5896051462286,0.0005355196902414212,263.6,322.2614929995545
59,63,590,  2:24:10,76.100116,         nan,        nan,    nan, 23.2,         nan,        nan,231.8,    nan,    nan,263.5,29.0,98546.8,26815,0.0,8.2,272,100,1,0,264.6049383096582,0.0005395806588571846,263.5,334.0729475401264
60,64,600,  2:24:20,76.100231,         nan,        nan,    nan, 23.2,   11.676740,  78.955760,243.3,    nan,    nan,263.4,29.0,98412.8,26987,7.0,8.2,272,100,1,0,264.6074208920624,0.000536079067688373,263.4,344.5767530619073
61,65,610,  2:24:30,76.100347,         nan,        nan,    nan, 23.2,         nan,        nan,251.9,    nan,    nan,263.3,29.0,98311.1,27146,1.0,8.2,272,100,1,0,264.5851510754818,0.0005324226145947905,263.3,352.5582219743944
62,66,620,  2:24:40,76.100463,         nan,        nan,    nan, 23.2,         nan,        nan,260.8,    nan,    nan,263.2,29.4,98207.7,27219,4.0,8.2,272,100,1,0,264.5642350175692,0.0005360910083480948,263.2,360.6815770281343
63,67,630,  2:24:50,76.100579,         nan,        nan,    nan, 23.2,         nan,        nan,268.1,    nan,    nan,263.1,29.4,98121.2,27297,3.0,8.2,272,100,1,0,264.5303407178412,0.0005323459568121597,263.1,367.4837999839868
64,68,640,  2:25:00,76.100694,         nan,        nan,    nan, 23.2,         nan,        nan,276.3,    nan,    nan,262.9,29.4,98026.3,27400,0.0,8.2,272,100,1,0,264.4023785989382,0.0005245065060691473,262.9,374.9534874214061
65,69,650,  2:25:10,76.10081,         nan,        nan,    nan, 23.2,         nan,        nan,283.4,    nan,    nan,262.7,29.4,97943.2,27510,0.0,8.2,272,100,1,0,264.2652943878063,0.0005167067087032784,262.7,381.5003243830781
66,70,660,  2:25:20,76.100926,         nan,        nan,    nan, 23.2,   11.676740,  78.955760,290.5,    nan,    nan,262.6,29.8,97860.1,27608,4.0,8.2,272,100,1,0,264.2288027698027,0.0005200435216401735,262.6,388.0527183728163
67,71,670,  2:25:30,76.101042,         nan,        nan,    nan, 23.2,         nan,        nan,296.4,    nan,    nan,262.5,29.8,97790.6,27708,0.0,8.2,272,100,1,0,264.1818288920531,0.0005163013983843507,262.5,393.5370331960123
68,72,680,  2:25:40,76.101157,         nan,        nan,    nan, 23.2,   11.676740,  78.955760,301.7,    nan,    nan,262.4,29.8,97729.6,27861,0.0,8.2,273,100,1,0,264.1282959705305,0.0005125383859907243,262.4,398.3538172525617
69,73,980,  2:25:40,76.10463,         nan,        nan,    nan,  nan,         nan,        nan,191.1,    nan,    nan,262.9,32.2,99026.6,24981,0.0,8.2,273,3,1,1,263.6361388970439,0.0005686567037184619,262.9,296.5798273394962
70,74,1280,  2:25:40,76.108102,         nan,        nan,    nan,  nan,   11.676740,  78.955760,259.5,    nan,    nan,264.1,25.5,98223.0,25872,0.0,8.2,275,26,1,1,265.4570786824711,0.0004989734352351606,264.1,359.479032884095
71,75,1580,  2:25:40,76.111574,         nan,        nan,    nan,  nan,         nan,        nan,304.0,    nan,    nan,264.7,16.1,97702.5,24382,2.0,8.2,276,10,1,1,266.4645687929603,0.0003319065124218814,264.7,400.4946974019653
72,76,1880,  2:25:40,76.115046,         nan,        nan,    nan,  nan,   11.493450,  78.962830,360.8,    nan,    nan,266.4,13.3,97041.2,24601,1.0,8.2,277,3,1,1,268.6970438171551,0.00031482962848244326,266.4,452.9217853225144
73,77,2180,  2:25:40,76.118519,         nan,        nan,    nan,  nan,         nan,        nan,750.9,    nan,    nan,263.4,15.3,92602.5,29192,0.0,8.2,278,53,1,2,269.2507290717004,0.0003005738259136206,263.4,814.344677589939
74,78,2480,  2:25:40,76.121991,         nan,        nan,    nan,  nan,   11.273320,  78.935290,598.2,    nan,    nan,264.0,15.7,94320.0,25148,0.0,8.2,278,0,1,2,268.450118402432,0.0003174280600968322,264.0,672.482589679834
75,79,2780,  2:25:40,76.125463,         nan,        nan,    nan,  nan,         nan,        nan,733.0,    nan,    nan,264.3,12.5,92802.6,26433,1.0,8.2,279,23,1,2,270.0040691202308,0.0002629623550674397,264.3,797.6820095814436
76,80,3080,  2:25:40,76.128935,         nan,        nan,    nan,  nan,   11.493450,  78.962830,739.2,    nan,    nan,264.1,13.3,92733.1,25506,1.0,8.2,280,6,1,2,269.8575388852778,0.0002756559060133265,264.1,803.4653172641904
77,81,3380,  2:25:40,76.132407,         nan,        nan,    nan,  nan,         nan,        nan,887.7,    nan,    nan,264.2,11.8,91085.1,26498,1.0,8.1,280,23,1,2,271.3470209130869,0.0002509476835707871,264.2,941.8854607291788
78,82,3680,  2:25:40,76.13588,         nan,        nan,    nan,  nan,   11.273320,  78.935290,1067.0,    nan,    nan,262.8,7.1,89126.9,27507,0.0,8.1,280,0,1,2,271.5911873082575,0.0001382164172470453,262.8,1109.653563647688
79,83,3980,  2:25:40,76.139352,         nan,        nan,    nan,  nan,         nan,        nan,1085.6,    nan,    nan,263.6,11.8,88925.1,26484,1.0,8.1,281,0,1,2,272.5945238673897,0.0002452302765839798,263.6,1127.151766703157
80,84,4280,  2:25:40,76.142824,         nan,        nan,    nan,  nan,   11.236940,  78.900800,1240.4,    nan,    nan,262.5,40.0,87265.2,27232,3.0,8.1,281,3,1,2,272.9230848869728,0.0007766101297395901,262.5,1272.607799921482
81,85,4580,  2:25:40,76.146296,         nan,        nan,    nan,  nan,         nan,        nan,1366.4,    nan,    nan,260.7,42.7,85932.6,26638,0.0,8.1,281,0,1,2,272.2465678304561,0.0007290131216967487,260.7,1391.399191062621
82,86,4880,  2:25:40,76.149769,         nan,        nan,    nan,  nan,   11.200800,  78.859390,1446.9,    nan,    nan,260.8,41.2,85090.0,26306,4.0,8.1,281,0,1,2,273.1192253818363,0.0007161152487935455,260.8,1467.465164009163
83,87,5180,  2:25:40,76.153241,         nan,        nan,    nan,  nan,         nan,        nan,1484.4,    nan,    nan,260.0,42.4,84700.0,26452,2.0,8.1,281,0,1,2,272.6392316740838,0.000694018684190404,260.0,1502.927898693841
84,88,5480,  2:25:40,76.156713,         nan,        nan,    nan,  nan,   10.801620,  78.838290,1339.0,    nan,    nan,260.5,44.3,86220.9,24393,0.0,8.1,281,0,1,2,271.7773770809059,0.000741736908129694,260.5,1365.543976144026
85,89,5780,  2:25:40,76.160185,         nan,        nan,    nan,  nan,         nan,        nan,1449.3,    nan,    nan,261.1,41.2,85064.6,25225,0.0,8.1,281,13,1,2,273.4567329081714,0.0007338222252093672,261.1,1469.76983526798
86,90,6080,  2:25:40,76.163657,         nan,        nan,    nan,  nan,   10.767030,  78.803750,1579.3,    nan,    nan,259.7,51.4,83718.4,26007,3.0,8.1,281,26,1,2,273.2335955189506,0.0008307153901540344,259.7,1592.912643762617
87,91,6380,  2:25:40,76.16713,         nan,        nan,    nan,  nan,         nan,        nan,1447.2,    nan,    nan,260.5,44.7,85086.6,24948,0.0,8.1,281,0,1,2,272.8081705992022,0.0007584117772642332,260.5,1467.773623427264
88,92,6680,  2:25:40,76.170602,         nan,        nan,    nan,  nan,   10.767030,  78.803750,1350.9,    nan,    nan,261.6,43.5,86095.4,22558,0.0,8.1,281,0,1,2,273.0386631636966,0.0007968111175922974,261.6,1376.788379139758
89,93,6980,  2:25:40,76.174074,         nan,        nan,    nan,  nan,         nan,        nan,1627.9,    nan,    nan,259.7,47.1,83219.9,26521,2.0,8.1,282,50,1,2,273.7004628805618,0.0007657795680183996,259.7,1639.01566931926
90,94,7280,  2:25:40,76.177546,         nan,        nan,    nan,  nan,   10.767030,  78.803750,1730.4,    nan,    nan,258.6,53.7,82175.5,30029,0.0,8.0,283,100,1,2,273.5268592512514,0.000808195418549593,258.6,1736.507487358299
91,95,7580,  2:25:40,76.181019,         nan,        nan,    nan,  nan,         nan,        nan,1506.2,    nan,    nan,260.1,44.3,84472.8,27690,0.0,8.1,283,20,1,2,272.953590165428,0.0007329859529130416,260.1,1523.662563123277
92,96,7880,  2:25:40,76.184491,         nan,        nan,    nan,  nan,   10.698510,  78.734670,1396.0,    nan,    nan,261.0,36.9,85622.4,26945,0.0,8.0,283,0,1,2,272.8417604570258,0.000647726608030143,261.0,1419.315490434914
93,97,8180,  2:25:40,76.187963,         nan,        nan,    nan,  nan,         nan,        nan,1305.9,    nan,    nan,262.1,35.3,86570.1,24639,2.0,8.0,283,0,1,2,273.1308856629387,0.0006692394893657504,262.1,1334.342677624727
94,98,8480,  2:25:40,76.191435,         nan,        nan,    nan,  nan,   10.664580,  78.700140,1609.7,    nan,    nan,260.0,45.5,83406.4,28508,0.0,8.0,284,53,1,2,273.8413481459693,0.0007563115564237018,260.0,1621.735244012603
95,99,8780,  2:25:40,76.194907,         nan,        nan,    nan,  nan,         nan,        nan,1718.3,    nan,    nan,258.7,52.9,82297.6,29205,0.0,8.0,284,13,1,3,273.5165200555882,0.0008015234385341435,258.7,1725.04603044747
96,100,9080,  2:25:40,76.19838,         nan,        nan,    nan,  nan,         nan,        nan,1498.7,    nan,    nan,259.3,43.1,84550.8,27452,0.0,8.0,284,0,1,3,272.0422732680622,0.0006676083099270157,259.3,1516.537868630676
97,101,9380,  2:25:40,76.201852,         nan,        nan,    nan,  nan,   10.418660,  78.630440,1363.2,    nan,    nan,261.4,40.0,85966.5,25452,0.0,8.0,283,0,1,3,272.946795656394,0.0007221449969991425,261.4,1388.354487177859
98,102,9680,  2:25:40,76.205324,         nan,        nan,    nan,  nan,         nan,        nan,1523.1,    nan,    nan,260.6,45.1,84298.2,26636,0.0,8.0,284,3,1,3,273.6400981892953,0.0007786133150981448,260.6,1539.634792226952
99,103,9980,  2:25:40,76.208796,         nan,        nan,    nan,  nan,         nan,        nan,1791.1,    nan,    nan,258.3,50.6,81561.7,29155,0.0,8.0,283,36,1,3,273.7957093150738,0.000748583390643678,258.3,1794.383755412548
100,104,10280,  2:25:40,76.212269,         nan,        nan,    nan,  nan,   10.207540,  78.602160,1709.8,    nan,    nan,258.7,54.9,82384.0,28428,0.0,8.0,283,0,1,3,273.4344914526444,0.0008309544060295731,258.7,1716.945981096538
101,105,10580,  2:25:40,76.215741,         nan,        nan,    nan,  nan,         nan,        nan,1596.4,    nan,    nan,259.3,51.4,83542.0,27637,0.0,8.0,283,0,1,3,272.9772935431557,0.0008057873325331347,259.3,1609.195274396457
102,106,10880,  2:25:40,76.219213,         nan,        nan,    nan,  nan,         nan,        nan,1660.7,    nan,    nan,259.4,50.2,82884.2,28184,3.0,8.0,283,0,1,3,273.7003532625577,0.000799715914200937,259.4,1670.218251847489
103,107,11180,  2:25:40,76.222685,         nan,        nan,    nan,  nan,   10.530930,  78.554960,1623.7,    nan,    nan,259.4,46.7,83262.3,27790,3.0,8.0,282,0,1,3,273.3444866219618,0.0007405804588302336,259.4,1635.083637531871
104,108,11480,  2:25:40,76.226157,         nan,        nan,    nan,  nan,         nan,        nan,1691.6,    nan,    nan,259.2,47.8,82568.8,28358,3.0,7.9,282,0,1,3,273.7875516977407,0.0007520200788152154,259.2,1699.649354212678
105,109,11780,  2:25:40,76.22963,         nan,        nan,    nan,  nan,         nan,        nan,1719.5,    nan,    nan,258.9,45.1,82285.7,28504,0.0,7.9,282,0,1,3,273.739289989813,0.0006947316994121535,258.9,1726.16232847305
106,110,12080,  2:25:40,76.233102,         nan,        nan,    nan,  nan,    9.935100,  78.497410,1703.5,    nan,    nan,258.9,44.3,82448.5,28330,3.0,7.9,282,0,1,3,273.5846707960908,0.0006810608387939906,258.9,1710.904605296063
107,111,12380,  2:25:40,76.236574,         nan,        nan,    nan,  nan,         nan,        nan,1693.3,    nan,    nan,258.7,44.7,82551.9,28177,4.0,7.9,281,0,1,3,273.2754022311917,0.0006751933787720584,258.7,1701.229525424797
108,112,12680,  2:25:40,76.240046,         nan,        nan,    nan,  nan,         nan,        nan,1602.2,    nan,    nan,259.5,44.3,83482.7,27616,0.0,7.9,281,0,1,3,273.2433001019119,0.0007063980892849442,259.5,1614.676693027972
109,113,12980,  2:25:40,76.243519,         nan,        nan,    nan,  nan,   10.225050,  78.415960,1659.9,    nan,    nan,259.5,48.6,82892.7,27988,1.0,7.9,281,0,1,3,273.7978399297023,0.0007804808644995041,259.5,1669.426637107291
110,114,13280,  2:25:40,76.246991,         nan,        nan,    nan,  nan,         nan,        nan,1723.8,    nan,    nan,258.8,49.4,82241.6,28449,0.0,7.9,281,0,1,3,273.6754937843188,0.000755167488251752,258.8,1730.300605780759
111,115,13580,  2:25:40,76.250463,         nan,        nan,    nan,  nan,         nan,        nan,1687.8,    nan,    nan,258.8,46.7,82607.8,28159,0.0,7.9,281,0,1,3,273.3281416099964,0.0007107284667686554,258.8,1696.004039292364
112,116,13880,  2:25:40,76.253935,         nan,        nan,    nan,  nan,   10.368460,  78.375140,1636.3,    nan,    nan,259.0,45.9,83133.4,27755,0.0,7.9,280,0,1,3,273.0438836849334,0.0007055958826198441,259.0,1647.043601343604
113,117,14050,  6:08:30,76.255903,         nan,        nan,    nan, 23.3,         nan,        nan,1742.1,    nan,    nan,258.6,51.0,82056.8,27722,0.0,7.9,280,0,1,4,273.6399065288943,0.0007686702153617747,258.6,1747.666125131986
114,118,14350,  6:13:30,76.259375,         nan,        nan,    nan, 23.3,   10.304850,  78.298830,1890.0,    nan,    nan,257.7,52.2,80569.9,28114,0.0,7.9,280,0,1,4,274.1167243488538,0.0007439985110290582,257.7,1888.829156021043
