, Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d],  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C,potential_temperature,specific_humidity,temperature,altitude
240,244,51870,  8:13:50,76.693634,         nan,        nan,    nan,  nan,         nan,        nan,431.6,    nan,    nan,267.4,53.3,96224.0,30618,20.0,7.7,296,0,1,5,270.3584519787214,0.00137347803201156,267.4,518.2042054660927
241,245,52170,  8:13:50,76.697106,         nan,        nan,    nan,  nan,         nan,        nan,452.8,    nan,    nan,267.3,54.9,95979.9,30698,24.0,7.7,296,0,1,5,270.4536450954327,0.001407546523536495,267.3,537.8118207724833
242,246,52470,  8:13:50,76.700579,         nan,        nan,    nan,  nan,         nan,        nan,494.6,    nan,    nan,267.9,54.5,95500.1,31136,28.0,7.7,296,0,1,5,271.4493157766383,0.001469822820787685,267.9,576.4980761318118
243,247,52770,  8:13:50,76.704051,         nan,        nan,    nan,  nan,         nan,        nan,525.1,    nan,    nan,268.2,51.8,95150.8,31435,24.0,7.7,296,0,1,5,272.0380908275333,0.0014343431827458372,268.2,604.7845734216459
244,248,53070,  8:13:50,76.707523,         nan,        nan,    nan,  nan,         nan,        nan,532.1,    nan,    nan,266.9,53.3,95071.1,31423,23.0,7.7,296,0,1,5,270.7843427157765,0.0013381126816029289,266.9,611.2532701703394
245,249,53370,  8:13:50,76.710995,         nan,        nan,    nan,  nan,         nan,        nan,522.2,    nan,    nan,267.2,56.5,95184.7,31302,23.0,7.7,296,0,1,5,270.9961844482274,0.0014495794289373569,267.2,602.0347876154968
246,250,53670,  8:13:50,76.714468,         nan,        nan,    nan,  nan,         nan,        nan,500.7,    nan,    nan,266.7,56.9,95430.5,31037,26.0,7.7,296,0,1,5,270.2897417385156,0.001401502675331767,266.7,582.1260579006191
247,251,53970,  8:13:50,76.71794,         nan,        nan,    nan,  nan,         nan,        nan,502.0,    nan,    nan,267.2,56.5,95415.3,31007,22.0,7.7,296,0,1,5,270.8088024856659,0.001446076080770837,267.2,583.3557034508382
248,252,54270,  8:13:50,76.721412,         nan,        nan,    nan,  nan,    9.188840,  77.561110,511.9,    nan,    nan,266.9,56.5,95301.7,31147,25.0,7.7,296,0,1,5,270.5968838538416,0.001415017453155965,266.9,592.5518934719222
249,253,54570,  8:13:50,76.724884,         nan,        nan,    nan,  nan,         nan,        nan,509.6,    nan,    nan,268.0,56.1,95328.8,31131,27.0,7.7,296,0,1,5,271.6900377589728,0.001527220060329083,268.0,590.3570888442089
250,254,54870,  8:13:50,76.728356,         nan,        nan,    nan,  nan,         nan,        nan,530.9,    nan,    nan,267.6,54.9,95084.7,31333,24.0,7.7,296,0,1,5,271.4834292623208,0.001453602613365076,267.6,610.1490687714197
251,255,55170,  8:13:50,76.731829,         nan,        nan,    nan,  nan,         nan,        nan,517.4,    nan,    nan,267.9,54.9,95239.0,31225,25.0,7.7,296,0,1,5,271.6618379740124,0.00148466964040078,267.9,597.6323034524605
252,256,55470,  8:13:50,76.735301,         nan,        nan,    nan,  nan,         nan,        nan,498.7,    nan,    nan,268.7,53.7,95452.6,30988,23.0,7.7,296,0,1,5,272.2986369535944,0.001539240018883919,268.7,580.3385673420075
253,257,55770,  8:13:50,76.738773,         nan,        nan,    nan,  nan,         nan,        nan,499.6,    nan,    nan,267.3,52.5,95442.4,30999,27.0,7.7,296,0,1,5,270.8881620619445,0.0013535947427677818,267.3,581.1635115530187
254,258,56070,  8:13:50,76.742245,         nan,        nan,    nan,  nan,         nan,        nan,505.7,    nan,    nan,268.3,52.5,95372.9,31026,28.0,7.7,296,0,1,5,271.9582105995852,0.001461343722003795,268.3,586.7868029583453
255,259,56370,  8:13:50,76.745718,         nan,        nan,    nan,  nan,         nan,        nan,503.0,    nan,    nan,268.2,51.4,95403.4,31019,22.0,7.7,296,0,1,5,271.8320001179404,0.001419498782883879,268.2,584.3185231993798
256,260,56670,  8:13:50,76.74919,         nan,        nan,    nan,  nan,         nan,        nan,503.9,    nan,    nan,267.0,52.9,95393.2,31109,19.0,7.7,296,0,1,5,270.6240207372458,0.001333738284215921,267.0,585.1438928608993
257,261,56970,  8:13:50,76.752662,         nan,        nan,    nan,  nan,         nan,        nan,525.9,    nan,    nan,266.9,56.1,95142.3,31215,20.0,7.7,296,0,1,5,270.7264006246324,0.001407353546046261,266.9,605.4742013566376
258,262,57270,  8:13:50,76.756134,         nan,        nan,    nan,  nan,    9.162350,  77.526560,528.3,    nan,    nan,267.2,56.5,95115.2,31177,25.0,7.7,296,0,1,5,271.0527735707918,0.001450638626313919,267.2,607.6733089008567
259,263,57570,  8:13:50,76.759606,         nan,        nan,    nan,  nan,         nan,        nan,530.6,    nan,    nan,266.4,57.6,95088.1,29594,19.0,7.7,295,0,1,6,270.2632523091374,0.001391478268234122,266.4,609.8730430989269
260,264,57870,  8:13:50,76.763079,         nan,        nan,    nan,  nan,         nan,        nan,693.0,    nan,    nan,266.3,37.3,93250.2,30902,26.0,7.7,295,3,1,6,271.6733128276508,0.0009118091855985217,266.3,760.5392928829443
261,265,58170,  8:13:50,76.766551,         nan,        nan,    nan,  nan,         nan,        nan,692.9,    nan,    nan,265.5,27.5,93251.9,28715,25.0,7.7,295,0,1,6,270.8557591882143,0.0006320281208619823,265.5,760.3985637034742
262,266,58470,  8:13:50,76.770023,         nan,        nan,    nan,  nan,         nan,        nan,925.6,    nan,    nan,264.4,18.8,90668.0,30745,27.0,7.7,295,0,1,6,271.908944683981,0.00040798088913597893,264.4,977.3160263600388
263,267,58770,  8:13:50,76.773495,         nan,        nan,    nan,  nan,         nan,        nan,1051.0,    nan,    nan,263.9,19.6,89299.8,31793,27.0,7.7,294,6,1,6,272.5769337697522,0.00041528969222727566,263.9,1094.692783313822
264,268,59070,  8:13:50,76.776968,         nan,        nan,    nan,  nan,    9.246110,  77.409580,900.8,    nan,    nan,266.9,17.3,90941.0,30362,22.0,7.7,294,0,1,6,274.244153228022,0.0004540465437441558,266.9,954.1076602123912
265,269,59370,  8:13:50,76.78044,         nan,        nan,    nan,  nan,         nan,        nan,946.3,    nan,    nan,266.5,15.3,90440.8,30877,21.0,7.7,294,0,1,6,274.2652201806245,0.0003915971700179817,266.5,996.6841684368976
266,270,59670,  8:13:50,76.783912,         nan,        nan,    nan,  nan,         nan,        nan,929.4,    nan,    nan,267.5,15.7,90625.6,30536,25.0,7.7,294,0,1,6,275.1337699851312,0.00043284369851887737,267.5,980.9268173654386
267,271,59970,  8:13:50,76.787384,         nan,        nan,    nan,  nan,         nan,        nan,921.6,    nan,    nan,268.4,15.3,90712.1,30495,21.0,7.6,294,0,1,6,275.9841788949288,0.0004511529781784167,268.4,973.5622540928516
268,272,60270,  8:13:50,76.790856,         nan,        nan,    nan,  nan,         nan,        nan,971.9,    nan,    nan,266.9,14.5,90161.1,31069,19.0,7.6,294,0,1,6,274.9201870310704,0.000383851106681045,266.9,1020.594712546155
269,273,60570,  8:13:50,76.794329,         nan,        nan,    nan,  nan,         nan,        nan,922.5,    nan,    nan,265.2,16.9,90701.9,30608,20.0,7.6,294,0,1,6,272.7025222568551,0.0003901584333402839,265.2,974.4303112724376
270,274,60870,  8:13:50,76.797801,         nan,        nan,    nan,  nan,         nan,        nan,1026.0,    nan,    nan,265.7,18.4,89571.1,31465,22.0,7.6,293,0,1,6,274.1982460456852,0.00044712011553933923,265.7,1071.275883653854
271,275,61170,  8:13:50,76.801273,         nan,        nan,    nan,  nan,         nan,        nan,944.3,    nan,    nan,266.8,15.7,90462.9,30725,19.0,7.6,293,0,1,6,274.5547851118307,0.0004110758634850058,266.8,994.7980724685953
272,276,61470,  8:13:50,76.804745,         nan,        nan,    nan,  nan,         nan,        nan,1062.1,    nan,    nan,265.2,16.1,89179.4,31707,28.0,7.6,293,0,1,6,274.0253405695755,0.0003780349984773677,265.2,1105.107750418148
273,277,61770,  8:13:50,76.808218,         nan,        nan,    nan,  nan,         nan,        nan,1012.6,    nan,    nan,267.1,15.3,89716.9,31109,25.0,7.6,293,0,1,6,275.5149001166846,0.00041329971577741396,267.1,1058.720633864062
274,278,62070,  8:13:50,76.81169,         nan,        nan,    nan,  nan,         nan,        nan,965.8,    nan,    nan,267.0,14.9,90227.2,30789,25.0,7.6,293,0,1,6,274.9655823372602,0.0003971743114325595,267.0,1014.937375237039
275,279,62370,  8:13:50,76.815162,         nan,        nan,    nan,  nan,         nan,        nan,993.8,    nan,    nan,264.2,17.3,89922.0,31129,23.0,7.6,293,0,1,6,272.3457061771664,0.00037267363443201963,264.2,1041.093389608736
276,280,62670,  8:13:50,76.818634,         nan,        nan,    nan,  nan,    8.981080,  77.269120,1062.4,    nan,    nan,267.2,20.0,89176.0,31844,26.0,7.6,293,0,1,6,276.0949057148448,0.000547699976697463,267.2,1105.402064888077
277,281,62970,  8:13:50,76.822106,         nan,        nan,    nan,  nan,         nan,        nan,1019.2,    nan,    nan,266.0,18.8,89645.7,31340,21.0,7.6,292,0,1,6,274.4425220749,0.00046714394356932445,266.0,1064.849315842845
278,282,63270,  8:13:50,76.825579,         nan,        nan,    nan,  nan,         nan,        nan,975.4,    nan,    nan,267.5,15.7,90122.1,30887,25.0,7.6,292,0,1,6,275.5722964129714,0.0004352619377987462,267.5,1023.934572958386
279,283,63570,  8:13:50,76.829051,         nan,        nan,    nan,  nan,         nan,        nan,990.4,    nan,    nan,266.8,16.5,89959.3,30920,19.0,7.6,292,0,1,6,274.9932659699029,0.00043444090336305203,266.8,1037.89197604307
280,284,63870,  8:13:50,76.832523,         nan,        nan,    nan,  nan,         nan,        nan,968.0,    nan,    nan,265.5,16.1,90203.5,30798,22.0,7.6,292,0,1,6,273.44136542286,0.00038252857646355493,265.5,1016.965323517821
281,285,64170,  8:13:50,76.835995,         nan,        nan,    nan,  nan,         nan,        nan,917.2,    nan,    nan,266.3,18.4,90759.6,30112,20.0,7.6,292,0,1,6,273.7838656777043,0.0004621363745122967,266.3,969.5211161769414
282,286,64470,  8:13:50,76.839468,         nan,        nan,    nan,  nan,    8.770760,  77.205430,974.8,    nan,    nan,268.1,16.5,90128.9,30857,20.0,7.6,291,0,1,6,276.1844456944009,0.0004787078764228766,268.1,1023.352134303081
283,287,64770,  8:13:50,76.84294,         nan,        nan,    nan,  nan,         nan,        nan,952.7,    nan,    nan,265.1,16.1,90371.3,30508,19.0,7.6,291,0,1,6,272.8843879505257,0.0003701661806412664,265.1,1002.618561333669
284,288,65070,  8:13:50,76.846412,         nan,        nan,    nan,  nan,         nan,        nan,951.4,    nan,    nan,267.2,21.2,90384.9,30742,22.0,7.6,291,0,1,6,275.0342213242639,0.000572796946274116,267.2,1001.456939765995
285,289,65370,  8:13:50,76.849884,         nan,        nan,    nan,  nan,         nan,        nan,996.1,    nan,    nan,266.8,17.3,89896.6,31265,25.0,7.6,291,0,1,6,275.0480793252126,0.0004558224046844695,266.8,1043.274200803301
286,290,65670,  8:13:50,76.853356,         nan,        nan,    nan,  nan,         nan,        nan,979.8,    nan,    nan,267.3,15.3,90074.6,31045,28.0,7.6,291,0,1,6,275.4077629931592,0.00041798413281779,267.3,1028.0043043562
287,291,65970,  8:13:50,76.856829,         nan,        nan,    nan,  nan,         nan,        nan,938.3,    nan,    nan,267.8,16.1,90529.0,30549,24.0,7.6,291,0,1,6,275.5263164432696,0.00045458711824562656,267.8,989.1596021314464
288,292,66270,  8:13:50,76.860301,         nan,        nan,    nan,  nan,         nan,        nan,956.4,    nan,    nan,267.8,15.3,90330.6,30835,22.0,7.6,291,0,1,6,275.6991697670335,0.0004329477707396599,267.8,1006.095929371333
289,293,66570,  8:13:50,76.863773,         nan,        nan,    nan,  nan,         nan,        nan,1013.9,    nan,    nan,268.0,16.1,89703.3,31424,30.0,7.6,292,0,1,6,276.4552344487428,0.0004657794682630625,268.0,1059.890905106746
290,294,66870,  8:13:50,76.867245,         nan,        nan,    nan,  nan,         nan,        nan,1002.6,    nan,    nan,266.5,17.3,89825.4,31191,27.0,7.6,291,0,1,6,274.8010386476066,0.0004458199022887316,266.5,1049.390626917282
291,295,67170,  8:13:50,76.870718,         nan,        nan,    nan,  nan,         nan,        nan,1062.3,    nan,    nan,266.9,15.7,89177.7,31679,29.0,7.6,291,0,1,6,275.7834160741014,0.00042020129033256597,266.9,1105.254906250478
292,296,67470,  8:13:50,76.87419,         nan,        nan,    nan,  nan,         nan,        nan,1112.0,    nan,    nan,264.0,21.2,88640.3,31964,23.0,7.6,291,0,1,6,273.258630652846,0.0004560937262290561,264.0,1151.914636477986
293,297,67770,  8:13:50,76.877662,         nan,        nan,    nan,  nan,         nan,        nan,1063.7,    nan,    nan,265.6,20.4,89162.5,31503,16.0,7.6,291,0,1,6,274.4535203394216,0.0004941595562251576,265.6,1106.57077720285
294,298,68070,  8:13:50,76.881134,         nan,        nan,    nan,  nan,         nan,        nan,964.9,    nan,    nan,268.0,20.4,90237.4,30615,25.0,7.6,291,0,1,6,275.9864976973862,0.0005866870184529375,268.0,1014.064751325321
295,299,68370,  8:13:50,76.884606,         nan,        nan,    nan,  nan,         nan,        nan,955.4,    nan,    nan,266.8,18.8,90340.8,30222,28.0,7.6,291,0,1,7,274.6608079568237,0.000492909000536599,266.8,1005.224304281926
296,300,68670,  8:13:50,76.888079,         nan,        nan,    nan,  nan,         nan,        nan,977.3,    nan,    nan,264.6,19.2,90101.7,29854,22.0,7.6,291,0,1,7,272.602424206501,0.00042587306977937,264.6,1025.682152641909
297,301,68970,  8:13:50,76.891551,         nan,        nan,    nan,  nan,         nan,        nan,1020.1,    nan,    nan,264.2,20.0,89635.5,30302,28.0,7.6,291,0,1,7,272.5942587471897,0.00043221364516524504,264.2,1065.727699773681
298,302,69270,  8:13:50,76.895023,         nan,        nan,    nan,  nan,         nan,        nan,1057.6,    nan,    nan,264.3,23.5,89228.6,30567,17.0,7.6,291,0,1,7,273.0523367553443,0.0005141709011962239,264.3,1100.850102456483
299,303,69570,  8:13:50,76.898495,         nan,        nan,    nan,  nan,         nan,        nan,1083.3,    nan,    nan,264.9,24.7,88950.5,30399,28.0,7.6,291,0,1,7,273.9165192205703,0.0005680712152227754,264.9,1124.947133712867
300,304,69870,  8:13:50,76.901968,         nan,        nan,    nan,  nan,         nan,        nan,1109.2,    nan,    nan,264.7,24.3,88670.8,30091,29.0,7.6,291,0,1,7,273.9562371332355,0.0005519773044016662,264.7,1149.258912835121
301,305,70170,  8:13:50,76.90544,         nan,        nan,    nan,  nan,         nan,        nan,1142.6,    nan,    nan,264.2,24.3,88311.3,30371,24.0,7.6,291,0,1,7,273.756484474429,0.0005330138806961207,264.2,1180.619855499593
302,306,70470,  8:13:50,76.908912,         nan,        nan,    nan,  nan,         nan,        nan,1179.9,    nan,    nan,264.0,25.1,87911.2,30698,24.0,7.6,291,0,1,7,273.9045570132466,0.0005444762841832083,264.0,1215.672993280489
303,307,70770,  8:13:50,76.912384,         nan,        nan,    nan,  nan,         nan,        nan,1223.8,    nan,    nan,264.9,25.1,87441.6,31176,22.0,7.6,291,0,1,7,275.2594411254059,0.0005872321842850165,264.9,1257.019172411691
304,308,71070,  8:13:50,76.915856,         nan,        nan,    nan,  nan,         nan,        nan,1240.2,    nan,    nan,264.5,24.7,87266.9,30751,27.0,7.6,291,0,1,7,275.000967472089,0.0005612712770710493,264.5,1272.457419060298
305,309,71370,  8:13:50,76.919329,         nan,        nan,    nan,  nan,         nan,        nan,1242.9,    nan,    nan,263.9,23.9,87238.1,30139,28.0,7.6,291,0,1,7,274.403036702465,0.0005183669085099818,263.9,1275.0054434281
306,310,71670,  8:13:50,76.922801,         nan,        nan,    nan,  nan,         nan,        nan,1242.5,    nan,    nan,263.3,23.5,87243.2,29428,22.0,7.6,291,0,1,7,273.7745820652465,0.0004861802659943353,263.3,1274.55416949486
307,311,71970,  8:13:50,76.926273,         nan,        nan,    nan,  nan,         nan,        nan,1246.1,    nan,    nan,263.0,29.0,87204.2,29048,24.0,7.6,291,0,1,7,273.4976020642259,0.0005861919988427678,263.0,1278.005758474169
308,312,72270,  8:13:50,76.929745,         nan,        nan,    nan,  nan,         nan,        nan,1265.6,    nan,    nan,262.7,36.1,86997.4,28641,27.0,7.6,291,0,1,7,273.3711011747135,0.0007142857523189084,262.7,1296.333863264699
309,313,72570,  8:13:50,76.933218,         nan,        nan,    nan,  nan,         nan,        nan,1312.5,    nan,    nan,262.3,40.4,86500.6,29187,22.0,7.6,291,0,1,7,273.40206419609,0.0007788389119524092,262.3,1340.542514146586
310,314,72870,  8:13:50,76.93669,         nan,        nan,    nan,  nan,         nan,        nan,1382.7,    nan,    nan,261.9,39.6,85761.4,30365,32.0,7.6,291,83,1,7,273.6556745831967,0.0007458570028120933,261.9,1406.793767561231
311,315,73170,  8:13:50,76.940162,         nan,        nan,    nan,  nan,         nan,        nan,1454.7,    nan,    nan,261.6,41.2,85008.6,31411,19.0,7.6,291,100,1,7,274.0319768567074,0.0007643291592903344,261.6,1474.853432328199
312,316,73470,  8:13:50,76.943634,         nan,        nan,    nan,  nan,         nan,        nan,1508.7,    nan,    nan,261.6,39.6,84447.4,31622,22.0,7.6,291,50,1,7,274.5513182424073,0.0007395286084183459,261.6,1525.984075980939
313,317,73770,  8:13:50,76.947106,         nan,        nan,    nan,  nan,         nan,        nan,1532.9,    nan,    nan,261.9,34.9,84196.5,31331,30.0,7.6,291,0,1,7,275.1000622193229,0.0006695509586124558,261.9,1548.953457698263
314,318,74070,  8:13:50,76.950579,         nan,        nan,    nan,  nan,    8.649110,  77.024770,1538.0,    nan,    nan,261.4,33.3,84143.9,30727,26.0,7.6,291,0,1,7,274.6239157238157,0.0006142077006041857,261.4,1553.777558387827
315,319,74370,  8:13:50,76.954051,         nan,        nan,    nan,  nan,         nan,        nan,1543.6,    nan,    nan,261.1,32.5,84086.3,30094,20.0,7.6,291,0,1,7,274.3624396466736,0.0005855994056518562,261.1,1559.063684251573
316,320,74670,  8:13:50,76.957523,         nan,        nan,    nan,  nan,         nan,        nan,1560.9,    nan,    nan,260.7,29.4,83908.3,29914,26.0,7.6,291,0,1,7,274.1081162331229,0.0005140529201880197,260.7,1575.422196488172
317,321,74970,  8:13:50,76.960995,         nan,        nan,    nan,  nan,         nan,        nan,1592.8,    nan,    nan,260.6,31.4,83579.3,29808,24.0,7.6,291,0,1,7,274.3108599604989,0.0005467571919440596,260.6,1605.749427365959
318,322,75270,  8:13:50,76.964468,         nan,        nan,    nan,  nan,         nan,        nan,1630.7,    nan,    nan,260.6,30.2,83191.1,30147,19.0,7.6,291,0,1,7,274.6761581667664,0.0005283158764885772,260.6,1641.687626057133
319,323,75570,  8:13:50,76.96794,         nan,        nan,    nan,  nan,         nan,        nan,1677.3,    nan,    nan,260.4,33.3,82714.7,30596,23.0,7.6,291,0,1,7,274.916310717887,0.0005765172966054603,260.4,1686.020954448455
320,324,75870,  8:13:50,76.971412,         nan,        nan,    nan,  nan,         nan,        nan,1720.7,    nan,    nan,260.4,40.0,82273.8,30919,24.0,7.6,291,0,1,7,275.3366480315724,0.0006962244032431411,260.4,1727.27878794718
321,325,76170,  8:13:50,76.974884,         nan,        nan,    nan,  nan,         nan,        nan,1752.5,    nan,    nan,260.3,43.5,81951.7,30951,27.0,7.6,291,0,1,7,275.5397065166266,0.0007539996543502468,260.3,1757.559748629749
322,326,76470,  8:13:50,76.978356,         nan,        nan,    nan,  nan,         nan,        nan,1773.1,    nan,    nan,260.1,44.7,81743.2,30439,28.0,7.6,291,0,1,7,275.5285634177233,0.0007643014853090731,260.1,1777.224574521861
323,327,76770,  8:13:50,76.981829,         nan,        nan,    nan,  nan,         nan,        nan,1793.3,    nan,    nan,260.0,45.9,81539.7,29982,19.0,7.6,291,0,1,7,275.618947985601,0.0007804270117800586,260.0,1796.466250353236
324,328,77070,  8:13:50,76.985301,         nan,        nan,    nan,  nan,    8.444420,  76.952820,1828.0,    nan,    nan,259.8,46.3,81190.4,30198,22.0,7.6,291,0,1,7,275.7451157442563,0.000777885455028054,259.8,1829.606083822571
325,329,77370,  8:13:50,76.988773,         nan,        nan,    nan,  nan,         nan,        nan,1867.6,    nan,    nan,259.7,46.3,80793.7,30457,25.0,7.6,291,0,1,7,276.025179436344,0.0007753781361051559,259.7,1867.416341915928
326,330,77670,  8:13:50,76.992245,         nan,        nan,    nan,  nan,         nan,        nan,1904.8,    nan,    nan,259.7,45.9,80422.4,30874,28.0,7.6,291,0,1,7,276.3888684160802,0.0007722283000294879,259.7,1902.974255213887
327,331,77970,  8:13:50,76.995718,         nan,        nan,    nan,  nan,         nan,        nan,1944.7,    nan,    nan,259.5,45.5,80025.7,31195,24.0,7.6,291,0,1,7,276.5666766092,0.0007568750535109119,259.5,1941.146479525556
328,332,78270,  8:13:50,76.99919,         nan,        nan,    nan,  nan,         nan,        nan,1984.3,    nan,    nan,259.6,45.1,79634.0,31377,24.0,7.6,291,0,1,7,277.0615906564787,0.0007600737160519401,259.6,1979.023699345655
329,333,78570,  8:13:50,77.002662,         nan,        nan,    nan,  nan,         nan,        nan,2015.9,    nan,    nan,260.2,44.3,79322.1,31406,25.0,7.6,291,0,1,7,278.0136506314953,0.0007869286984486542,260.2,2009.317774168731
330,334,78870,  8:13:50,77.006134,         nan,        nan,    nan,  nan,         nan,        nan,2032.6,    nan,    nan,261.2,41.6,79157.6,30854,25.0,7.6,291,0,1,7,279.2477772775378,0.0008026569081600754,261.2,2025.343266409898
331,335,79170,  8:13:50,77.009606,         nan,        nan,    nan,  nan,         nan,        nan,2037.1,    nan,    nan,261.0,39.6,79113.5,30371,21.0,7.6,291,0,1,7,279.0784117396048,0.0007523109036861072,261.0,2029.645123119074
332,336,79470,  8:13:50,77.013079,         nan,        nan,    nan,  nan,         nan,        nan,2046.4,    nan,    nan,259.2,39.2,79022.0,29814,24.0,7.6,291,0,1,7,277.2454315975081,0.0006444000455146194,259.2,2038.578398600912
333,337,79770,  8:13:50,77.016551,         nan,        nan,    nan,  nan,         nan,        nan,2068.9,    nan,    nan,258.7,43.1,78801.6,29669,28.0,7.6,291,0,1,7,276.9316344816943,0.0006820087704319053,258.7,2060.138901540088
334,338,80070,  8:13:50,77.020023,         nan,        nan,    nan,  nan,    8.577720,  76.913110,2100.9,    nan,    nan,258.5,46.7,78487.9,29738,23.0,7.6,291,0,1,7,277.0332420504563,0.000729847693086321,258.5,2090.930648066825
335,339,80370,  8:13:50,77.023495,         nan,        nan,    nan,  nan,         nan,        nan,2148.1,    nan,    nan,258.3,48.6,78028.4,30091,26.0,7.6,291,0,1,7,277.2839165615624,0.0007515528168813786,258.3,2136.256518301295
336,340,80670,  8:13:50,77.026968,         nan,        nan,    nan,  nan,         nan,        nan,2203.4,    nan,    nan,258.1,49.4,77492.7,30585,20.0,7.6,291,50,1,7,277.6153878910837,0.0007566368015886591,258.1,2189.437090404404
337,341,80970,  8:13:50,77.03044,         nan,        nan,    nan,  nan,         nan,        nan,2255.8,    nan,    nan,257.9,49.4,76987.4,31151,25.0,7.6,291,33,1,7,277.9195071690862,0.0007491373112852775,257.9,2239.93777501081
338,342,81270,  8:13:50,77.033912,         nan,        nan,    nan,  nan,         nan,        nan,2300.7,    nan,    nan,257.7,49.8,76556.8,31246,25.0,7.6,291,0,1,7,278.14958734112,0.0007469988938274137,257.7,2283.235064407543
339,343,81570,  8:13:50,77.037384,         nan,        nan,    nan,  nan,         nan,        nan,2330.6,    nan,    nan,258.2,49.4,76270.2,31273,24.0,7.6,291,0,1,7,278.9882208645109,0.0007751259041774643,258.2,2312.188197558668
340,344,81870,  8:13:50,77.040856,         nan,        nan,    nan,  nan,         nan,        nan,2342.4,    nan,    nan,258.7,47.8,76158.3,30828,22.0,7.6,290,0,1,7,279.6458204969538,0.0007826334041655855,258.7,2323.522190792743
341,345,82170,  8:13:50,77.044329,         nan,        nan,    nan,  nan,         nan,        nan,2360.5,    nan,    nan,257.8,45.9,75985.4,30459,22.0,7.6,290,0,1,7,278.854066752391,0.00069943661730196,257.8,2341.067465280021
342,346,82470,  8:13:50,77.047801,         nan,        nan,    nan,  nan,         nan,        nan,2380.3,    nan,    nan,257.4,47.1,75797.2,30235,25.0,7.6,290,0,1,7,278.6188383032479,0.0006960635190747312,257.4,2360.210765667837
343,347,82770,  8:13:50,77.051273,         nan,        nan,    nan,  nan,         nan,        nan,2403.0,    nan,    nan,257.2,49.0,75581.9,29978,23.0,7.6,290,0,1,7,278.6288188410621,0.0007142464429847356,257.2,2382.168997408136
344,348,83070,  8:13:50,77.054745,         nan,        nan,    nan,  nan,    8.398050,  76.883740,2433.0,    nan,    nan,257.1,50.2,75298.7,29856,23.0,7.6,290,0,1,7,278.8195268767537,0.0007284095578911627,257.1,2411.147725306973
345,349,83370,  8:13:50,77.058218,         nan,        nan,    nan,  nan,         nan,        nan,2466.1,    nan,    nan,257.0,50.6,74986.8,29917,19.0,7.6,290,0,1,7,279.0419730728411,0.0007311584484570271,257.0,2443.189597082098
346,350,83670,  8:13:50,77.06169,         nan,        nan,    nan,  nan,         nan,        nan,2503.1,    nan,    nan,256.6,50.6,74639.2,29997,27.0,7.6,290,0,1,7,278.9779489806107,0.0007104657412214612,256.6,2479.056381590625
347,351,83970,  8:13:50,77.065162,         nan,        nan,    nan,  nan,         nan,        nan,2533.5,    nan,    nan,256.6,51.0,74354.4,30061,25.0,7.6,290,0,1,7,279.2829900273915,0.000718824883639481,256.6,2508.567920753962
348,352,84270,  8:13:50,77.068634,         nan,        nan,    nan,  nan,         nan,        nan,2562.2,    nan,    nan,256.2,51.0,74086.5,29898,22.0,7.6,290,0,1,7,279.1354956977796,0.0006976752830493191,256.2,2536.431606713097
349,353,84570,  8:13:50,77.072106,         nan,        nan,    nan,  nan,         nan,        nan,2584.9,    nan,    nan,256.1,51.4,73874.6,29507,25.0,7.6,290,0,1,7,279.2550956088141,0.0006992747574998368,256.1,2558.542315397889
350,354,84870,  8:13:50,77.075579,         nan,        nan,    nan,  nan,         nan,        nan,2607.9,    nan,    nan,256.1,51.0,73660.9,29198,21.0,7.6,290,0,1,7,279.4864444948563,0.0006958458315660296,256.1,2580.90517068551
351,355,85170,  8:13:50,77.079051,         nan,        nan,    nan,  nan,         nan,        nan,2640.1,    nan,    nan,256.1,41.2,73362.5,29244,21.0,7.6,290,0,1,7,279.8109364051114,0.0005644207457150047,256.1,2612.240330477124
352,356,85470,  8:13:50,77.082523,         nan,        nan,    nan,  nan,         nan,        nan,2686.1,    nan,    nan,256.1,31.4,72938.7,29554,25.0,7.6,290,0,1,7,280.2747215300609,0.0004326647404002528,256.1,2656.963568466942
353,357,85770,  8:13:50,77.085995,         nan,        nan,    nan,  nan,         nan,        nan,2742.6,    nan,    nan,255.9,19.2,72419.9,30313,22.0,7.6,290,33,1,7,280.6278832805155,0.00026201659213654635,255.9,2712.067177038176
354,358,86070,  8:13:50,77.089468,         nan,        nan,    nan,  nan,    8.375050,  76.849210,2791.5,    nan,    nan,255.7,23.5,71974.0,30408,25.0,7.6,290,16,1,7,280.9040561823772,0.0003173002484889361,255.7,2759.744182127821
355,359,86370,  8:13:50,77.09294,         nan,        nan,    nan,  nan,         nan,        nan,2824.9,    nan,    nan,255.6,31.8,71670.5,30471,28.0,7.6,290,0,1,7,281.1335892487606,0.0004275691633187523,255.6,2792.364583475227
356,360,86670,  8:13:50,77.096412,         nan,        nan,    nan,  nan,         nan,        nan,2848.2,    nan,    nan,255.4,34.9,71458.6,30252,26.0,7.6,290,0,1,7,281.1514790546493,0.00046276860901481244,255.4,2815.2217448236
