"File","Date","Hour"
"meps_subset_2_5km_20180825T18Z.nc","20180825","18"
"meps_subset_2_5km_20180825T12Z.nc","20180825","12"
"meps_subset_2_5km_20180825T06Z.nc","20180825","06"
"meps_subset_2_5km_20180825T00Z.nc","20180825","00"
"meps_mbr0_vc_2_5km_20180825T18Z.nc","20180825","18"
"meps_mbr0_vc_2_5km_20180825T12Z.nc","20180825","12"
"meps_mbr0_vc_2_5km_20180825T06Z.nc","20180825","06"
"meps_mbr0_vc_2_5km_20180825T00Z.nc","20180825","00"
"meps_mbr0_ppalgs_plevels_2_5km_20180825T18Z.nc","20180825","18"
"meps_mbr0_ppalgs_plevels_2_5km_20180825T12Z.nc","20180825","12"
"meps_mbr0_ppalgs_plevels_2_5km_20180825T06Z.nc","20180825","06"
"meps_mbr0_ppalgs_plevels_2_5km_20180825T00Z.nc","20180825","00"
"meps_mbr0_pp_2_5km_20180825T18Z.nc","20180825","18"
"meps_mbr0_pp_2_5km_20180825T12Z.nc","20180825","12"
"meps_mbr0_pp_2_5km_20180825T06Z.nc","20180825","06"
"meps_mbr0_pp_2_5km_20180825T00Z.nc","20180825","00"
"meps_mbr0_full_backup_2_5km_20180825T00Z.nc","20180825","00"
"meps_mbr0_extracted_backup_2_5km_20180825T00Z.nc","20180825","00"
"meps_subset_2_5km_20180826T18Z.nc","20180826","18"
"meps_subset_2_5km_20180826T12Z.nc","20180826","12"
"meps_subset_2_5km_20180826T06Z.nc","20180826","06"
"meps_subset_2_5km_20180826T00Z.nc","20180826","00"
"meps_mbr0_vc_2_5km_20180826T18Z.nc","20180826","18"
"meps_mbr0_vc_2_5km_20180826T12Z.nc","20180826","12"
"meps_mbr0_vc_2_5km_20180826T06Z.nc","20180826","06"
"meps_mbr0_vc_2_5km_20180826T00Z.nc","20180826","00"
"meps_mbr0_ppalgs_plevels_2_5km_20180826T18Z.nc","20180826","18"
"meps_mbr0_ppalgs_plevels_2_5km_20180826T12Z.nc","20180826","12"
"meps_mbr0_ppalgs_plevels_2_5km_20180826T06Z.nc","20180826","06"
"meps_mbr0_ppalgs_plevels_2_5km_20180826T00Z.nc","20180826","00"
"meps_mbr0_pp_2_5km_20180826T18Z.nc","20180826","18"
"meps_mbr0_pp_2_5km_20180826T12Z.nc","20180826","12"
"meps_mbr0_pp_2_5km_20180826T06Z.nc","20180826","06"
"meps_mbr0_pp_2_5km_20180826T00Z.nc","20180826","00"
"meps_mbr0_full_backup_2_5km_20180826T00Z.nc","20180826","00"
"meps_mbr0_extracted_backup_2_5km_20180826T00Z.nc","20180826","00"
"meps_subset_2_5km_20180827T18Z.nc","20180827","18"
"meps_subset_2_5km_20180827T12Z.nc","20180827","12"
"meps_subset_2_5km_20180827T06Z.nc","20180827","06"
"meps_subset_2_5km_20180827T00Z.nc","20180827","00"
"meps_mbr0_vc_2_5km_20180827T18Z.nc","20180827","18"
"meps_mbr0_vc_2_5km_20180827T12Z.nc","20180827","12"
"meps_mbr0_vc_2_5km_20180827T06Z.nc","20180827","06"
"meps_mbr0_vc_2_5km_20180827T00Z.nc","20180827","00"
"meps_mbr0_ppalgs_plevels_2_5km_20180827T18Z.nc","20180827","18"
"meps_mbr0_ppalgs_plevels_2_5km_20180827T12Z.nc","20180827","12"
"meps_mbr0_ppalgs_plevels_2_5km_20180827T06Z.nc","20180827","06"
"meps_mbr0_ppalgs_plevels_2_5km_20180827T00Z.nc","20180827","00"
"meps_mbr0_pp_2_5km_20180827T18Z.nc","20180827","18"
"meps_mbr0_pp_2_5km_20180827T12Z.nc","20180827","12"
"meps_mbr0_pp_2_5km_20180827T06Z.nc","20180827","06"
"meps_mbr0_pp_2_5km_20180827T00Z.nc","20180827","00"
"meps_mbr0_full_backup_2_5km_20180827T00Z.nc","20180827","00"
"meps_mbr0_extracted_backup_2_5km_20180827T00Z.nc","20180827","00"
"meps_subset_2_5km_20180828T18Z.nc","20180828","18"
"meps_subset_2_5km_20180828T12Z.nc","20180828","12"
"meps_subset_2_5km_20180828T06Z.nc","20180828","06"
"meps_subset_2_5km_20180828T00Z.nc","20180828","00"
"meps_mbr0_vc_2_5km_20180828T18Z.nc","20180828","18"
"meps_mbr0_vc_2_5km_20180828T12Z.nc","20180828","12"
"meps_mbr0_vc_2_5km_20180828T06Z.nc","20180828","06"
"meps_mbr0_vc_2_5km_20180828T00Z.nc","20180828","00"
"meps_mbr0_ppalgs_plevels_2_5km_20180828T18Z.nc","20180828","18"
"meps_mbr0_ppalgs_plevels_2_5km_20180828T12Z.nc","20180828","12"
"meps_mbr0_ppalgs_plevels_2_5km_20180828T06Z.nc","20180828","06"
"meps_mbr0_ppalgs_plevels_2_5km_20180828T00Z.nc","20180828","00"
"meps_mbr0_pp_2_5km_20180828T18Z.nc","20180828","18"
"meps_mbr0_pp_2_5km_20180828T12Z.nc","20180828","12"
"meps_mbr0_pp_2_5km_20180828T06Z.nc","20180828","06"
"meps_mbr0_pp_2_5km_20180828T00Z.nc","20180828","00"
"meps_mbr0_full_backup_2_5km_20180828T00Z.nc","20180828","00"
"meps_mbr0_extracted_backup_2_5km_20180828T00Z.nc","20180828","00"
"meps_subset_2_5km_20180829T18Z.nc","20180829","18"
"meps_subset_2_5km_20180829T12Z.nc","20180829","12"
"meps_subset_2_5km_20180829T06Z.nc","20180829","06"
"meps_subset_2_5km_20180829T00Z.nc","20180829","00"
"meps_mbr0_vc_2_5km_20180829T18Z.nc","20180829","18"
"meps_mbr0_vc_2_5km_20180829T12Z.nc","20180829","12"
"meps_mbr0_vc_2_5km_20180829T06Z.nc","20180829","06"
"meps_mbr0_vc_2_5km_20180829T00Z.nc","20180829","00"
"meps_mbr0_ppalgs_plevels_2_5km_20180829T18Z.nc","20180829","18"
"meps_mbr0_ppalgs_plevels_2_5km_20180829T12Z.nc","20180829","12"
"meps_mbr0_ppalgs_plevels_2_5km_20180829T06Z.nc","20180829","06"
"meps_mbr0_ppalgs_plevels_2_5km_20180829T00Z.nc","20180829","00"
"meps_mbr0_pp_2_5km_20180829T18Z.nc","20180829","18"
"meps_mbr0_pp_2_5km_20180829T12Z.nc","20180829","12"
"meps_mbr0_pp_2_5km_20180829T06Z.nc","20180829","06"
"meps_mbr0_pp_2_5km_20180829T00Z.nc","20180829","00"
"meps_mbr0_full_backup_2_5km_20180829T00Z.nc","20180829","00"
"meps_mbr0_extracted_backup_2_5km_20180829T00Z.nc","20180829","00"
"meps_subset_2_5km_20180830T18Z.nc","20180830","18"
"meps_subset_2_5km_20180830T12Z.nc","20180830","12"
"meps_subset_2_5km_20180830T06Z.nc","20180830","06"
"meps_subset_2_5km_20180830T00Z.nc","20180830","00"
"meps_mbr0_vc_2_5km_20180830T18Z.nc","20180830","18"
"meps_mbr0_vc_2_5km_20180830T12Z.nc","20180830","12"
"meps_mbr0_vc_2_5km_20180830T06Z.nc","20180830","06"
"meps_mbr0_vc_2_5km_20180830T00Z.nc","20180830","00"
"meps_mbr0_ppalgs_plevels_2_5km_20180830T18Z.nc","20180830","18"
"meps_mbr0_ppalgs_plevels_2_5km_20180830T12Z.nc","20180830","12"
"meps_mbr0_ppalgs_plevels_2_5km_20180830T06Z.nc","20180830","06"
"meps_mbr0_ppalgs_plevels_2_5km_20180830T00Z.nc","20180830","00"
"meps_mbr0_pp_2_5km_20180830T18Z.nc","20180830","18"
"meps_mbr0_pp_2_5km_20180830T12Z.nc","20180830","12"
"meps_mbr0_pp_2_5km_20180830T06Z.nc","20180830","06"
"meps_mbr0_pp_2_5km_20180830T00Z.nc","20180830","00"
"meps_mbr0_full_backup_2_5km_20180830T00Z.nc","20180830","00"
"meps_mbr0_extracted_backup_2_5km_20180830T00Z.nc","20180830","00"
"meps_subset_2_5km_20180831T18Z.nc","20180831","18"
"meps_subset_2_5km_20180831T12Z.nc","20180831","12"
"meps_subset_2_5km_20180831T06Z.nc","20180831","06"
"meps_subset_2_5km_20180831T00Z.nc","20180831","00"
"meps_sfx_2_5km_20180831T21Z.nc","20180831","21"
"meps_mbr0_vc_2_5km_20180831T18Z.nc","20180831","18"
"meps_mbr0_vc_2_5km_20180831T12Z.nc","20180831","12"
"meps_mbr0_vc_2_5km_20180831T06Z.nc","20180831","06"
"meps_mbr0_vc_2_5km_20180831T00Z.nc","20180831","00"
"meps_mbr0_ppalgs_plevels_2_5km_20180831T18Z.nc","20180831","18"
"meps_mbr0_ppalgs_plevels_2_5km_20180831T12Z.nc","20180831","12"
"meps_mbr0_ppalgs_plevels_2_5km_20180831T06Z.nc","20180831","06"
"meps_mbr0_ppalgs_plevels_2_5km_20180831T00Z.nc","20180831","00"
"meps_mbr0_pp_2_5km_20180831T18Z.nc","20180831","18"
"meps_mbr0_pp_2_5km_20180831T12Z.nc","20180831","12"
"meps_mbr0_pp_2_5km_20180831T06Z.nc","20180831","06"
"meps_mbr0_pp_2_5km_20180831T00Z.nc","20180831","00"
"meps_mbr0_full_backup_2_5km_20180831T00Z.nc","20180831","00"
"meps_mbr0_extracted_backup_2_5km_20180831T00Z.nc","20180831","00"
"meps_extracted_2_5km_20180831T21Z.nc","20180831","21"
"meps_subset_2_5km_20180901T18Z.nc","20180901","18"
"meps_subset_2_5km_20180901T12Z.nc","20180901","12"
"meps_subset_2_5km_20180901T06Z.nc","20180901","06"
"meps_subset_2_5km_20180901T00Z.nc","20180901","00"
"meps_sfx_2_5km_20180901T21Z.nc","20180901","21"
"meps_sfx_2_5km_20180901T18Z.nc","20180901","18"
"meps_sfx_2_5km_20180901T15Z.nc","20180901","15"
"meps_sfx_2_5km_20180901T12Z.nc","20180901","12"
"meps_sfx_2_5km_20180901T09Z.nc","20180901","09"
"meps_sfx_2_5km_20180901T06Z.nc","20180901","06"
"meps_sfx_2_5km_20180901T03Z.nc","20180901","03"
"meps_sfx_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr9_vc_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr9_vc_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr9_vc_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr9_vc_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr8_vc_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr8_vc_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr8_vc_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr8_vc_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr7_vc_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr7_vc_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr7_vc_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr7_vc_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr6_vc_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr6_vc_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr6_vc_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr6_vc_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr5_vc_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr5_vc_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr5_vc_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr5_vc_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr4_vc_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr4_vc_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr4_vc_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr4_vc_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr3_vc_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr3_vc_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr3_vc_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr3_vc_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr2_vc_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr2_vc_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr2_vc_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr2_vc_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr1_vc_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr1_vc_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr1_vc_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr1_vc_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr0_vtk_20180901T18Z.nc","20180901","18"
"meps_mbr0_vtk_20180901T12Z.nc","20180901","12"
"meps_mbr0_vtk_20180901T06Z.nc","20180901","06"
"meps_mbr0_vtk_20180901T00Z.nc","20180901","00"
"meps_mbr0_vc_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr0_vc_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr0_vc_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr0_vc_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr0_sfx_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr0_sfx_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr0_sfx_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr0_sfx_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr0_ppalgs_plevels_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr0_ppalgs_plevels_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr0_ppalgs_plevels_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr0_ppalgs_plevels_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr0_ppalgs_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr0_ppalgs_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr0_ppalgs_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr0_ppalgs_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr0_pp_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr0_pp_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr0_pp_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr0_pp_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr0_full_backup_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr0_extracted_backup_2_5km_20180901T00Z.nc","20180901","00"
"meps_mbr0_extracted_2_5km_20180901T18Z.nc","20180901","18"
"meps_mbr0_extracted_2_5km_20180901T12Z.nc","20180901","12"
"meps_mbr0_extracted_2_5km_20180901T06Z.nc","20180901","06"
"meps_mbr0_extracted_2_5km_20180901T00Z.nc","20180901","00"
"meps_full_2_5km_20180901T00Z.nc","20180901","00"
"meps_extracted_2_5km_20180901T21Z.nc","20180901","21"
"meps_extracted_2_5km_20180901T18Z.nc","20180901","18"
"meps_extracted_2_5km_20180901T15Z.nc","20180901","15"
"meps_extracted_2_5km_20180901T12Z.nc","20180901","12"
"meps_extracted_2_5km_20180901T09Z.nc","20180901","09"
"meps_extracted_2_5km_20180901T06Z.nc","20180901","06"
"meps_extracted_2_5km_20180901T03Z.nc","20180901","03"
"meps_extracted_2_5km_20180901T00Z.nc","20180901","00"
"meps_subset_2_5km_20180902T18Z.nc","20180902","18"
"meps_subset_2_5km_20180902T06Z.nc","20180902","06"
"meps_subset_2_5km_20180902T00Z.nc","20180902","00"
"meps_sfx_2_5km_20180902T21Z.nc","20180902","21"
"meps_sfx_2_5km_20180902T18Z.nc","20180902","18"
"meps_sfx_2_5km_20180902T09Z.nc","20180902","09"
"meps_sfx_2_5km_20180902T06Z.nc","20180902","06"
"meps_sfx_2_5km_20180902T03Z.nc","20180902","03"
"meps_sfx_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr9_vc_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr9_vc_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr9_vc_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr8_vc_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr8_vc_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr8_vc_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr7_vc_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr7_vc_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr7_vc_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr6_vc_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr6_vc_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr6_vc_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr5_vc_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr5_vc_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr5_vc_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr4_vc_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr4_vc_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr4_vc_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr3_vc_2_5km_20180902T18Z.nc","20180902","18"
"meps_mbr3_vc_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr3_vc_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr3_vc_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr2_vc_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr2_vc_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr2_vc_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr1_vc_2_5km_20180902T18Z.nc","20180902","18"
"meps_mbr1_vc_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr1_vc_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr1_vc_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr0_vtk_20180902T18Z.nc","20180902","18"
"meps_mbr0_vtk_20180902T12Z.nc","20180902","12"
"meps_mbr0_vtk_20180902T06Z.nc","20180902","06"
"meps_mbr0_vtk_20180902T00Z.nc","20180902","00"
"meps_mbr0_vc_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr0_vc_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr0_vc_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr0_sfx_2_5km_20180902T18Z.nc","20180902","18"
"meps_mbr0_sfx_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr0_sfx_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr0_sfx_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr0_ppalgs_plevels_2_5km_20180902T18Z.nc","20180902","18"
"meps_mbr0_ppalgs_plevels_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr0_ppalgs_plevels_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr0_ppalgs_plevels_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr0_ppalgs_2_5km_20180902T18Z.nc","20180902","18"
"meps_mbr0_ppalgs_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr0_ppalgs_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr0_ppalgs_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr0_pp_2_5km_20180902T18Z.nc","20180902","18"
"meps_mbr0_pp_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr0_pp_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr0_pp_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr0_full_backup_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr0_extracted_backup_2_5km_20180902T00Z.nc","20180902","00"
"meps_mbr0_extracted_2_5km_20180902T18Z.nc","20180902","18"
"meps_mbr0_extracted_2_5km_20180902T12Z.nc","20180902","12"
"meps_mbr0_extracted_2_5km_20180902T06Z.nc","20180902","06"
"meps_mbr0_extracted_2_5km_20180902T00Z.nc","20180902","00"
"meps_full_2_5km_20180902T00Z.nc","20180902","00"
"meps_extracted_2_5km_20180902T21Z.nc","20180902","21"
"meps_extracted_2_5km_20180902T18Z.nc","20180902","18"
"meps_extracted_2_5km_20180902T09Z.nc","20180902","09"
"meps_extracted_2_5km_20180902T06Z.nc","20180902","06"
"meps_extracted_2_5km_20180902T03Z.nc","20180902","03"
"meps_extracted_2_5km_20180902T00Z.nc","20180902","00"
"meps_subset_2_5km_20180903T18Z.nc","20180903","18"
"meps_subset_2_5km_20180903T12Z.nc","20180903","12"
"meps_subset_2_5km_20180903T06Z.nc","20180903","06"
"meps_subset_2_5km_20180903T00Z.nc","20180903","00"
"meps_sfx_2_5km_20180903T21Z.nc","20180903","21"
"meps_sfx_2_5km_20180903T18Z.nc","20180903","18"
"meps_sfx_2_5km_20180903T15Z.nc","20180903","15"
"meps_sfx_2_5km_20180903T12Z.nc","20180903","12"
"meps_sfx_2_5km_20180903T09Z.nc","20180903","09"
"meps_sfx_2_5km_20180903T06Z.nc","20180903","06"
"meps_sfx_2_5km_20180903T03Z.nc","20180903","03"
"meps_sfx_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr9_vc_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr9_vc_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr9_vc_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr9_vc_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr8_vc_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr8_vc_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr8_vc_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr8_vc_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr7_vc_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr7_vc_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr7_vc_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr7_vc_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr6_vc_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr6_vc_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr6_vc_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr6_vc_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr5_vc_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr5_vc_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr5_vc_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr5_vc_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr4_vc_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr4_vc_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr4_vc_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr4_vc_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr3_vc_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr3_vc_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr3_vc_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr3_vc_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr2_vc_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr2_vc_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr2_vc_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr2_vc_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr1_vc_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr1_vc_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr1_vc_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr1_vc_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr0_vtk_20180903T18Z.nc","20180903","18"
"meps_mbr0_vtk_20180903T12Z.nc","20180903","12"
"meps_mbr0_vtk_20180903T06Z.nc","20180903","06"
"meps_mbr0_vtk_20180903T00Z.nc","20180903","00"
"meps_mbr0_vc_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr0_vc_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr0_vc_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr0_vc_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr0_sfx_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr0_sfx_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr0_sfx_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr0_sfx_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr0_ppalgs_plevels_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr0_ppalgs_plevels_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr0_ppalgs_plevels_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr0_ppalgs_plevels_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr0_ppalgs_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr0_ppalgs_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr0_ppalgs_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr0_ppalgs_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr0_pp_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr0_pp_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr0_pp_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr0_pp_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr0_full_backup_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr0_extracted_backup_2_5km_20180903T00Z.nc","20180903","00"
"meps_mbr0_extracted_2_5km_20180903T18Z.nc","20180903","18"
"meps_mbr0_extracted_2_5km_20180903T12Z.nc","20180903","12"
"meps_mbr0_extracted_2_5km_20180903T06Z.nc","20180903","06"
"meps_mbr0_extracted_2_5km_20180903T00Z.nc","20180903","00"
"meps_full_2_5km_20180903T00Z.nc","20180903","00"
"meps_extracted_2_5km_20180903T21Z.nc","20180903","21"
"meps_extracted_2_5km_20180903T18Z.nc","20180903","18"
"meps_extracted_2_5km_20180903T15Z.nc","20180903","15"
"meps_extracted_2_5km_20180903T12Z.nc","20180903","12"
"meps_extracted_2_5km_20180903T09Z.nc","20180903","09"
"meps_extracted_2_5km_20180903T06Z.nc","20180903","06"
"meps_extracted_2_5km_20180903T03Z.nc","20180903","03"
"meps_extracted_2_5km_20180903T00Z.nc","20180903","00"
"meps_subset_2_5km_20180904T18Z.nc","20180904","18"
"meps_subset_2_5km_20180904T12Z.nc","20180904","12"
"meps_subset_2_5km_20180904T06Z.nc","20180904","06"
"meps_subset_2_5km_20180904T00Z.nc","20180904","00"
"meps_sfx_2_5km_20180904T21Z.nc","20180904","21"
"meps_sfx_2_5km_20180904T18Z.nc","20180904","18"
"meps_sfx_2_5km_20180904T15Z.nc","20180904","15"
"meps_sfx_2_5km_20180904T12Z.nc","20180904","12"
"meps_sfx_2_5km_20180904T09Z.nc","20180904","09"
"meps_sfx_2_5km_20180904T06Z.nc","20180904","06"
"meps_sfx_2_5km_20180904T03Z.nc","20180904","03"
"meps_sfx_2_5km_20180904T00Z.nc","20180904","00"
"meps_mbr9_vc_2_5km_20180904T18Z.nc","20180904","18"
"meps_mbr9_vc_2_5km_20180904T12Z.nc","20180904","12"
"meps_mbr9_vc_2_5km_20180904T06Z.nc","20180904","06"
"meps_mbr9_vc_2_5km_20180904T00Z.nc","20180904","00"
"meps_mbr8_vc_2_5km_20180904T18Z.nc","20180904","18"
"meps_mbr8_vc_2_5km_20180904T12Z.nc","20180904","12"
"meps_mbr8_vc_2_5km_20180904T06Z.nc","20180904","06"
"meps_mbr8_vc_2_5km_20180904T00Z.nc","20180904","00"
"meps_mbr7_vc_2_5km_20180904T12Z.nc","20180904","12"
"meps_mbr7_vc_2_5km_20180904T06Z.nc","20180904","06"
"meps_mbr7_vc_2_5km_20180904T00Z.nc","20180904","00"
"meps_mbr6_vc_2_5km_20180904T18Z.nc","20180904","18"
"meps_mbr6_vc_2_5km_20180904T12Z.nc","20180904","12"
"meps_mbr6_vc_2_5km_20180904T06Z.nc","20180904","06"
